year,outcode,property_type,n_i,avg_price,sd,threshold
2016.0,CW8,T,218,130457.20183486238,71013.5200995982,97500.0
2016.0,CW9,D,230,308761.23913043475,248371.3249088849,225e3
2016.0,CW9,F,76,114671.90789473684,47324.06687065335,85500.0
2016.0,CW9,O,21,2179860.095238095,7208789.744224412,12e4
2016.0,CW9,S,229,176948.49781659388,67765.128471766,142e3
2016.0,CW9,T,156,127938.94230769231,48447.638082878235,96500.0
2016.0,DA1,D,67,419264.552238806,116619.15003266797,353696.0
2016.0,DA1,F,467,191258.42826552462,41618.99739153121,177e3
2016.0,DA1,O,28,687578.5714285715,992724.1731385345,259499.99999999997
2016.0,DA1,S,283,337659.7561837456,60465.11995985362,305600.0
2016.0,DA1,T,627,289254.4976076555,46406.19966512041,264999.0
2016.0,DA10,D,33,441116.8181818182,64244.54023273812,414795.0
2016.0,DA10,F,10,152e3,40749.233121618374,137750.0
2016.0,DA10,O,1,143e3,NA,143e3
2016.0,DA10,S,43,338601.16279069765,59017.66698602096,332997.0
2016.0,DA10,T,86,257618.02325581395,55650.89738866893,224500.0
2016.0,DA11,D,49,415295.89795918367,156095.18929276307,317e3
2016.0,DA11,F,155,158199.6387096774,39284.05263711845,137200.0
2016.0,DA11,O,20,777964.3,1813227.5344411952,12e4
2016.0,DA11,S,98,314966.7346938776,92918.24940908258,263200.0
2016.0,DA11,T,231,254378.658008658,57333.4466933487,221e3
2016.0,DA12,D,58,430798.8448275862,159244.9010663832,340999.99999999994
2016.0,DA12,F,154,158337.5974025974,36524.62311733004,140900.0
2016.0,DA12,O,18,547061.5555555555,924534.7606073028,19e4
2016.0,DA12,S,196,311418.5714285714,82716.55379389583,275e3
2016.0,DA12,T,267,253910.4382022472,68235.04681629188,23e4
2016.0,DA13,D,105,562470.4761904762,173712.33787932812,471e3
2016.0,DA13,F,1,151e3,NA,151e3
2016.0,DA13,O,6,472083.3333333333,404638.9028092413,240250.0
2016.0,DA13,S,59,404922.7966101695,123178.69349903957,35e4
2016.0,DA13,T,54,301699.22222222225,81765.07472012375,249500.0
2016.0,DA14,D,30,689733.3333333334,259793.14494597336,493e3
2016.0,DA14,F,206,250151.16019417476,74842.599448205,224e3
2016.0,DA14,O,9,279944.3333333333,243728.91680922886,113119.99999999999
2016.0,DA14,S,113,458117.1504424779,122667.85698025767,397997.0
2016.0,DA14,T,61,349981.1475409836,68399.25691843833,31e4
2016.0,DA15,D,37,641513.3783783783,225149.5773432694,494e3
2016.0,DA15,F,111,241803.7837837838,52977.4306200129,225e3
2016.0,DA15,O,6,309576.6666666667,173376.31691400838,192480.0
2016.0,DA15,S,131,435133.58778625954,89312.00333720935,375e3
2016.0,DA15,T,204,346796.2745098039,59313.01655081938,32e4
2016.0,DA16,D,31,538142.2580645161,109024.5787413608,475e3
2016.0,DA16,F,95,224117.27368421052,52468.43970780061,200400.0
2016.0,DA16,O,17,2446254.8235294116,7462441.435341085,36400.0
2016.0,DA16,S,249,388370.3172690763,66635.84274828326,349400.0
2016.0,DA16,T,160,360659.625,58100.86320262322,329250.0
2016.0,DA17,D,9,393555.55555555556,81830.7874688847,348e3
2016.0,DA17,F,98,205324.48979591837,38346.9553858696,184775.0
2016.0,DA17,O,7,1155642.857142857,1976901.9262954032,248e3
2016.0,DA17,S,49,337458.7755102041,69513.82009274166,310800.0
2016.0,DA17,T,139,298014.1726618705,37545.587871188814,287398.0
2016.0,DA18,F,5,154700.0,22140.460699813815,146800.0
2016.0,DA18,S,1,3e5,NA,3e5
2016.0,DA18,T,14,237357.14285714287,57710.960354641,19e4
2016.0,DA2,D,58,586393.9655172414,227968.5077661421,440500.0
2016.0,DA2,F,79,195876.8987341772,79178.15460631429,140250.0
2016.0,DA2,O,12,1614766.6666666667,3006047.7416326255,436380.0
2016.0,DA2,S,113,349339.65486725664,67165.77739388165,313600.0
2016.0,DA2,T,121,320680.20661157026,78845.66971145988,275e3
2016.0,DA3,D,84,565660.7142857143,133235.9247005437,498455.0
2016.0,DA3,F,15,204866.66666666666,45232.52095982439,192e3
2016.0,DA3,O,3,260056.66666666666,262284.59663757106,140102.00000000003
2016.0,DA3,S,46,378499.89130434784,87850.0977074593,33e4
2016.0,DA3,T,95,283761.0,72320.76480969746,250800.0
2016.0,DA4,D,22,570272.7272727273,157482.55589510672,479250.0
2016.0,DA4,F,59,190208.4745762712,48677.55461704123,170400.0
2016.0,DA4,O,2,233500.0,200111.21907579296,176900.0
2016.0,DA4,S,39,337040.0256410256,72304.77077893313,300200.0
2016.0,DA4,T,52,313352.03846153844,93394.6162133854,262950.0
2016.0,DA5,D,59,613222.7118644068,171270.65156958654,494756.0
2016.0,DA5,F,40,265e3,61116.11479126833,225e3
2016.0,DA5,O,5,558200.0,328517.4272394084,530000.0000000001
2016.0,DA5,S,126,438953.1666666667,111363.72251815221,368500.0
2016.0,DA5,T,105,376304.71428571426,73041.50793657228,33e4
2016.0,DA6,D,18,525208.3333333334,98709.02910306933,461725.0
2016.0,DA6,F,56,231473.125,41122.41692979301,222500.0
2016.0,DA6,O,9,2538722.222222222,4254430.375437403,46e4
2016.0,DA6,S,52,426711.53846153844,114297.05647633866,368600.0
2016.0,DA6,T,35,374842.71428571426,80817.8223950675,340799.0
2016.0,DA7,D,38,432092.13157894736,94794.3203693107,371e3
2016.0,DA7,F,88,224337.76136363635,47336.864645428715,21e4
2016.0,DA7,O,5,271400.0,175916.67061424282,215500.00000000003
2016.0,DA7,S,251,404755.04780876497,73591.59739169758,369536.0
2016.0,DA7,T,160,350487.7625,71278.00363626143,302e3
2016.0,DA8,D,13,401153.8461538461,106886.11240774466,356e3
2016.0,DA8,F,167,176481.88622754492,46789.910036351524,154200.0
2016.0,DA8,O,21,1493200.857142857,3263539.673429853,2e5
2016.0,DA8,S,105,320643.3904761905,57627.43624993475,29e4
2016.0,DA8,T,237,299219.5358649789,49449.61916311273,27e4
2016.0,DA9,D,34,485453.9705882353,110356.47655596654,464995.5
2016.0,DA9,F,199,213354.5728643216,57168.88360568774,19e4
2016.0,DA9,O,7,447470.14285714284,184339.07101356148,371200.0
2016.0,DA9,S,72,333821.0416666667,66720.14335138397,292998.5
2016.0,DA9,T,115,307595.652173913,74093.45332233362,260999.99999999997
2016.0,DE1,D,3,242950.0,0.0,242950.0
2016.0,DE1,F,147,123657.19047619047,36100.61323319571,105e3
2016.0,DE1,O,41,1086732.731707317,3109955.51223122,163e3
2016.0,DE1,S,16,140875.0,48846.18715928603,116e3
2016.0,DE1,T,121,150100.78512396695,55006.16023837795,117e3
2016.0,DE11,D,342,211104.76608187135,55199.27724391061,184635.0
2016.0,DE11,F,25,92066.2,27377.855303146014,78400.0
2016.0,DE11,O,18,734358.1666666666,2194259.787389152,125900.0
2016.0,DE11,S,350,133987.55714285714,29457.54525019376,117850.0
2016.0,DE11,T,244,112899.10245901639,29958.338219367277,92895.5
2016.0,DE12,D,170,261104.5,108965.7220810923,201700.0
2016.0,DE12,F,4,66650.75,29373.62596360892,61160.299999999996
2016.0,DE12,O,14,612771.4285714285,1235857.419227372,164200.0
2016.0,DE12,S,104,161233.16346153847,46363.94466244585,139450.0
2016.0,DE12,T,87,145242.6436781609,62749.819965641305,115900.0
2016.0,DE13,D,374,323561.26203208556,185452.13672210518,236450.0
2016.0,DE13,F,26,132478.84615384616,66507.44044552749,79475.0
2016.0,DE13,O,16,1066371.0,2725690.946897196,165e3
2016.0,DE13,S,230,181752.10869565216,70374.36935897698,142925.0
2016.0,DE13,T,166,137706.10843373495,72957.6473654635,104850.0
2016.0,DE14,D,114,209927.71929824562,46362.32524663201,189700.0
2016.0,DE14,F,47,89405.9574468085,30723.199502173007,75e3
2016.0,DE14,O,25,757260.2,1427754.3525156325,157400.0
2016.0,DE14,S,167,148316.08982035928,38336.164795016724,125900.0
2016.0,DE14,T,287,112213.62369337979,37115.16577531652,85e3
2016.0,DE15,D,139,269200.1438848921,97899.21837066853,199400.0
2016.0,DE15,F,20,105800.0,67404.20102478386,69400.0
2016.0,DE15,O,6,335215.6666666667,441657.4308133699,122650.0
2016.0,DE15,S,115,149165.21739130435,64747.63396541216,118200.0
2016.0,DE15,T,111,118298.64864864865,34463.102442691226,1e5
2016.0,DE21,D,239,222010.92050209205,75682.83862947176,175e3
2016.0,DE21,F,24,84872.91666666667,18715.2982016147,74500.0
2016.0,DE21,O,16,736463.0,783286.835996112,166500.0
2016.0,DE21,S,445,138945.54831460674,39783.443316788405,12e4
2016.0,DE21,T,163,115054.23312883436,25442.36989712932,1e5
2016.0,DE22,D,325,313378.6953846154,171699.95210741257,226e3
2016.0,DE22,F,64,102838.828125,49478.32806601377,76799.99999999999
2016.0,DE22,O,11,292209.0,149630.40917874948,15e4
2016.0,DE22,S,295,177569.69491525425,60146.89975624314,135e3
2016.0,DE22,T,297,125522.21212121213,53862.31329528135,92860.0
2016.0,DE23,D,190,269560.6157894737,102797.77733347863,21e4
2016.0,DE23,F,26,89536.53846153847,32269.439281438736,65e3
2016.0,DE23,O,18,238618.72222222222,216915.6754105167,148700.0
2016.0,DE23,S,227,155889.1321585903,45981.17454329204,125e3
2016.0,DE23,T,273,100723.87912087912,45023.163747912724,7e4
2016.0,DE24,D,211,196976.48341232227,71914.07838772377,165e3
2016.0,DE24,F,27,93895.55555555556,31580.03907452804,83560.0
2016.0,DE24,O,25,460562.56,383881.8998722219,197536.8
2016.0,DE24,S,407,128633.23832923833,31829.73314734568,114e3
2016.0,DE24,T,310,118975.0064516129,42963.02027110631,95e3
2016.0,DE3,D,117,273152.9487179487,68712.00661830937,233200.0
2016.0,DE3,F,18,128626.38888888889,35958.800436608966,110455.0
2016.0,DE3,O,1,118e3,NA,118e3
2016.0,DE3,S,125,185200.8,40506.306749092975,164200.0
2016.0,DE3,T,36,161004.02777777778,31558.642439103845,136500.0
2016.0,DE4,D,214,321664.92990654206,125783.48645176839,248450.0
2016.0,DE4,F,45,150956.55555555556,72978.08631100271,115400.0
2016.0,DE4,O,31,371274.1612903226,416076.4978504231,15e4
2016.0,DE4,S,182,188389.53296703298,60822.86299494806,152150.0
2016.0,DE4,T,156,167394.83974358975,54664.53706079404,139500.0
2016.0,DE45,D,55,461244.7272727273,144505.74566117054,381e3
2016.0,DE45,F,12,195708.33333333334,63542.562090064464,157550.0
2016.0,DE45,O,9,773555.5555555555,464402.6031126201,605400.0
2016.0,DE45,S,39,283983.3333333333,90459.34630171352,229970.0
2016.0,DE45,T,27,303042.7037037037,139676.22508055903,214900.0
2016.0,DE5,D,149,210517.61744966442,79008.67316310633,165e3
2016.0,DE5,F,8,99937.5,22590.196198477654,95100.0
2016.0,DE5,O,11,415597.8181818182,747961.6309375525,17e4
2016.0,DE5,S,149,140832.9798657718,50101.973145380245,12e4
2016.0,DE5,T,106,108316.46226415095,37520.48098462505,85e3
2016.0,DE55,D,373,221776.3780160858,102224.24781116436,165600.0
2016.0,DE55,F,8,59750.0,30007.142007005124,44600.0
2016.0,DE55,O,31,1149389.0322580645,2767616.051603925,13e4
2016.0,DE55,S,358,115130.23463687151,35552.25670429829,94100.0
2016.0,DE55,T,228,95929.55701754386,40020.845348473405,75e3
2016.0,DE56,D,318,278438.72641509434,138439.48480482682,2e5
2016.0,DE56,F,35,152276.14285714287,65298.772453619524,125e3
2016.0,DE56,O,17,264750.0,211871.05453553583,114e3
2016.0,DE56,S,210,182461.42857142858,76621.3095685974,142350.0
2016.0,DE56,T,248,150456.64112903227,53399.32593855987,122500.0
2016.0,DE6,D,227,365087.62114537443,172991.17313938023,281600.0
2016.0,DE6,F,14,136035.7142857143,60722.08579501122,105e3
2016.0,DE6,O,23,558032.6086956522,358319.0103234241,359e3
2016.0,DE6,S,76,221198.02631578947,84650.00430824538,172e3
2016.0,DE6,T,92,194184.78260869565,104406.42130559942,14e4
2016.0,DE65,D,237,284515.35443037975,95750.961448601,232300.0
2016.0,DE65,F,44,106089.65909090909,29354.966229293103,94650.0
2016.0,DE65,O,10,2470823.8,6190668.633026642,368702.6
2016.0,DE65,S,126,185080.30952380953,61696.86300219344,155750.0
2016.0,DE65,T,101,168256.73267326734,56810.77191182867,147e3
2016.0,DE7,D,232,238680.5431034483,101404.97045989495,182300.0
2016.0,DE7,F,26,65979.07692307692,10509.347770144737,61e3
2016.0,DE7,O,45,229176.2888888889,190276.93384817994,131e3
2016.0,DE7,S,348,131033.22988505747,44930.25685240494,108549.99999999999
2016.0,DE7,T,233,99263.0686695279,35338.77212992037,77e3
2016.0,DE72,D,163,324191.86503067485,172771.7630256934,224200.0
2016.0,DE72,F,86,115688.91860465116,27161.497588537353,103496.0
2016.0,DE72,O,9,261625.66666666666,290940.21142495924,104800.0
2016.0,DE72,S,117,174379.34188034188,58417.61634678985,145e3
2016.0,DE72,T,53,157278.30188679244,55719.23220437961,131600.0
2016.0,DE73,D,160,327401.875,117690.78590138187,262599.99999999994
2016.0,DE73,F,38,101740.13157894737,24162.495046540844,91200.0
2016.0,DE73,O,5,904472.0,1471003.2270256921,148000.00000000003
2016.0,DE73,S,101,192338.56435643564,66538.82998797257,153e3
2016.0,DE73,T,87,188085.40229885056,73358.15398796728,147e3
2016.0,DE74,D,129,285027.43410852714,122476.80170845399,223200.0
2016.0,DE74,F,6,108086.5,30716.43686204505,111500.0
2016.0,DE74,O,18,1579233.7777777778,1916704.4400173088,384300.0
2016.0,DE74,S,85,173337.48235294118,48813.02564855969,154600.0
2016.0,DE74,T,51,176154.27450980392,90934.2592637293,135e3
2016.0,DE75,D,119,186930.5462184874,56065.355971091645,156400.0
2016.0,DE75,F,1,41e3,NA,41e3
2016.0,DE75,O,11,337366.45454545453,406004.7458056035,125e3
2016.0,DE75,S,125,125244.4,31895.353853176726,115e3
2016.0,DE75,T,125,97327.2,32487.727524057696,79200.0
2016.0,DH1,D,181,338142.3314917127,153097.35913805,256e3
2016.0,DH1,F,83,129101.48192771085,61959.247955835606,88800.0
2016.0,DH1,O,29,1147655.3793103448,1835793.6377202757,19e4
2016.0,DH1,S,276,174378.15942028986,84809.64769988219,133750.0
2016.0,DH1,T,161,196450.90062111802,137096.50072791817,12e4
2016.0,DH2,D,101,218566.43564356436,71768.09691756021,184950.0
2016.0,DH2,F,27,73027.5925925926,32334.758607012813,56e3
2016.0,DH2,O,13,76452.69230769231,70043.9441117558,8304.999999999998
2016.0,DH2,S,149,125482.57718120805,40181.873583808294,105e3
2016.0,DH2,T,172,84099.73255813954,34409.14727880323,67150.0
2016.0,DH3,D,67,254512.223880597,85979.89869463693,206e3
2016.0,DH3,F,30,82714.96666666666,30164.892348194466,62050.0
2016.0,DH3,O,12,147507.91666666666,93216.09188279412,113820.1
2016.0,DH3,S,129,158617.44186046513,50528.69931099598,130400.0
2016.0,DH3,T,151,101535.80794701987,43907.3546918532,75e3
2016.0,DH4,D,135,226359.92592592593,95119.59076150537,182e3
2016.0,DH4,F,8,62187.375,32180.32479165536,40400.0
2016.0,DH4,O,11,370698.1818181818,512574.8093901646,129e3
2016.0,DH4,S,152,120277.94078947368,43652.403798423016,89300.0
2016.0,DH4,T,147,82738.0612244898,40997.70515398985,58e3
2016.0,DH5,D,122,189544.38524590165,65915.26253731192,155750.0
2016.0,DH5,F,4,45875.0,17589.65131358019,50549.99999999999
2016.0,DH5,O,8,161931.25,262859.6623641868,31050.0
2016.0,DH5,S,105,111595.56190476191,33635.731824414324,95e3
2016.0,DH5,T,107,68753.22429906542,30853.895493116564,5e4
2016.0,DH6,D,180,167802.3722222222,56140.02351045581,135850.0
2016.0,DH6,F,7,38500.0,17979.154596365202,26400.0
2016.0,DH6,O,16,288812.125,302320.0797481316,72500.0
2016.0,DH6,S,225,96369.18222222223,44009.724940383974,72800.0
2016.0,DH6,T,191,80019.01570680628,42164.35653855373,52e3
2016.0,DH7,D,159,206931.4150943396,79282.70890335707,165e3
2016.0,DH7,F,21,128497.61904761905,49718.634525171925,127500.0
2016.0,DH7,O,13,484123.07692307694,932476.4323687097,106839.99999999997
2016.0,DH7,S,206,113155.83980582525,56924.412019059775,82e3
2016.0,DH7,T,244,85707.51639344262,44527.70612951119,58449.99999999999
2016.0,DH8,D,165,206002.0606060606,90672.5683905165,159959.0
2016.0,DH8,F,11,65909.0,20606.90396444842,5e4
2016.0,DH8,O,18,263950.0,232672.96412624765,132750.0
2016.0,DH8,S,195,104608.51282051283,43280.88827996337,78400.0
2016.0,DH8,T,294,90027.20408163265,43401.334691488206,65e3
2016.0,DH9,D,96,181015.15625,64291.10609462296,146250.0
2016.0,DH9,F,8,54487.5,24792.017004327365,39050.00000000001
2016.0,DH9,O,14,163796.92857142858,165825.6028568588,81250.0
2016.0,DH9,S,118,102716.94915254238,35261.981645777305,81100.0
2016.0,DH9,T,318,65095.04088050315,38221.79635406278,45e3
2016.0,DL1,D,128,180415.6640625,50722.42490590406,157e3
2016.0,DL1,F,30,73610.0,22597.396096560056,60700.0
2016.0,DL1,O,43,2551061.2790697673,7483174.133966046,69989.6
2016.0,DL1,S,309,114888.07766990291,34240.71276198106,97680.0
2016.0,DL1,T,239,83864.87029288703,51431.49390604435,58539.999999999985
2016.0,DL10,D,93,291290.60215053766,117265.35252099232,22e4
2016.0,DL10,F,16,107968.75,40241.549319908976,81500.0
2016.0,DL10,O,7,1048924.0,1608567.43401243,150400.0
2016.0,DL10,S,97,177931.13402061857,62551.002554520266,145e3
2016.0,DL10,T,80,208848.75,97646.40062685234,148050.0
2016.0,DL11,D,37,325918.91891891893,108141.33714171838,279400.0
2016.0,DL11,F,1,15e4,NA,15e4
2016.0,DL11,O,5,677600.0,1014068.624403694,202300.0
2016.0,DL11,S,16,247715.625,76697.56997182722,217500.0
2016.0,DL11,T,25,235410.0,94980.3949068789,18e4
2016.0,DL12,D,65,240726.55384615384,108062.35419626236,187999.0
2016.0,DL12,F,21,98630.95238095238,20734.274017857944,85e3
2016.0,DL12,O,9,588915.3333333334,745916.0576204268,214e3
2016.0,DL12,S,76,154502.0,76583.01401746996,105e3
2016.0,DL12,T,73,153979.8904109589,71035.40367007961,116200.0
2016.0,DL13,D,53,256459.62264150943,113439.34631406581,195900.0
2016.0,DL13,F,7,76571.42857142857,58400.5055424955,47800.0
2016.0,DL13,O,10,386150.0,442640.3763528332,100599.99999999999
2016.0,DL13,S,35,122905.71428571429,71022.71464678268,74900.0
2016.0,DL13,T,112,91507.14285714286,50833.8358521061,61790.0
2016.0,DL14,D,130,194267.24615384615,98013.70657344064,15e4
2016.0,DL14,F,97,45618.0412371134,28470.704228176044,29950.0
2016.0,DL14,O,32,276617.1875,396971.67661405035,96500.0
2016.0,DL14,S,149,107232.31543624161,43969.58906649976,83200.0
2016.0,DL14,T,340,65325.970588235294,40395.711682496876,4e4
2016.0,DL15,D,127,178395.62992125985,55921.24486967947,149600.0
2016.0,DL15,F,5,42439.2,17115.47496273475,28900.000000000007
2016.0,DL15,O,12,96750.0,67805.03467496147,52749.99999999999
2016.0,DL15,S,68,103210.36764705883,51722.92084303109,82550.0
2016.0,DL15,T,173,66988.84393063583,31625.505361233474,52e3
2016.0,DL16,D,106,198773.31132075473,74481.48765129343,162500.0
2016.0,DL16,F,9,70332.22222222222,20147.663343287342,6e4
2016.0,DL16,O,5,223950.0,196700.62912964972,139e3
2016.0,DL16,S,125,108400.48,40656.622259578646,84523.0
2016.0,DL16,T,150,81451.78666666667,39694.49380384447,53399.999999999985
2016.0,DL17,D,56,264396.4464285714,728671.288936212,131747.5
2016.0,DL17,F,2,4e4,14142.13562373095,36e3
2016.0,DL17,O,9,255449.55555555556,328607.17224640393,58500.0
2016.0,DL17,S,73,84721.23287671233,48911.78458588044,61600.0
2016.0,DL17,T,178,50264.88202247191,42625.95229007465,28477.5
2016.0,DL2,D,93,283819.34408602153,112638.62414825012,222800.0
2016.0,DL2,F,12,148375.0,92620.71361692854,88800.0
2016.0,DL2,O,29,98172.41379310345,140848.7838999982,65e3
2016.0,DL2,S,66,198856.0606060606,108105.46115684781,146750.0
2016.0,DL2,T,101,164412.86138613863,70854.79356360156,132500.0
2016.0,DL3,D,118,243470.33898305084,94037.80569020852,184100.0
2016.0,DL3,F,84,101694.28571428571,31152.064834606917,83900.0
2016.0,DL3,O,11,268272.7272727273,245827.2120450016,115e3
2016.0,DL3,S,281,174378.34519572955,72422.97259491621,133e3
2016.0,DL3,T,285,106388.46315789473,81196.89496467491,59200.0
2016.0,DL4,D,33,196283.81818181818,120012.55550161579,139998.0
2016.0,DL4,F,4,35125.0,15450.8629748201,24700.0
2016.0,DL4,O,4,647451.25,907111.888728682,48624.99999999999
2016.0,DL4,S,35,92727.22857142857,34586.47493226703,65400.0
2016.0,DL4,T,117,50482.846153846156,30167.882382169337,35e3
2016.0,DL5,D,117,200155.77777777778,63000.16872515873,164e3
2016.0,DL5,F,6,48333.333333333336,18337.57526683031,37500.0
2016.0,DL5,O,8,206200.0,281045.1514309705,73200.0
2016.0,DL5,S,124,117055.96774193548,36770.01566360002,99999.5
2016.0,DL5,T,165,86182.00606060606,29423.2580362793,68010.0
2016.0,DL6,D,69,296381.17391304346,95578.38428790768,232880.0
2016.0,DL6,F,10,92400.0,25466.535776277942,82600.0
2016.0,DL6,O,5,117720.0,82745.34427990495,84400.0
2016.0,DL6,S,61,177851.22950819673,66204.82460173465,145e3
2016.0,DL6,T,63,162189.68253968254,64591.93383098718,129600.0
2016.0,DL7,D,101,281179.0,93845.14152101855,225e3
2016.0,DL7,F,20,146407.95,34588.84710495567,122100.0
2016.0,DL7,O,8,1026025.0,1987144.0861914654,155000.00000000003
2016.0,DL7,S,87,186778.7931034483,89247.50248269447,16e4
2016.0,DL7,T,73,170375.75342465754,77138.80015501293,135e3
2016.0,DL8,D,165,307377.50303030305,102225.45222911287,252790.0
2016.0,DL8,F,10,135850.0,25616.88896021529,118500.0
2016.0,DL8,O,18,350916.77777777775,272364.04415620683,176801.0
2016.0,DL8,S,82,203079.0975609756,47104.718072415235,17e4
2016.0,DL8,T,71,198275.35211267605,70671.4570961186,157500.0
2016.0,DL9,D,44,192001.04545454544,43601.685261303755,164750.0
2016.0,DL9,F,3,75e3,17255.433926737398,67900.0
2016.0,DL9,O,3,10258600.0,17529925.039200824,160320.00000000003
2016.0,DL9,S,83,145293.31325301205,32033.835734677257,127e3
2016.0,DL9,T,48,121732.77083333333,32847.937090730346,106550.0
2016.0,DN1,D,4,222500.0,35939.76442141304,199e3
2016.0,DN1,F,4,76748.75,23071.03175521199,63e3
2016.0,DN1,O,28,827518.0357142857,1682020.9570183058,151300.0
2016.0,DN1,S,6,211658.33333333334,101677.43317308255,157475.0
2016.0,DN1,T,98,88698.63265306123,43964.794418202386,6e4
2016.0,DN10,D,129,272708.3565891473,105703.12552311888,214e3
2016.0,DN10,F,9,104222.22222222222,30199.452717631233,9e4
2016.0,DN10,O,6,174250.0,134471.46537462884,14e4
2016.0,DN10,S,49,152864.2857142857,65806.41670207144,12e4
2016.0,DN10,T,38,167159.6052631579,66539.37407180053,128645.0
2016.0,DN11,D,216,214539.2962962963,72038.49054424444,171250.0
2016.0,DN11,F,3,87e3,25238.858928247926,74400.0
2016.0,DN11,O,13,293538.46153846156,327633.8442490884,89399.99999999999
2016.0,DN11,S,211,118638.8672985782,42081.96462337826,95e3
2016.0,DN11,T,101,97187.9504950495,33983.8737843043,72500.0
2016.0,DN12,D,36,171331.80555555556,68171.87294051891,135e3
2016.0,DN12,F,4,81873.75,5543.953726057484,79745.5
2016.0,DN12,O,11,126300.0,75347.39544270924,62500.0
2016.0,DN12,S,152,96718.84868421052,26660.259872085844,8e4
2016.0,DN12,T,88,76474.26136363637,31374.877240038015,55299.99999999999
2016.0,DN14,D,300,236037.99666666667,76919.22185996023,194100.0
2016.0,DN14,F,21,104511.76190476191,39983.67329161336,8e4
2016.0,DN14,O,22,436072.5,925869.2921837989,115500.0
2016.0,DN14,S,226,138659.02654867255,37908.868041123205,12e4
2016.0,DN14,T,290,100606.6,38773.10532243497,76350.0
2016.0,DN15,D,142,188048.30985915492,76646.80870764569,14e4
2016.0,DN15,F,20,67557.75,14163.755307399755,6e4
2016.0,DN15,O,22,196909.0909090909,164919.57898462974,1e5
2016.0,DN15,S,245,103407.97551020408,25590.455878572546,89960.0
2016.0,DN15,T,80,79806.4625,39546.52990648035,64065.0
2016.0,DN16,D,117,165632.41025641025,45373.90653268831,14e4
2016.0,DN16,F,26,58317.269230769234,18727.499936847296,46500.0
2016.0,DN16,O,8,189781.25,269268.8989752756,83000.00000000001
2016.0,DN16,S,267,101813.51310861424,25278.586834632006,87800.0
2016.0,DN16,T,88,89233.43181818182,24305.168640887157,73100.0
2016.0,DN17,D,193,195651.08808290155,67949.53780086791,159998.0
2016.0,DN17,F,10,58247.4,11469.522698583989,5e4
2016.0,DN17,O,10,282968.7,352277.79492454533,162999.99999999997
2016.0,DN17,S,241,110030.0622406639,31992.24350813194,9e4
2016.0,DN17,T,78,86569.23076923077,35710.84562852714,7e4
2016.0,DN18,D,108,187444.25925925927,60321.281787394175,156100.0
2016.0,DN18,F,7,76071.42857142857,17903.511227848972,77e3
2016.0,DN18,O,16,269335.9375,371631.0967757262,121e3
2016.0,DN18,S,90,121227.57777777778,26810.233608350594,105e3
2016.0,DN18,T,72,96896.52777777778,41587.04711534429,71450.0
2016.0,DN19,D,83,216021.0843373494,70535.96864862721,176200.0
2016.0,DN19,S,37,119322.97297297297,29598.66643625697,103999.99999999999
2016.0,DN19,T,12,109495.83333333333,52135.707787610896,89e3
2016.0,DN2,D,20,177900.0,53982.355791889124,144100.0
2016.0,DN2,F,6,81583.33333333333,25970.014760617036,66250.0
2016.0,DN2,O,6,691602.6666666666,1327574.8789588732,121500.0
2016.0,DN2,S,237,115308.1223628692,37847.557131467685,95e3
2016.0,DN2,T,58,96644.8448275862,38737.98215714234,85e3
2016.0,DN20,D,186,212469.2634408602,79481.20199883037,163500.0
2016.0,DN20,F,9,89827.77777777778,38090.3294084528,77100.0
2016.0,DN20,O,6,559750.8333333334,983424.8092783538,92500.0
2016.0,DN20,S,115,124623.0,43209.74220985477,108e3
2016.0,DN20,T,55,111731.45454545454,36598.5666799986,90200.0
2016.0,DN21,D,277,202432.3140794224,79556.42554569377,152800.0
2016.0,DN21,F,18,88479.94444444444,32507.521582970923,64550.0
2016.0,DN21,O,18,184877.5,146856.41645388352,59969.99999999999
2016.0,DN21,S,181,111908.89502762431,40386.28104381524,89e3
2016.0,DN21,T,219,75981.0,40182.159780706184,50100.0
2016.0,DN22,D,355,238844.12394366198,90025.1341829431,189100.0
2016.0,DN22,F,24,106942.375,51628.73891866353,77550.0
2016.0,DN22,O,26,386080.0,674251.0019273238,138e3
2016.0,DN22,S,232,128476.43965517242,35111.5368187044,11e4
2016.0,DN22,T,130,113992.87692307692,45237.789976282256,86700.0
2016.0,DN3,D,198,206047.94949494948,67981.90236156933,165e3
2016.0,DN3,F,13,80100.0,10510.55025518011,78100.0
2016.0,DN3,O,7,548571.4285714285,894458.4687848577,188e3
2016.0,DN3,S,234,120328.98717948717,22319.623188260364,11e4
2016.0,DN3,T,74,109779.66216216216,26934.960328502457,92950.0
2016.0,DN31,F,15,37600.0,16965.51123392901,27300.0
2016.0,DN31,O,17,242565.35294117648,251995.8483926226,72e3
2016.0,DN31,S,5,89600.0,36102.97771652637,66800.0
2016.0,DN31,T,134,55560.17164179104,16630.210364719653,45950.0
2016.0,DN32,D,34,185129.41176470587,57287.94510356386,16e4
2016.0,DN32,F,20,63697.5,30131.35486586409,43500.0
2016.0,DN32,O,12,66078.0,72321.75021011691,35900.0
2016.0,DN32,S,71,137585.14084507042,48268.48910722363,113995.0
2016.0,DN32,T,279,66699.3440860215,31746.56135398039,44970.0
2016.0,DN33,D,105,192042.33333333334,48505.2692769374,165e3
