outcode,property_type,n_i,avg_price,sd,threshold
,D,868,365979.6048387097,403057.07235659944,2e5
,F,1247,221929.94226142744,443270.19585833495,70032.0
,O,4653,913698.5437352246,3947532.11074711,3e4
,S,254,337004.9251968504,1354045.259053119,131800.0
,T,311,202940.7877813505,254509.93605571438,99995.0
AL1,D,474,931479.194092827,400132.39556877024,66e4
AL1,F,1696,274211.1916273585,89269.05107106509,22e4
AL1,O,46,1782747.7173913044,2850931.7516388968,462500.0
AL1,S,648,560607.5987654321,210607.2225940911,43e4
AL1,T,1167,420451.087403599,129881.99454911292,346e3
AL10,D,156,441034.0128205128,155616.01155859986,367500.0
AL10,F,623,177062.90529695025,53009.669089968804,150800.0
AL10,O,23,3766003.8695652173,8816798.89468591,200199.99999999997
AL10,S,349,315144.6905444126,83918.67091766806,26e4
AL10,T,997,249963.63490471416,62667.26029757416,21e4
AL2,D,531,571948.4595103578,184428.7262997162,472e3
AL2,F,518,224818.72586872586,85897.28299566233,174999.1
AL2,O,18,4524331.111111111,7952794.010025207,58699.99999999995
AL2,S,490,417994.8530612245,118900.14276234825,345e3
AL2,T,457,332908.5054704595,115987.35133289249,268e3
AL3,D,525,711871.420952381,316746.49816659605,55e4
AL3,F,420,264167.34523809527,102453.13653895864,198349.99999999997
AL3,O,41,772780.1219512195,1273720.6426272637,23e4
AL3,S,675,498185.02074074076,190459.88792120523,375e3
AL3,T,1067,428588.0955951265,172046.10955311466,325e3
AL4,D,496,660824.9213709678,279474.76187634235,525e3
AL4,F,444,217293.3108108108,67754.43384648737,175e3
AL4,O,24,1368073.7916666667,1557251.9701465194,428e3
AL4,S,712,492507.0828651685,149932.4413798277,4e5
AL4,T,495,331998.8262626263,101921.28654745278,275e3
AL5,D,998,1084830.640280561,579377.746100737,75e4
AL5,F,641,332017.8611544462,214978.45549022703,225e3
AL5,O,42,771244.9047619047,827519.0825727757,237699.99999999994
AL5,S,729,608366.4842249657,229283.32779804477,457700.0
AL5,T,492,447699.5162601626,178021.57957713504,355600.0
AL6,D,541,746272.1756007394,308842.9481375918,575e3
AL6,F,119,237351.88235294117,149054.87031156078,176180.0
AL6,O,10,646e3,652443.271267489,223e3
AL6,S,188,438066.9680851064,154742.36112256098,34e4
AL6,T,144,404227.6041666667,150491.2573825818,31e4
AL7,D,193,430476.5647668394,88246.93622548369,385e3
AL7,F,790,177434.41012658228,42180.62921036032,153985.0
AL7,O,39,2339844.358974359,6151503.109996152,232e3
AL7,S,419,309310.4630071599,79973.08748570134,25e4
AL7,T,1173,272992.6052855925,67996.94807095658,232e3
AL8,D,172,623011.5930232558,232233.98710520548,465e3
AL8,F,212,235205.99528301886,97052.50385920607,185e3
AL8,O,13,1604855.8461538462,3009010.8076926167,148e3
AL8,S,255,468851.66274509806,133344.78368386536,384200.0
AL8,T,332,344328.6114457831,108279.09074952298,275e3
AL9,D,290,902384.1206896552,645704.5843861068,557e3
AL9,F,177,255239.70056497175,118095.8693219857,189700.0
AL9,O,15,2037527.0,2563678.5700019584,654e3
AL9,S,221,465169.4343891403,168183.23905861372,365e3
AL9,T,234,345908.58974358975,140594.92649508067,272700.0
B1,D,2,242500.0,144956.89014324223,201500.0
B1,F,1331,154251.65214124718,84105.16786152314,117e3
B1,O,67,1699547.208955224,3802749.7825559773,251900.0
B1,T,64,218182.03125,135791.64664655604,115e3
B10,D,2,75500.0,79903.06627407987,52900.00000000001
B10,F,23,54473.913043478264,15385.411253737753,48600.0
B10,O,17,877145.7647058824,1246135.1296528564,88e3
B10,S,57,120080.70175438597,34723.35277691622,103e3
B10,T,434,111689.80184331797,33645.38159916922,95e3
B11,D,10,220595.0,112354.33149440904,146500.0
B11,F,34,79942.64705882352,55464.75830644959,54e3
B11,O,48,874018.125,1662458.0212189858,248200.0
B11,S,154,151299.31818181818,56940.0764566138,12e4
B11,T,985,112693.98984771574,40143.85228839835,93030.0
B12,D,4,154500.0,46457.86621588785,122200.0
B12,F,117,109440.89743589744,35339.690179589714,96e3
B12,O,27,413327.6296296296,560493.0159335101,119e3
B12,S,24,158022.91666666666,46794.86449704819,129700.0
B12,T,255,125890.2156862745,45627.87738514437,1e5
B13,D,333,393939.5795795796,163735.91750361436,28e4
B13,F,692,122794.2528901734,60834.42773269121,90150.0
B13,O,27,589356.0370370371,562495.4600974045,299400.0
B13,S,512,251900.369140625,119961.4217115949,173599.99999999997
B13,T,684,176865.0716374269,81823.65800516523,125e3
B14,D,166,249842.2891566265,99082.11306551755,188500.0
B14,F,225,84852.36444444445,27755.351783333364,69960.0
B14,O,31,343000.32258064515,346708.06531810854,17e4
B14,S,946,174152.7843551797,72126.98853709818,135e3
B14,T,1276,156595.12931034484,58354.66085324279,122e3
B15,D,223,714200.1973094171,392568.08390277484,46e4
B15,F,911,153372.71899012075,72403.58447185949,125e3
B15,O,18,3692806.0,6792538.467100404,301209.19999999995
B15,S,72,495294.125,325841.1813174269,321980.0
B15,T,167,259670.37125748504,118830.13365448707,206600.0
B16,D,89,304433.0786516854,111019.04259683898,234197.0
B16,F,1048,143608.78721374046,69167.21066165663,110075.99999999997
B16,O,35,1081512.2,3670433.4920441136,70551.0
B16,S,193,239859.5595854922,101379.80308410907,185e3
B16,T,300,142549.95,72909.6974715442,1e5
B17,D,295,451718.6881355932,183941.97030409172,335e3
B17,F,519,153211.2716763006,61092.49226135762,115e3
B17,O,17,1076073.5294117648,1393878.6203115983,281600.0
B17,S,519,293779.36030828516,129077.11715893351,215e3
B17,T,987,233770.28368794327,100493.73822219354,175e3
B18,D,12,189916.66666666666,51384.83740512872,183e3
B18,F,476,156373.6512605042,61527.225187419164,127500.0
B18,O,32,861390.5625,2722852.715140962,98399.99999999997
B18,S,35,114868.57142857143,35951.215077466,95e3
B18,T,291,104909.72164948453,48296.36211753192,79e3
B19,D,43,148231.39534883722,23168.894565507366,132995.0
B19,F,66,87035.83333333333,21863.20746022224,76e3
B19,O,25,443566.0,460944.02966448467,201580.0
B19,S,84,135633.86904761905,29641.51744151532,118500.0
B19,T,259,103290.44401544401,32019.30096317379,81400.0
B2,F,125,131140.904,40023.51186559253,106600.0
B2,O,13,14827895.461538462,19952139.955872763,4771984.6
B20,D,176,242912.35227272726,93460.6150471083,188997.5
B20,F,90,64221.48888888889,17326.606615678724,55700.0
B20,O,21,278925.04761904763,324320.7429970332,59900.0
B20,S,362,169642.05801104972,51379.677104549985,148e3
B20,T,418,125444.30622009569,48815.3850836029,96e3
B21,D,19,162183.15789473685,35393.96740071072,137500.0
B21,F,4,57375.0,12418.903601633547,58e3
B21,O,19,1593389.4736842106,4724484.695697833,222e3
B21,S,162,130401.35802469136,35736.34121223774,110300.0
B21,T,659,97203.5660091047,27900.902949619234,85e3
B23,D,152,196167.69736842104,51070.008870830905,172e3
B23,F,525,78989.05142857143,32941.50527115894,64960.0
B23,O,45,487455.2444444444,374953.0817612177,176604.0
B23,S,882,134322.0113378685,32113.129841158516,116650.0
B23,T,1221,114780.91482391482,29044.418816436013,1e5
B24,D,218,204290.21559633026,61238.229179461545,170649.99999999997
B24,F,201,80785.97014925373,22292.507969474955,7e4
B24,O,32,942396.0625,1258593.6733115003,227500.0
B24,S,803,151198.62515566626,47273.379578925655,126995.0
B24,T,571,127847.69001751313,36430.4200939928,109e3
B25,D,32,222842.1875,54062.68928271918,200300.0
B25,F,45,72805.55555555556,15620.216439478729,64899.99999999999
B25,O,7,765642.8571428572,1242487.9179253518,149900.0
B25,S,219,142212.2785388128,41590.12246464172,12e4
B25,T,457,110117.2363238512,29869.12638643397,95420.0
B26,D,165,210225.3393939394,48231.574812399704,189590.0
B26,F,270,91617.72592592593,29272.302017507234,75e3
B26,O,15,587436.6666666666,645977.5644231735,232600.0
B26,S,1459,145656.34818368746,30495.823933619897,129e3
B26,T,489,132930.4846625767,33149.00419733399,114970.0
B27,D,93,232754.29032258064,61152.119554183424,189e3
B27,F,146,95674.87671232877,27526.127133648857,84e3
B27,O,33,640988.4848484849,1327863.3535216716,269e3
B27,S,475,158369.6652631579,47955.00619224505,129190.0
B27,T,674,128814.51038575667,35913.72222693991,111770.0
B28,D,262,253953.13358778626,67021.16275051008,219950.0
B28,F,214,104882.32710280374,33379.92575703373,82250.00000000001
B28,O,19,493060.4736842105,872721.1811027473,132500.0
B28,S,1017,198931.04719764012,48728.8860376493,172400.0
B28,T,572,168698.12062937062,50647.26268679221,138e3
B29,D,184,359947.58152173914,163825.96994496512,25e4
B29,F,123,100445.8861788618,34379.07617017664,76800.0
B29,O,19,1236830.7894736843,1756792.3837559614,235e3
B29,S,862,169681.53364269141,74528.77945089154,125e3
B29,T,1365,170225.7934065934,71142.11941156456,125e3
B3,D,1,1e5,NA,1e5
B3,F,584,160093.09931506848,83702.46577033865,121e3
B3,O,60,2326941.5,5037619.879758413,298500.0
B30,D,116,315537.1551724138,122205.01426989866,245e3
B30,F,355,115828.02535211267,51206.087735515626,87e3
B30,O,42,281006.3333333333,644027.5793068853,5e3
B30,S,585,202973.37094017095,89725.75061948667,149950.0
B30,T,1090,165212.14495412845,64311.128646096,13e4
B31,D,428,219324.8621495327,89047.35736488465,174099.5
B31,F,537,115723.59776536313,67992.28877399233,79799.99999999999
B31,O,26,864694.2307692308,2166420.5470926887,126250.0
B31,S,1669,150694.67405632115,53939.57513067178,125e3
B31,T,1152,125698.8828125,37453.67369547101,107e3
B32,D,196,255444.6173469388,107226.02459445072,185500.0
B32,F,138,72475.57971014493,29769.05460491217,59550.0
B32,O,18,1571418.2222222222,3184082.5494443,194119.99999999997
B32,S,848,150592.56603773584,50264.6212216431,124954.5
B32,T,900,122891.88333333333,44414.572850939716,99e3
B33,D,65,216341.3076923077,102473.79643443048,155400.0
B33,F,130,69753.84615384616,19480.872765281285,6e4
B33,O,23,733611.0434782609,1859598.264123818,162800.0
B33,S,605,124945.38842975207,37018.757801486216,105e3
B33,T,785,105412.70318471338,26963.752125227635,91500.0
B34,D,41,173035.46341463414,45258.651811613636,15e4
B34,F,70,77642.85714285714,26954.214111806217,64700.0
B34,O,3,359916.6666666667,337822.07625957974,164875.0
B34,S,428,135414.71028037384,37274.59176152659,120500.0
B34,T,601,115455.15141430948,27637.797520341035,101500.0
B35,D,5,194400.0,56496.01755876249,158600.0
B35,F,61,78216.31147540984,20607.907380049517,69e3
B35,O,9,6647366.666666667,19407358.315468904,151e3
B35,S,45,132001.66666666666,23640.846296957385,123200.0
B35,T,171,107164.0350877193,22721.760924379163,95e3
B36,D,259,242469.07335907337,58291.58399449803,212e3
B36,F,195,96742.98461538462,38758.32550555568,8e4
B36,O,15,839221.0,2318319.9499793258,118600.0
B36,S,808,169212.224009901,47940.691069292145,145e3
B36,T,625,122356.2976,40643.888078436146,95e3
B37,D,244,258348.5,72284.63136524287,218895.5
B37,F,295,79827.47118644067,22095.579890996414,66e3
B37,O,31,8123184.612903226,14805799.131175756,386500.0
B37,S,498,157802.6546184739,48850.04467162446,133549.5
B37,T,785,113711.05859872611,30915.100299401787,95e3
B38,D,185,307397.11891891895,128688.09503102467,22e4
B38,F,168,90272.17261904762,37641.93280082732,69549.5
B38,O,7,377838.4285714286,478232.47378684534,131247.0
B38,S,454,168566.04405286344,58883.26111471387,139995.0
B38,T,487,122492.28952772074,44255.4580710975,98e3
B4,F,56,112791.25,21789.31840583613,99475.0
B4,O,19,11833868.210526315,26870248.51843599,772e3
B42,D,100,233086.95,45198.74451245878,209515.0
B42,F,52,78325.0,25226.430467223203,68e3
B42,O,20,753673.3,1729916.1953930208,193320.0
B42,S,867,133529.39215686274,34458.44816980268,117e3
B42,T,482,122765.93568464731,33874.02820875206,105500.0
B43,D,288,250281.54861111112,81796.10595979355,192200.0
B43,F,256,106393.40625,30108.756298755405,87625.0
B43,O,11,444347.7272727273,1079067.624809501,11e4
B43,S,963,155867.02907580478,35631.44523725667,138e3
B43,T,490,144476.4918367347,40177.216012769524,124664.99999999999
B44,D,37,146867.4054054054,42556.13564488117,125400.0
B44,F,99,70993.38383838384,22415.36535490827,56400.0
B44,O,23,779370.2173913043,1636237.5205820086,145e3
B44,S,1008,118376.19146825396,26714.08969745182,105e3
B44,T,876,106114.7796803653,22107.076655392586,94875.0
B45,D,616,416809.8912337662,236489.31770669558,275500.0
B45,F,213,94816.64319248826,54593.7881567679,67480.0
B45,O,14,2137824.0714285714,4976415.611556675,198e3
B45,S,867,169605.10034602077,75672.4951419726,13e4
B45,T,698,136568.2593123209,52417.16006311166,106e3
B46,D,247,323670.6113360324,114877.07421152915,249995.0
B46,F,224,137436.84375,55002.412966780845,115e3
B46,O,26,989263.8846153846,1389657.7137734983,321500.0
B46,S,346,212854.70231213872,66347.1085164074,18e4
B46,T,338,178531.1479289941,45312.43272314591,153e3
B47,D,320,340763.884375,85812.88287967835,294275.0
B47,F,30,135525.0,50809.19131824274,111850.0
B47,O,7,267155.4285714286,283468.28390718723,98999.99999999999
B47,S,257,232269.97276264592,50123.714332982265,205e3
B47,T,172,206623.0988372093,54056.68882693144,169300.0
B48,D,161,432400.6149068323,184203.66038097828,31e4
B48,F,4,118750.0,50354.5760912882,123299.99999999999
B48,O,4,493500.0,420530.2208720161,170399.99999999997
B48,S,174,265965.5459770115,83735.29998624769,224655.0
B48,T,136,212408.91176470587,77086.59498603051,160675.0
B49,D,261,416050.7662835249,168657.49580934664,319995.0
B49,F,116,112790.08620689655,59180.714844936774,87250.0
B49,O,24,368016.375,340347.1781203796,139333.3
B49,S,224,232946.83482142858,83743.26366533828,195e3
B49,T,243,191125.58436213993,85185.6114422947,15e4
B5,D,19,351523.6842105263,105618.1255072846,286800.0
B5,F,897,136175.52842809365,45103.016308372455,114860.0
B5,O,26,2006692.3076923077,3321984.3078404907,23e4
B5,S,22,213272.72727272726,119597.21362345156,138700.0
B5,T,90,175419.48888888888,87840.76903562229,143500.0
B50,D,266,305697.0263157895,101549.4560247187,25e4
B50,F,28,128689.28571428571,81145.6981324138,9e4
B50,O,17,345072.0,228363.24510552263,213300.0
B50,S,156,209369.5641025641,51088.712725646226,185e3
B50,T,149,187979.677852349,69214.11363428201,159e3
B6,D,1,12e4,NA,12e4
B6,F,29,60034.48275862069,17788.404647451604,5e4
B6,O,53,1121853.5471698113,1766304.335421392,218e3
B6,S,49,115614.89795918367,32067.828837380577,100600.0
B6,T,318,98925.06289308176,28024.100699711656,84050.0
B60,D,1012,331126.58102766797,130450.49956950374,26e4
B60,F,272,115992.84926470589,62803.41363641619,79e3
B60,O,66,561861.4242424242,1214684.0088635534,147250.0
B60,S,666,207320.4189189189,78723.162384445,169e3
B60,T,467,171174.28907922911,58382.89550082312,14e4
B61,D,584,299761.34246575343,113361.01939908553,244999.5
B61,F,152,97630.3947368421,24267.144683737086,82231.0
B61,O,35,993663.7428571428,3150407.250826119,163e3
B61,S,618,177502.80906148866,57554.93461767788,152500.0
B61,T,587,152540.94718909712,45755.509353074885,129759.99999999999
B62,D,503,259766.18489065606,101046.25741430436,2e5
B62,F,132,109828.01515151515,46152.2486971252,82150.0
B62,O,23,956693.4782608695,1365804.172731577,84560.0
B62,S,630,174878.84761904762,58552.534814018574,142675.0
B62,T,490,142278.55714285714,54329.25019251019,11e4
B63,D,378,221347.39153439153,69381.0195114324,176e3
B63,F,280,88054.675,25257.71355131399,76350.0
B63,O,26,329668.76923076925,482385.8936396302,127500.0
B63,S,1078,155717.82653061225,42781.30548743733,133e3
B63,T,695,127760.49496402878,39814.7949683091,11e4
B64,D,180,194984.20555555556,55050.152489165885,169665.0
B64,F,89,88553.49438202247,32377.04340308942,70240.0
B64,O,44,305102.0681818182,883414.3302731839,5e3
B64,S,346,124746.92196531792,36726.25396077031,102800.0
B64,T,296,106202.125,32382.645172280376,89e3
B65,D,204,178048.5294117647,44912.8877879427,152950.0
B65,F,106,250732.27358490566,537411.8800771242,61750.0
B65,O,18,348916.6666666667,293299.6986621263,120749.99999999997
B65,S,521,116313.34165067179,27695.976896931395,102500.0
B65,T,458,101137.18122270743,28989.41705495135,85e3
B66,D,47,188793.29787234042,27912.88348471155,178e3
B66,F,169,223788.61538461538,507659.70658614486,65e3
B66,O,54,506916.77777777775,1212283.0686993683,90399.99999999999
B66,S,201,148294.2935323383,35798.40841431931,137e3
B66,T,573,109598.06108202443,32598.131407011377,90500.0
B67,D,51,233649.01960784313,83512.67178709833,18e4
B67,F,22,79863.63636363637,24524.12894340797,67200.0
B67,O,8,212e3,142835.5697996826,11e4
B67,S,396,147366.65151515152,58711.05935444607,115e3
B67,T,1108,124618.13537906136,41683.31107139959,99955.0
B68,D,160,210704.7375,72213.45087944531,17e4
B68,F,137,80172.59124087592,47923.64320435943,64760.0
B68,O,12,146385.41666666666,60999.70795229394,129249.99999999999
B68,S,954,140556.40146750523,38255.07638278499,12e4
B68,T,667,116873.90254872564,41315.50281718757,93e3
B69,D,272,194571.20955882352,48440.90700490411,167500.0
B69,F,131,60196.557251908394,21563.14922417421,5e4
B69,O,47,886312.5957446808,1485873.206515992,15e4
B69,S,704,115176.00284090909,29031.450679817415,97950.0
B69,T,363,104046.1129476584,30712.850483988754,85e3
B7,D,3,198666.66666666666,96862.44542304997,156200.0
B7,F,19,64210.52631578947,26099.87004516055,55600.0
B7,O,38,489147.3947368421,864139.0380023012,178499.99999999997
B7,S,7,116797.14285714286,25271.618939227537,112516.0
B7,T,54,96553.70370370371,21184.120636831616,83e3
B70,D,148,184037.24324324325,55674.136727343954,15e4
B70,F,55,69236.4,22080.867590308597,57e3
B70,O,52,320281.71153846156,390089.61434352474,119749.99999999997
B70,S,334,128675.14371257485,42596.84637332038,105e3
B70,T,639,138944.71361502347,566905.1922813707,92040.0
B71,D,196,213913.7193877551,73050.92349262931,168500.0
B71,F,240,69593.89583333333,35965.36061770394,38350.0
B71,O,9,691567.8888888889,1239830.8211200072,193200.0
B71,S,691,127152.04486251809,36750.18399460219,108e3
B71,T,346,108751.14739884392,33576.3852180598,92999.5
B72,D,306,361532.83986928104,115741.86074832971,286e3
B72,F,242,127715.28512396694,60656.541651067986,90300.0
B72,O,18,1103444.7222222222,2368980.698496316,272499.99999999994
B72,S,247,251968.15384615384,73459.03506180846,214930.0
B72,T,140,203130.17142857143,55577.27958747623,167500.0
B73,D,556,351976.8758992806,134454.58071461585,272e3
B73,F,397,150761.22921914357,73601.57768456408,115e3
B73,O,12,1131607.0833333333,1975958.3572080322,142249.99999999997
B73,S,665,252781.9894736842,79375.74975806537,21e4
B73,T,351,199740.57834757835,54918.10389921124,166e3
B74,D,1136,496201.6161971831,291567.92632866965,327e3
B74,F,722,165323.108033241,75733.6421616769,125e3
B74,O,10,261665.0,240378.6689209802,123339.99999999997
B74,S,771,239726.94293125812,84133.43523318769,195e3
B74,T,186,207145.79032258064,71907.02312836226,178500.0
B75,D,811,363139.67077681876,134697.98941020612,293e3
B75,F,218,121412.38073394496,42899.88986189975,101199.99999999999
B75,O,10,204869.3,172213.24711082928,85699.99999999997
B75,S,822,224092.03649635037,65930.31767559597,185e3
B75,T,423,186674.27895981088,56814.3965892758,16e4
B76,D,581,311710.5180722892,102492.51880764919,25e4
B76,F,226,115906.1017699115,32976.83192024764,99125.0
B76,O,20,1805316.35,3130719.314396231,331600.0
B76,S,580,201907.03275862068,56668.12437969185,173850.0
B76,T,294,177736.02040816325,49244.661968606444,155e3
B77,D,1041,229643.75984630163,61829.06946801592,193950.0
B77,F,237,95956.4388185654,26123.68482460115,8e4
B77,O,49,559969.0204081633,1719876.4254197222,138999.99999999997
B77,S,1345,145062.09219330855,29834.542281194754,129999.20000000001
B77,T,1036,124343.34362934362,34432.26540049763,105e3
B78,D,446,258355.36322869954,98192.87507621385,207725.0
B78,F,129,112014.98449612403,26327.656965271482,105400.0
B78,O,22,3059591.909090909,6386659.5255888235,86e3
B78,S,646,153702.99535603717,43834.39841202529,13e4
B78,T,405,135732.27407407408,57144.46381240595,11e4
B79,D,402,300031.9029850746,153079.8135015485,215285.0
B79,F,177,104596.36158192091,28626.33732910796,88400.0
B79,O,32,416102.03125,520374.69283054385,143699.99999999997
B79,S,453,172443.31125827815,70760.68933892094,136090.0
B79,T,371,140267.09973045823,57229.239852031744,115e3
B8,D,25,178518.0,48103.66167628683,166600.0
B8,F,32,56556.40625,14471.608256835676,50600.0
B8,O,27,948094.5925925926,2529063.766415659,103e3
B8,S,255,120126.7725490196,34376.80592609422,101200.0
B8,T,756,102177.8082010582,26179.47446578878,88e3
B80,D,167,332211.34730538924,280843.39594391827,258800.0
B80,F,48,107310.41666666667,16756.24989253243,97050.0
B80,O,6,281333.3333333333,239892.6669714326,132500.0
B80,S,197,200654.78680203046,59745.43320405359,165400.0
B80,T,128,175095.1171875,87523.1736500313,144100.0
B9,D,8,146625.0,48448.98642607796,135050.0
B9,F,41,74193.82926829268,23776.976914551647,64500.0
B9,O,18,226344.38888888888,206033.99164647816,107750.0
B9,S,127,127776.51968503937,34139.457963553614,109800.0
B9,T,450,103571.82,29036.33070563953,9e4
B90,D,1014,357514.8510848126,112450.72584071296,292995.0
B90,F,770,144088.4909090909,44767.563615445804,122e3
B90,O,63,2182150.4444444445,4243743.691079108,225969.99999999997
B90,S,1701,229984.93768371546,55325.54582890892,197e3
B90,T,730,212855.89315068492,56026.740097549715,178850.0
B91,D,1231,487416.9423233144,201175.34243138361,377e3
B91,F,886,188236.03047404063,80535.75320585318,141747.5
B91,O,34,2614581.7352941176,5108666.737138882,272e3
B91,S,625,300952.3344,110267.08200147674,239950.0
B91,T,235,234487.77446808512,73369.27081175687,190300.0
B92,D,457,401922.48140043765,188650.52090486162,3e5
B92,F,482,135072.03319502075,41399.665421465565,114150.0
B92,O,11,305403.63636363635,286205.53828578256,76e3
B92,S,1467,216060.9556918882,74356.22661072768,176e3
B92,T,613,196911.63295269167,58706.44374170577,165e3
B93,D,893,540815.4624860022,210751.78835914636,416700.0
B93,F,354,236287.1836158192,102162.1031330025,176950.0
B93,O,20,2790164.7,7087009.079699978,517480.0
B93,S,390,351073.0512820513,151213.27516603665,286050.0
B93,T,218,276269.871559633,94722.4980925644,227500.0
B94,D,289,591628.1280276816,354393.1624842741,396980.0
B94,F,35,277888.5714285714,142178.47011958674,22e4
B94,O,7,1026204.2857142857,567324.3359213242,762e3
B94,S,143,321337.5874125874,101051.57234410506,263025.0
B94,T,83,279498.5301204819,115457.74737775205,23e4
B95,D,199,569798.1708542714,336945.45387446275,393100.0
B95,F,94,165640.2659574468,79106.16628822926,121350.0
B95,O,15,1040816.4,1027049.9834992595,382080.0
B95,S,138,295517.9347826087,110246.0202960955,231550.0
B95,T,148,298805.9797297297,156180.23669324297,22e4
B96,D,238,400077.8025210084,162469.49817820356,305e3
B96,F,49,107544.28571428571,48261.70293091269,82565.0
B96,O,5,685e3,564335.8928864972,260000.00000000006
B96,S,116,217888.62068965516,62565.69369587599,185e3
B96,T,70,223203.57142857142,81287.94646614732,176685.0
B97,D,1086,271490.4843462247,94730.57878937892,224950.0
B97,F,294,97395.10884353741,23643.36070142604,85e3
B97,O,26,866762.9230769231,1513445.1324670855,19e4
B97,S,807,170286.2465923172,40212.21109469088,149995.0
B97,T,631,147997.14738510302,33596.06930937231,13e4
B98,D,780,244167.06153846154,86979.70709515069,205e3
B98,F,292,102602.96575342465,37783.626272425936,84e3
B98,O,62,2003436.9032258065,7457233.039215976,172900.0
B98,S,907,158224.39250275635,34791.7678569165,140400.0
B98,T,1329,127952.27990970654,32069.615406991023,113500.0
BA1,D,505,684939.9148514852,436562.64935476735,445e3
BA1,F,1759,271800.01648664015,179293.6395739349,18e4
BA1,O,96,1953783.8645833333,4545612.005305624,2e5
BA1,S,581,416950.43201376934,259277.69682274628,29e4
BA1,T,1264,450546.91297468357,415560.41412007745,259905.0
BA10,D,89,375796.62921348313,179373.8249562008,275e3
BA10,F,25,139380.0,167265.52493964002,72500.0
BA10,O,2,232265.0,237213.1118846511,165171.0
BA10,S,59,235656.08474576272,88800.93366010564,180800.0
BA10,T,84,223559.22619047618,126187.65983118599,145e3
BA11,D,661,360158.5279878971,252921.22185657985,249950.0
BA11,F,388,119247.02319587629,39665.8768596633,98544.99999999999
BA11,O,50,475168.84,676040.930853087,15e4
BA11,S,700,220647.42571428572,88803.78420680853,173250.0
BA11,T,1277,197010.84964761158,85619.49214949946,153e3
BA12,D,891,328060.6408529742,166276.33477023614,226e3
BA12,F,183,96599.43169398907,54251.16734232474,71e3
BA12,O,27,591618.0,1527030.7596621069,120000.00000000003
BA12,S,594,201416.92087542088,87242.64754752495,16e4
BA12,T,658,168038.65045592704,67431.86788862641,132050.0
BA13,D,711,287302.5288326301,138046.63390327265,21e4
BA13,F,166,112913.51204819277,60499.513662031,81750.0
BA13,O,30,1013786.9,2438491.683320196,149400.0
BA13,S,514,183390.63035019455,60394.44648057841,154855.0
BA13,T,628,151659.51751592357,50016.304672052065,127e3
BA14,D,1719,280035.9709133217,106231.35982505769,225e3
BA14,F,566,115487.20141342757,88036.35376742827,95e3
BA14,O,41,520477.2926829268,879732.7580893884,134e3
BA14,S,1286,191996.7900466563,63808.74408118479,164997.5
BA14,T,1488,160741.9509408602,48559.256552501785,135e3
BA15,D,368,443522.2554347826,201666.38692766265,34e4
BA15,F,240,201366.12083333332,78672.58940814131,155e3
BA15,O,20,454849.95,543497.2538884263,141225.0
BA15,S,283,307894.79151943466,176497.9990709788,234200.0
BA15,T,427,312690.037470726,118822.43969832652,229990.0
BA16,D,262,289671.06488549616,105378.61032559154,245e3
BA16,F,171,116576.49122807017,27869.076692396666,104500.0
BA16,O,9,317272.22222222225,221818.7493640798,224400.0
BA16,S,355,185251.94647887323,40332.23250533449,165e3
BA16,T,420,187060.5619047619,44064.55048543027,162e3
BA2,D,1134,549202.2839506173,383572.9819774764,32e4
BA2,F,1385,276885.97545126354,143402.36155797928,190200.0
BA2,O,52,1370635.576923077,3902071.956766736,250600.0
BA2,S,1363,331926.7945707997,211615.94137787118,217298.0
BA2,T,2369,320792.13761080627,224095.88507734818,208700.0
BA20,D,310,276349.55483870965,94835.5918278662,22e4
BA20,F,222,109694.43693693694,44281.380852780996,86300.0
BA20,O,30,735033.3,1506803.7596954084,109199.99999999997
BA20,S,285,186455.89122807016,53773.12337234094,158e3
BA20,T,293,146598.39590443685,33697.786413524125,125e3
BA21,D,610,263844.4573770492,78183.46210506823,22e4
BA21,F,346,99094.58959537573,28784.000126465315,83e3
BA21,O,21,472815.4285714286,755501.0637791036,165e3
BA21,S,844,165970.28199052133,39976.550606183926,146e3
BA21,T,1086,144489.62338858194,40042.250468447055,125e3
BA22,D,525,342486.84571428574,158407.91470501645,259199.0
BA22,F,86,108047.67441860466,38559.12465977469,84500.0
BA22,O,25,1043743.44,1933069.4994899752,302e3
BA22,S,287,219471.637630662,149445.63891835164,165e3
BA22,T,397,187464.10831234258,78512.5542409315,149760.0
BA3,D,973,312705.3905447071,137470.38562512028,245e3
BA3,F,184,114737.36413043478,34027.41095689657,98e3
BA3,O,36,391487.75,505108.4954106041,159e3
BA3,S,849,195484.8362779741,53270.12678016466,167500.0
BA3,T,864,166968.64699074073,47246.21400667425,142500.0
BA4,D,465,342669.03225806454,214702.32473969736,236200.0
BA4,F,150,115474.06,41443.50701798051,96050.0
BA4,O,20,1132416.55,2105654.3252652264,189910.80000000002
BA4,S,449,190096.57906458798,64369.91418400983,160800.00000000003
BA4,T,500,171119.406,73666.56821249083,14e4
BA5,D,551,391529.11796733213,173973.8223302958,29e4
BA5,F,257,151374.66926070038,61669.29626756154,115e3
BA5,O,16,608956.9375,777970.7168783384,105e3
BA5,S,476,226155.76890756303,69203.64596167307,187500.0
BA5,T,568,226375.53169014084,106861.95769863183,173e3
BA6,D,511,328945.614481409,152522.85843358396,24e4
BA6,F,175,119325.35428571429,34951.69867906168,103399.99999999999
