outcode,property_type,n_i,avg_price,sd,threshold
,D,368,399872.70923913043,460155.41727355117,215e3
,F,619,209251.81906300483,276207.53909861343,90400.20000000001
,O,4205,747443.5457788347,3528001.5296037327,25e3
,S,109,487778.06422018347,2055321.6681813041,119e3
,T,154,214297.73376623375,326456.046969804,77935.0
AL1,D,186,1026886.3440860215,450120.91428897844,75e4
AL1,F,690,315752.8391304348,94304.9465148338,268700.0
AL1,O,36,1895328.361111111,3196455.946466284,486757.0
AL1,S,250,642175.92,221713.32978900924,508500.0
AL1,T,441,479952.05215419503,139236.18291536317,4e5
AL10,D,68,501598.5294117647,160205.36283591503,440500.0
AL10,F,305,196305.96721311475,50194.25514411589,174500.0
AL10,O,21,3229909.095238095,9083818.175306614,12e4
AL10,S,146,363028.8493150685,82774.11352793672,325e3
AL10,T,407,290641.0245700246,59576.59544785208,255e3
AL2,D,208,633901.8365384615,169284.412402233,54e4
AL2,F,233,256242.57510729614,91557.29281544799,2e5
AL2,O,12,1148080.0,2264732.904917969,17429.999999999993
AL2,S,198,482872.4494949495,107005.9019492123,415e3
AL2,T,181,390493.9502762431,131038.29513416957,325e3
AL3,D,206,762706.791262136,333743.8218001289,591500.0
AL3,F,200,276284.975,99576.82087540596,202730.0
AL3,O,34,681168.6764705882,1206543.390578846,205997.00000000003
AL3,S,234,557189.8974358974,189293.0308361833,444700.0
AL3,T,420,466993.7738095238,177885.732942661,364665.0
AL4,D,201,759493.2835820896,333267.56692818785,625e3
AL4,F,190,256463.15789473685,71672.05893723844,216400.0
AL4,O,16,1288485.6875,1573403.5460848862,46e4
AL4,S,269,562107.1449814127,156477.73015447287,46e4
AL4,T,197,379625.88324873097,99373.43214874895,324e3
AL5,D,413,1156309.435835351,589232.7331520941,816e3
AL5,F,287,384097.29965156794,261822.6392674759,263960.0
AL5,O,31,752728.9032258064,789228.3533848893,28e4
AL5,S,288,674736.5486111111,219816.3500957227,535e3
AL5,T,189,486658.2328042328,148024.3959838434,415800.0
AL6,D,252,800869.0595238095,257655.7721973832,65e4
AL6,F,79,241454.11392405065,81811.23710415639,187e3
AL6,O,5,676e3,699369.358779751,171000.00000000012
AL6,S,74,523067.5,154347.83670899496,414500.0
AL6,T,55,489981.2727272727,156766.5546731538,385e3
AL7,D,83,478115.5060240964,78751.60627109396,44e4
AL7,F,289,202046.6920415225,44487.37934732756,175020.0
AL7,O,35,2443394.714285714,6464772.075026965,29e4
AL7,S,176,365048.51704545453,75593.96235346346,322780.0
AL7,T,486,321412.5432098765,62056.64007294862,290750.0
AL8,D,66,706303.7878787878,254309.7690598562,571500.0
AL8,F,101,252248.0792079208,79590.98524628064,215e3
AL8,O,6,948854.3333333334,1758042.3740378576,122500.0
AL8,S,105,523867.0857142857,130306.16289325588,441000.00000000006
AL8,T,130,380630.9769230769,98218.5495391431,325e3
AL9,D,112,1037433.4821428572,772998.1360882269,675e3
AL9,F,86,262862.79069767444,86623.35447415829,221950.0
AL9,O,11,2440082.272727273,2915159.8584897565,65e4
AL9,S,89,505288.202247191,164156.51138029693,382e3
AL9,T,95,390578.05263157893,130564.0186360347,325e3
B1,F,647,176199.7341576507,103416.82250711402,135e3
B1,O,59,1755460.3898305085,4028349.7905403636,250600.0
B1,T,31,273119.3548387097,155157.0997824567,13e4
B10,F,15,59530.0,15610.639686719165,59200.0
B10,O,12,803456.5,1223481.4627334794,92599.99999999999
B10,S,27,125040.74074074074,30521.370309736187,11e4
B10,T,195,114121.17435897436,37882.662122601876,93399.99999999999
B11,D,3,29e4,83516.46544245032,251e3
B11,F,15,96496.66666666667,74268.26486909913,55100.0
B11,O,33,965503.7272727273,1944664.2062166426,249200.0
B11,S,61,160616.39344262294,63887.43794186739,13e4
B11,T,462,117425.69047619047,37698.092657400324,1e5
B12,F,73,116953.21917808219,35442.42070843237,105e3
B12,O,21,475342.1904761905,613980.1480217922,15e4
B12,S,8,129868.75,24469.70338865127,125e3
B12,T,118,134016.8220338983,53355.59157468219,103525.0
B13,D,125,424799.648,154818.26887819014,318800.0
B13,F,350,125236.10571428572,52313.36684831122,95e3
B13,O,25,611604.52,574515.3128528662,3e5
B13,S,189,285120.48148148146,131711.4503446831,195800.0
B13,T,305,194270.48852459015,95163.37675365766,136200.0
B14,D,81,272328.037037037,105241.1559508024,198e3
B14,F,97,89972.68041237113,29150.379697193486,74560.0
B14,O,27,358939.962962963,361301.2515265515,174e3
B14,S,422,187424.96682464454,78400.65320564956,144965.0
B14,T,529,170500.393194707,65162.36406504804,132200.0
B15,D,101,678252.6237623763,395815.17491422314,45e4
B15,F,364,160539.5,86595.47754850709,128e3
B15,O,16,2747741.6875,6306297.88313566,255394.0
B15,S,32,512424.09375,367926.35389869055,307150.0
B15,T,63,288637.22222222225,161468.79610858648,229400.0
B16,D,33,320268.9393939394,122956.45460612758,244704.0
B16,F,714,148430.59103641455,67065.51335463815,117e3
B16,O,33,1111603.8484848484,3780302.4047892494,66574.4
B16,S,79,282047.2784810127,115480.60670740865,226e3
B16,T,152,152450.90131578947,77845.78249901686,105e3
B17,D,146,483126.12328767125,192109.34910495515,365e3
B17,F,248,156130.5766129032,62086.90996946825,120150.0
B17,O,14,1260371.4285714286,1476432.5322200817,298950.0
B17,S,217,317249.34562211984,131703.51633493492,24e4
B17,T,447,253364.15883668905,112256.60502142673,185e3
B18,D,6,175333.33333333334,70129.641854687,171e3
B18,F,291,171319.61855670103,62312.1244548061,147e3
B18,O,26,1040365.3076923077,3002466.5879001785,125e3
B18,S,21,122142.85714285714,34902.05683664748,106e3
B18,T,140,115399.27857142857,53249.316929326174,87700.0
B19,D,14,159176.42857142858,26048.068541165867,161350.0
B19,F,48,91275.125,20570.574705844352,84599.5
B19,O,18,424661.1111111111,509215.7374062808,209610.0
B19,S,29,150601.55172413794,31931.49263052544,129997.0
B19,T,137,109183.75912408759,32075.08113797577,87e3
B2,F,58,143861.43103448275,40897.34448939972,119950.0
B2,O,9,11696457.777777778,12305326.448170502,4385e3
B20,D,92,255491.08695652173,101633.84764298571,193600.0
B20,F,51,66940.88235294117,17057.41002338521,58e3
B20,O,21,308925.04761904763,343753.78738007764,59900.0
B20,S,167,172850.53892215568,53122.417292372185,153400.0
B20,T,196,131949.4642857143,51013.84877174442,101500.0
B21,D,9,167111.11111111112,41220.27548562856,143e3
B21,F,2,6e4,0.0,6e4
B21,O,15,427626.6666666667,383423.7966135172,18e4
B21,S,71,134918.7323943662,30908.289453505018,122e3
B21,T,318,102047.5786163522,30417.05893617276,88e3
B23,D,64,209372.5,55765.183305066064,18e4
B23,F,268,82596.21641791044,33360.79823160136,68e3
B23,O,41,474889.9024390244,375824.3368960959,176e3
B23,S,428,146002.41822429906,30942.43284179413,126050.0
B23,T,576,121554.84027777778,28425.234939193702,108750.0
B24,D,111,211230.27027027027,65962.7559854727,173e3
B24,F,94,88286.75531914894,18723.051878611164,81450.0
B24,O,29,874402.551724138,1166474.450975478,227500.0
B24,S,357,162130.0588235294,46046.62243563233,139916.0
B24,T,281,136631.48042704628,38179.98147272536,117500.0
B25,D,22,248386.36363636365,34087.39880917518,239e3
B25,F,20,77400.0,16621.640934890307,69950.0
B25,O,6,839916.6666666666,1343946.4430053255,142250.0
B25,S,96,157169.27083333334,47295.65372809625,125e3
B25,T,240,118511.45833333333,32387.62826426213,105e3
B26,D,74,219417.5,46499.55020588172,195e3
B26,F,118,93428.60169491525,26945.695086818454,8e4
B26,O,11,378322.7272727273,513436.150540472,185e3
B26,S,625,158714.1408,30747.32876050247,142550.0
B26,T,224,142337.58035714287,33865.44437849819,126e3
B27,D,38,253372.34210526315,64232.55999134678,22e4
B27,F,68,99287.9705882353,32887.16854617005,87050.0
B27,O,33,640168.7878787878,1328260.5959810924,269e3
B27,S,227,171086.8502202643,52479.37596475432,135760.0
B27,T,314,135994.3280254777,36299.484373916144,118e3
B28,D,114,269712.2807017544,66962.89937045366,232700.0
B28,F,88,111110.375,33419.055866656054,99075.0
B28,O,16,401890.5625,604449.3066627362,156250.0
B28,S,456,210389.41885964913,48557.490785167654,185e3
B28,T,285,180031.68771929824,51297.57785887506,145050.0
B29,D,105,414082.4285714286,150376.06135905618,334996.0
B29,F,66,112058.16666666667,57057.07966038741,86225.0
B29,O,15,1254980.0,1941047.1729014139,145300.0
B29,S,413,187802.48910411622,85526.2860251475,135e3
B29,T,657,186618.02587519027,79710.22662074634,132e3
B3,F,310,178174.46451612902,86472.95206288277,139e3
B3,O,52,2466644.0384615385,5387992.144010349,231999.99999999988
B30,D,51,323882.54901960783,106259.04860938925,28e4
B30,F,217,133361.51612903227,56728.54010721005,103590.0
B30,O,34,160625.4705882353,217674.52152868392,5e3
B30,S,247,220881.63157894736,99426.8039027043,159990.0
B30,T,505,181159.8811881188,70710.25685346843,142600.0
B31,D,185,227264.83783783784,102393.83234692874,17e4
B31,F,297,141130.42424242425,80979.6589911282,86e3
B31,O,22,918834.0909090909,2335267.7975008287,135e3
B31,S,761,158798.65045992116,56722.664026186816,132500.0
B31,T,507,128762.74950690335,34348.690883431176,114e3
B32,D,102,295065.6666666667,118077.82561626051,210049.99999999997
B32,F,77,84675.90909090909,38668.66295280219,64800.0
B32,O,13,835323.6923076923,1347981.990741678,174479.99999999997
B32,S,390,155194.4153846154,50190.51679511981,129e3
B32,T,443,131854.77200902934,46030.4220432485,105300.0
B33,D,27,245481.4814814815,123156.59836483678,173e3
B33,F,68,74713.9705882353,20366.749030924744,65e3
B33,O,22,681576.3181818182,1901804.6179077835,139400.0
B33,S,296,132458.61486486485,37996.317641925285,111500.0
B33,T,384,112063.1640625,28313.695704382644,97e3
B34,D,22,185429.72727272726,51955.070092369526,165600.0
B34,F,29,75422.41379310345,16548.508706046254,65400.0
B34,O,3,359916.6666666667,337822.07625957974,164875.0
B34,S,181,140963.0055248619,39601.107328863814,125e3
B34,T,246,120565.90650406505,28894.53626191677,109500.0
B35,D,3,216666.66666666666,67144.12359494563,203e3
B35,F,33,81757.57575757576,25768.867848421163,70400.0
B35,O,7,8510185.714285715,21999442.627214335,152e3
B35,S,21,138527.38095238095,20229.807686866898,125e3
B35,T,79,116671.92405063291,20738.056908812167,105800.0
B36,D,122,258136.1393442623,57866.546846222314,225600.0
B36,F,83,106620.90361445783,44325.44218717009,86200.0
B36,O,12,256109.58333333334,266859.0613929718,106500.0
B36,S,362,181098.27624309392,52682.65359391392,155e3
B36,T,282,129352.6134751773,41373.31204770397,104300.0
B37,D,99,274343.9898989899,85288.00610996943,225698.0
B37,F,180,86492.75,22264.30887534862,73e3
B37,O,20,3010061.0,3866775.4854418566,434450.0
B37,S,209,167633.08612440192,54229.77570488531,143e3
B37,T,369,123976.47967479675,30044.6304135206,107e3
B38,D,85,315605.5882352941,134393.14783192505,225600.0
B38,F,84,104115.83333333333,41597.01254067697,85e3
B38,O,8,336306.25,458075.6983437033,131247.0
B38,S,202,179726.90594059406,62739.920249403855,150600.0
B38,T,238,134140.73529411765,49286.18673570224,11e4
B4,F,31,117127.41935483871,23062.01725315776,1e5
B4,O,12,3524753.1666666665,4006469.626245708,834e3
B42,D,58,230599.8275862069,42421.851173508396,198600.0
B42,F,28,72712.5,16501.052856420112,67100.0
B42,O,20,346383.0,424360.3807229987,170700.0
B42,S,382,142700.91361256543,33245.41453646172,125e3
B42,T,235,132501.02127659574,34647.47140567747,119e3
B43,D,124,261262.76612903227,80247.96773204741,205900.0
B43,F,144,115205.46527777778,30908.989515219226,95e3
B43,O,10,145949.6,139624.26815660187,81680.29999999997
B43,S,433,165100.84757505773,35935.35847261601,148400.0
B43,T,232,150280.5948275862,41268.18779242216,132150.0
B44,D,14,173499.64285714287,51589.56738841852,144045.5
B44,F,42,76932.14285714286,26953.448626421494,60865.0
B44,O,18,920806.3888888889,1834418.5669706687,112099.99999999999
B44,S,446,126485.49775784754,27617.675544798247,115e3
B44,T,418,113545.14114832536,21943.82972804671,103549.99999999999
B45,D,252,458262.19444444444,266467.3743130753,303400.0
B45,F,100,90826.5,46909.221625228965,68e3
B45,O,11,2586375.090909091,5577289.155898687,249600.0
B45,S,394,180922.28680203046,82589.6314934902,14e4
B45,T,317,136734.68769716087,48981.81058602334,108414.8
B46,D,128,354369.546875,112332.88454683233,280500.0
B46,F,146,152221.25342465754,60883.52068502855,125e3
B46,O,19,747597.947368421,781866.9440472076,332800.0
B46,S,164,237755.57926829267,75700.02957346267,195e3
B46,T,171,195160.69590643275,49637.828203438155,166e3
B47,D,153,358405.5947712418,87334.10425505077,304200.0
B47,F,14,135921.42857142858,68513.06364562812,11e4
B47,O,7,186584.0,144643.61122082095,98999.99999999999
B47,S,107,248023.98130841122,54765.496011593605,224400.0
B47,T,71,223540.14084507042,58165.03835744232,179950.0
B48,D,75,489233.8,196122.3551159918,379950.0
B48,F,1,14e4,NA,14e4
B48,O,3,63e4,391758.85439897847,561e3
B48,S,74,289062.4459459459,92172.9904892421,250895.0
B48,T,71,217269.25352112675,82489.31620341048,162e3
B49,D,111,439080.9459459459,170139.84673111688,355995.0
B49,F,57,119359.64912280702,55902.79784606083,104e3
B49,O,20,351819.65,343569.2353397255,137999.90000000002
B49,S,93,246169.5806451613,80918.85775971785,21e4
B49,T,111,200044.1981981982,90781.98611176516,159e3
B5,D,9,334055.55555555556,84545.27058196561,286800.0
B5,F,377,152214.37931034484,50728.17676526084,125e3
B5,O,23,1931043.4782608696,3295903.05569948,232e3
B5,S,12,188916.66666666666,82956.40512651902,138700.0
B5,T,47,179404.36170212767,105121.18053991527,146719.8
B50,D,148,309100.89864864864,97584.14374723393,263e3
B50,F,15,155640.0,103196.84761242883,95150.0
B50,O,16,385751.5,228776.41142011707,234764.5
B50,S,88,215699.30681818182,54158.04116993662,19e4
B50,T,77,197868.4025974026,73763.65147590965,169600.0
B6,F,16,61187.5,18344.731305382116,51e3
B6,O,43,1098583.7209302327,1300705.190222419,246e3
B6,S,29,121336.20689655172,33377.72700617168,107600.0
B6,T,165,103278.9696969697,29695.33642913177,88e3
B60,D,450,358852.3777777778,124390.95664163942,289950.0
B60,F,137,115223.17518248175,50523.550095897,8e4
B60,O,52,608242.5961538461,1332694.0279013235,159749.9999999999
B60,S,299,228496.54180602008,84796.5910256889,185e3
B60,T,208,181279.76442307694,53655.391187245215,15e4
B61,D,248,323283.3064516129,112406.89236415368,261250.0
B61,F,62,100901.93548387097,26304.141407939627,82231.0
B61,O,27,1111045.5925925926,3555438.7028523497,18e4
B61,S,283,192409.88339222615,61813.459961355955,165e3
B61,T,250,164272.184,41012.17911789305,14e4
B62,D,278,275275.62949640286,111043.57833733433,22e4
B62,F,59,112749.91525423729,40876.69695403489,85499.99999999999
B62,O,15,955713.0,1432299.7884768099,49600.00000000001
B62,S,285,187728.0350877193,61995.74630596825,156e3
B62,T,223,148265.56950672646,59322.32567050944,111e3
B63,D,207,229441.78260869565,68127.05922863419,184500.0
B63,F,135,93641.12592592592,27260.950635363493,81599.99999999999
B63,O,23,321886.4347826087,498171.58980204124,128e3
B63,S,489,165551.84662576686,47233.359136337625,139950.0
B63,T,332,136178.48493975904,42681.21868034051,117e3
B64,D,79,205109.17721518988,58418.32496693612,173500.0
B64,F,42,78913.09523809524,16919.003817773384,7e4
B64,O,36,177235.86111111112,284825.0312920601,5e3
B64,S,161,129882.82608695653,32983.59129354421,107500.0
B64,T,121,107913.22314049587,23872.60438993046,95e3
B65,D,92,185102.77173913043,47141.61835913944,152150.0
B65,F,43,87918.6046511628,20179.90225817513,79200.0
B65,O,16,318237.5,331969.2146871454,85500.0
B65,S,244,125188.63524590163,26608.051290145246,11e4
B65,T,201,109680.0248756219,29481.0249037305,93e3
B66,D,21,196752.38095238095,26223.41261254185,187e3
B66,F,53,69733.77358490566,21535.5527358844,61200.0
B66,O,46,495409.54347826086,1301417.1380991943,88e3
B66,S,99,152218.70707070708,33877.44678391495,141600.0
B66,T,266,116232.59398496241,30160.537891214088,96250.0
B67,D,29,260736.2068965517,79017.20867786572,236300.0
B67,F,9,73166.66666666667,20955.309589695877,62600.0
B67,O,7,228e3,146331.81472256812,11e4
B67,S,185,157327.48648648648,60979.94254645184,125e3
B67,T,538,132819.10037174722,42981.26646054408,105399.7
B68,D,68,221903.9705882353,77962.40309238435,172e3
B68,F,52,83563.46153846153,72210.74149863583,64300.0
B68,O,7,133660.7142857143,71048.79171084776,114e3
B68,S,404,148330.95544554456,39405.26435548997,125e3
B68,T,275,119795.8,45845.26421163963,96300.0
B69,D,144,208175.27083333334,43238.39630834782,183600.0
B69,F,66,68356.06060606061,21563.42079889266,60050.0
B69,O,37,1019038.972972973,1640077.601913118,158e3
B69,S,367,123856.9863760218,31056.913108919973,105800.0
B69,T,163,109428.33742331289,30727.146235945766,9e4
B7,D,2,203500.0,136471.60876900368,164900.0
B7,F,9,80277.77777777778,26215.585906945595,7e4
B7,O,24,583204.2083333334,1011873.9476341377,22e4
B7,S,6,117096.66666666667,27670.057221962274,111790.0
B7,T,20,100075.0,21335.832844252756,92600.0
B70,D,91,194112.4945054945,57395.15195387414,17e4
B70,F,37,81985.45945945945,27821.735897789815,66800.0
B70,O,41,323981.7073170732,333971.87564151594,145e3
B70,S,192,138366.38541666666,40958.71546281407,111650.0
B70,T,319,167418.9498432602,801238.2241529681,99e3
B71,D,81,214004.93827160494,65156.61593659268,175e3
B71,F,102,73111.76470588235,35925.60807650805,41049.999999999985
B71,O,6,269372.6666666667,234030.8558995302,129750.0
B71,S,296,137529.2060810811,38663.05905801412,116500.0
B71,T,164,112834.7256097561,27753.926960595396,99995.0
B72,D,135,391419.25925925927,113064.86019708999,325e3
B72,F,113,142939.82300884955,61865.07177176422,111500.0
B72,O,16,1156000.3125,2518591.3440839294,213750.0
B72,S,104,270187.98076923075,84344.80362076177,226800.0
B72,T,68,212307.33823529413,57232.80631330102,172200.0
B73,D,245,376751.1469387755,129065.70311388536,295e3
B73,F,209,162844.76076555025,85150.44542003846,12e4
B73,O,11,740318.1818181818,1507925.765293625,117500.0
B73,S,266,272467.5037593985,86454.09852585853,22e4
B73,T,148,213283.6081081081,57918.06289214712,179549.5
B74,D,500,540320.698,327938.9327680482,345e3
B74,F,315,169648.2253968254,77561.46159542417,127e3
B74,O,9,286538.8888888889,240923.53789348004,185440.0
B74,S,329,257120.06079027356,76375.4183972968,215e3
B74,T,75,231308.10666666666,95686.1161753271,192100.0
B75,D,389,394653.69922879175,141939.28028803397,325e3
B75,F,107,121506.53271028037,48884.19106598581,98600.0
B75,O,8,209211.625,190544.29213922753,48100.000000000015
B75,S,348,245408.34770114944,70627.90240120013,21e4
B75,T,194,197595.9793814433,57761.444558113224,168e3
B76,D,237,337538.4641350211,107324.90403346346,285e3
B76,F,108,119418.79629629629,34241.19516315264,100300.0
B76,O,13,2068486.0,3690448.901382414,343e3
B76,S,260,221929.29615384617,61395.78941583076,195e3
B76,T,130,195056.07692307694,52593.203443445505,165e3
B77,D,462,249648.87662337662,65355.32316717791,212150.0
B77,F,114,100234.35087719298,27727.868426983612,88800.0
B77,O,44,298732.95454545453,510500.96393585776,119500.0
B77,S,628,156544.88853503185,31634.182511602037,14e4
B77,T,485,133157.90103092784,35037.005583272265,115e3
B78,D,206,282417.8883495146,110100.10602676342,225500.0
B78,F,39,109855.1282051282,23493.35794956287,98800.0
B78,O,16,1574976.375,3610128.504883575,44750.0
B78,S,286,163832.65034965036,41530.8224233704,14e4
B78,T,196,145546.50510204083,69999.03146146785,116250.0
B79,D,179,334326.62011173187,155589.85026687424,242200.0
B79,F,82,109698.24390243902,27583.77724452508,9e4
B79,O,23,294120.2173913043,310906.9474810687,109200.0
B79,S,216,183001.94907407407,75397.03248279305,147250.0
B79,T,169,142483.4023668639,42667.02114356834,12e4
B8,D,9,184994.44444444444,60654.24781313983,162e3
B8,F,15,55533.333333333336,16052.888777264921,52600.0
B8,O,23,1075243.8695652173,2727926.7664974458,102e3
B8,S,109,121839.14678899082,35767.35755127118,105e3
B8,T,348,106991.65229885057,27774.370728373702,93e3
B80,D,82,328348.1707317073,93820.84465444871,285750.0
B80,F,21,111950.0,17030.340572049638,107e3
B80,O,4,250312.5,198201.22088002722,186499.99999999997
B80,S,79,219547.83544303797,61883.43688254275,187200.0
B80,T,64,181244.140625,92916.70988064205,148e3
B9,D,4,184987.5,20493.916780352163,170300.0
B9,F,23,76706.52173913043,27690.112710085403,66200.0
B9,O,14,177535.64285714287,105360.70907389976,109200.0
B9,S,66,136828.30303030304,35817.0429982366,12e4
B9,T,220,104566.67727272728,29369.359319856496,90700.0
B90,D,486,386933.74485596706,110671.13866156866,321e3
B90,F,381,152094.5223097113,46250.89242163362,13e4
B90,O,57,2316963.3333333335,4431180.005107666,227960.00000000003
B90,S,743,253039.97711978466,57514.714297829276,224570.0
B90,T,367,222191.3051771117,60567.13403751769,185400.0
B91,D,507,533956.2958579882,203310.88133631766,424810.0
B91,F,363,210088.94490358126,92873.39866714209,160600.0
B91,O,23,2347751.2608695654,4831976.302287193,317e3
B91,S,258,326537.3953488372,114076.70846448945,26e4
B91,T,109,250941.623853211,76545.55993833915,218200.0
B92,D,199,423852.13065326633,218928.99666688443,317700.0
B92,F,227,141310.48898678413,39430.38904738293,12e4
B92,O,12,266245.0,260562.28417858874,84700.0
B92,S,612,235353.01633986927,77490.00620613115,195e3
B92,T,285,211331.4105263158,61167.35636347518,175e3
B93,D,389,582336.2802056555,218042.793750698,453500.0
B93,F,199,252121.63316582915,97700.7086457923,194380.0
B93,O,12,1190473.25,1094620.1854065533,474120.0
B93,S,179,387008.7318435754,162393.5564587146,316e3
B93,T,98,300771.01020408166,93424.4078991629,250499.99999999997
B94,D,117,664952.6495726496,376202.47135110357,429400.0
B94,F,14,274925.0,102429.87235177051,222250.0
B94,O,7,1026204.2857142857,567324.3359213242,762e3
B94,S,63,343057.15873015876,91699.4842628418,289930.0
B94,T,31,314218.70967741933,145354.6188405431,245e3
B95,D,77,587009.1038961039,256859.92879642564,401600.0
B95,F,34,183623.5294117647,74727.46364978148,153200.0
B95,O,14,736728.5714285715,725368.8392583686,376090.0
B95,S,54,316853.3888888889,121185.16011248005,257025.0
B95,T,57,356334.56140350876,196868.75417820673,244600.0
B96,D,102,426185.2156862745,152249.3009809915,329300.0
B96,F,23,108464.13043478261,28329.278167334473,92400.0
B96,O,5,735e3,521152.5688318153,412e3
B96,S,48,228138.54166666666,53267.88905345314,202750.0
B96,T,32,224987.5,80220.00293547577,176265.0
B97,D,434,296191.0668202765,96983.7852450352,24e4
B97,F,119,105693.33613445378,24136.403700591363,92500.0
B97,O,20,833203.45,1597469.053253054,208750.0
B97,S,328,181546.78353658537,40097.06303091653,16e4
B97,T,282,154311.01063829788,35707.82371067875,138e3
B98,D,336,264348.6369047619,81519.24876233363,223497.5
B98,F,131,101817.17557251909,24591.84415379054,87e3
B98,O,50,2272221.74,8274408.648979504,180250.0
B98,S,385,170474.73506493506,37301.98321452786,153996.0
B98,T,601,138255.29450915143,33910.60387319556,123e3
BA1,D,203,708884.5320197045,383374.7686237833,497736.0
BA1,F,688,310730.07994186046,203441.6888376087,199e3
BA1,O,79,1966790.3417721519,4833066.290865146,184200.0
BA1,S,244,450006.7172131148,264172.99583753,323350.0
BA1,T,566,503825.3180212014,460717.93134572514,3e5
BA10,D,36,428979.1666666667,228319.59410784565,305e3
BA10,F,13,111923.07692307692,102758.18015974975,75800.0
BA10,O,1,64530.0,NA,64530.0
BA10,S,24,238617.04166666666,70500.55106505516,194750.0
BA10,T,40,257737.5,138139.0505094089,162e3
BA11,D,299,382767.4581939799,173125.1331215366,273600.0
BA11,F,176,125472.98295454546,34009.208337822594,11e4
BA11,O,40,565003.5,729609.2026540207,157e3
BA11,S,281,236211.4697508897,78985.68275037466,192500.0
BA11,T,524,219669.9064885496,96008.84875871615,169950.0
BA12,D,379,354670.68865435355,164816.07192734242,255e3
BA12,F,81,96673.456790123455,35830.98701405299,75900.0
BA12,O,24,627445.25,1619613.3546489542,76700.0
BA12,S,221,219856.98642533936,90526.52486574303,177500.0
BA12,T,311,174292.40192926046,59350.98678949082,145e3
BA13,D,329,323902.42553191487,153325.52798392734,245e3
BA13,F,111,115493.22522522522,52135.00018652359,86e3
BA13,O,23,572625.9130434783,771731.5736105111,162e3
BA13,S,263,197338.2091254753,52824.060790756754,17e4
BA13,T,273,167007.44322344323,60735.506155468225,139570.0
BA14,D,854,300401.3922716628,101314.31131136708,247e3
BA14,F,296,126590.4222972973,117989.8918792136,99950.0
BA14,O,34,513447.5882352941,961345.8277846302,113500.0
BA14,S,526,208483.463878327,63897.89117573689,179e3
BA14,T,635,173126.64566929135,46679.589612485055,15e4
BA15,D,147,479008.9455782313,208813.0452974157,366600.0
BA15,F,95,203363.68421052632,65652.06298799808,160200.0
BA15,O,19,417473.63157894736,519015.52892580634,15e4
BA15,S,124,366801.4112903226,244636.59626212023,269455.0
BA15,T,173,322635.77456647396,115004.56934643658,244400.0
BA16,D,107,298648.5981308411,72512.31790541674,26e4
BA16,F,84,118609.95238095238,30408.539894308127,104800.0
BA16,O,8,332312.5,232176.4549862884,248275.0
BA16,S,136,198914.5588235294,37221.728746997134,177250.0
BA16,T,185,203199.37837837837,44563.95886102267,170400.0
BA2,D,470,588223.4234042553,377989.9286795711,355e3
BA2,F,598,309781.5802675585,161535.2565793306,22e4
BA2,O,37,823049.2972972973,822598.783304604,248100.0
BA2,S,536,353768.82089552237,204655.58710981975,244e3
BA2,T,1000,348810.885,224345.79845813525,229985.0
BA20,D,137,295409.36496350367,93163.4105311323,24e4
BA20,F,114,108534.43859649122,36132.28897638769,89995.0
BA20,O,29,760982.724137931,1526891.2261677526,163e3
BA20,S,132,194373.33333333334,53789.83448708112,165300.0
BA20,T,121,152344.42975206612,29913.585142826116,139950.0
BA21,D,308,282912.5162337662,80673.37805087751,235e3
BA21,F,166,101489.11445783133,28818.838273730365,85e3
BA21,O,18,503784.6666666667,812151.2225236789,129999.99999999999
BA21,S,383,177749.8772845953,44527.12238910724,155600.0
BA21,T,505,154736.79207920792,46962.68491340894,133e3
BA22,D,239,352683.87447698746,134110.73374797843,275e3
BA22,F,50,109783.0,37756.1879101983,85750.0
BA22,O,21,1064124.4761904762,2057790.0249547965,3e5
BA22,S,143,221189.58041958042,89254.92109464578,172500.0
BA22,T,212,192317.48113207548,77906.27742689435,155e3
BA3,D,426,331367.6596244131,138347.55143256937,265e3
BA3,F,94,122149.0425531915,34539.69971008268,106800.0
BA3,O,30,408585.3,543227.2022884607,182299.99999999994
BA3,S,366,209252.92076502732,56776.44705861034,179e3
BA3,T,383,180593.73368146215,41756.81532017039,158300.0
BA4,D,222,346292.8153153153,186411.97531851666,245e3
BA4,F,69,110429.71014492754,31491.61340135864,99700.0
BA4,O,18,953673.9444444445,1988647.0698813857,180750.0
BA4,S,188,205618.80319148937,73287.28470908565,174545.0
BA4,T,251,179230.85657370518,68442.19570676667,15e4
BA5,D,268,412387.6082089552,174349.28032445366,308200.0
BA5,F,110,157810.86363636365,65124.96350827162,123e3
BA5,O,8,845098.5,1017372.7255833317,281100.0
BA5,S,200,242154.78,62855.46394923004,209400.0
BA5,T,245,237705.78775510204,100489.72533998483,185e3
BA6,D,241,349084.4398340249,155064.33045606935,259950.0
BA6,F,72,126302.06944444444,28776.415615416143,113e3
BA6,O,25,381873.04,658192.9769232122,122200.0
BA6,S,94,225987.3829787234,96292.68438599248,189900.0
BA6,T,181,189223.97237569062,72947.22169086292,155e3
BA7,D,40,370487.5,169396.45833415128,275500.0
BA7,F,18,113638.88888888889,41358.47788314334,84100.0
BA7,O,6,396733.3333333333,401199.73413085245,217500.0
BA7,S,35,212011.42857142858,81113.32856829737,171200.0
BA7,T,70,189415.7142857143,55606.49434419075,155700.0
BA8,D,53,369992.4528301887,172354.54804096813,269e3
