outcde,prop_typ,year,N,avg_price,median,sd,q25,q20,q15,q10,q05,scottish
DA2,F,2016,81,195731.7901234568,185e3,78586.21247676275,14e4,135e3,135e3,12e4,105e3,FALSE
DA2,O,2015,12,3365670.0833333335,1351100,5280348.105824609,597487.5,525960,391467.49999999994,220995,167500,FALSE
DA2,O,2016,15,1436480,564e3,2695552.395972378,411700,362000.00000000006,246500,217392.2,181565.5,FALSE
DA2,S,2015,179,307548.48603351956,304995,64572.950616743015,27e4,262500,245e3,235e3,217250,FALSE
DA2,S,2016,113,349339.65486725664,34e4,67165.77739388164,306e3,29e4,285e3,278e3,263e3,FALSE
DA2,T,2015,146,278443.4520547945,264e3,67459.9413867562,233250,225e3,216500,208500,187500,FALSE
DA2,T,2016,121,320680.20661157026,305e3,78845.66971145988,27e4,26e4,253e3,245e3,228e3,FALSE
DA3,D,2015,127,500055.03937007877,495e3,131199.19255688202,418747.5,395799,375e3,353e3,335600,FALSE
DA3,D,2016,85,566829.4117647059,555e3,132878.05730347318,48e4,457e3,446e3,414e3,396e3,FALSE
DA3,F,2015,8,168375,174250,41427.0012017697,158750,157e3,155250,132500,106250,FALSE
DA3,F,2016,15,204866.66666666666,2e5,45232.52095982439,187500,183e3,176e3,175e3,148e3,FALSE
DA3,O,2015,2,5e5,5e5,141421.35623730952,45e4,44e4,43e4,42e4,41e4,FALSE
DA3,O,2016,3,260056.66666666666,220170,262284.596637571,120085,100067.99999999999,80051.00000000001,60033.99999999999,40017.000000000015,FALSE
DA3,S,2015,46,341304.1304347826,344e3,70029.79766820175,31e4,285e3,272750,262500,24e4,FALSE
DA3,S,2016,46,378499.89130434784,370500,87850.0977074593,308500,293e3,285e3,275e3,248e3,FALSE
DA3,T,2015,89,248625.16853932585,247e3,48285.607818629076,225e3,219998,207650,199800,177980,FALSE
DA3,T,2016,95,283761,27e4,72320.76480969746,246500,239400,232300,227e3,196850,FALSE
DA4,D,2015,32,550551.5625,525e3,177222.9812358572,445e3,426e3,4e5,364e3,305500,FALSE
DA4,D,2016,22,570272.7272727273,55e4,157482.55589510672,451875,429e3,416500,415e3,410250,FALSE
DA4,F,2015,58,203387.8448275862,17e4,153077.71678599762,121250,116e3,105500,95e3,89250,FALSE
DA4,F,2016,60,188430,199250,50190.85118199213,160875,142500,126700,119865,92375,FALSE
DA4,O,2015,3,346666.6666666667,36e4,190350.5538035898,255e3,234e3,213e3,192e3,171000.00000000003,FALSE
DA4,O,2016,2,233500,233500,200111.21907579296,162750,148600,134449.99999999997,120300.00000000003,106150.00000000001,FALSE
DA4,S,2015,42,323035.59523809527,287500,108495.88356922266,257125,25e4,240750,227750,205750,FALSE
DA4,S,2016,39,337040.0256410256,332700,72304.77077893313,286805.5,279200,276400,262000.00000000006,224500,FALSE
DA4,T,2015,61,286656.1475409836,256e3,162001.80365866673,215e3,21e4,2e5,19e4,175e3,FALSE
DA4,T,2016,52,313352.03846153844,292500,93394.6162133854,255500,25e4,241950,235e3,220500,FALSE
DA5,D,2015,68,566672.1911764706,537500,168813.93204134965,438750,422e3,410250,372350,331750,FALSE
DA5,D,2016,59,613222.7118644068,592500,171270.65156958654,481e3,465000.00000000006,44e4,413e3,398500,FALSE
DA5,F,2015,45,250819.66666666666,235e3,58489.871077275966,204995,199396,193e3,187580,17e4,FALSE
DA5,F,2016,40,265e3,268e3,61116.11479126833,223250,207e3,199775,196800,163500,FALSE
DA5,O,2015,3,365e3,36e4,282533.18389173335,222500,194999.99999999997,167500,14e4,112500.00000000001,FALSE
DA5,O,2016,5,558200,75e4,328517.4272394084,475e3,383200,291400.00000000006,199599.99999999997,107799.99999999999,FALSE
DA5,S,2015,141,401819.0780141844,385e3,98788.8480993008,335e3,33e4,315e3,305e3,277500,FALSE
DA5,S,2016,126,438953.1666666667,412500,111363.72251815221,355e3,342e3,335750,323750,314750,FALSE
DA5,T,2015,75,339122.2,315e3,73470.79471353116,285e3,275e3,275e3,261200,25e4,FALSE
DA5,T,2016,105,376304.71428571426,36e4,73041.50793657228,324e3,317800,31e4,31e4,296600,FALSE
DA6,D,2015,20,528901,53e4,166429.0341304033,382500,374e3,369250,358500,299500,FALSE
DA6,D,2016,18,525208.3333333334,51e4,98709.02910306933,456312.5,431e3,412075,405950,4e5,FALSE
DA6,F,2015,53,201830.18867924527,207e3,47568.669330629724,17e4,166400,159600,158e3,15e4,FALSE
DA6,F,2016,56,231473.125,245e3,41122.41692979301,209998.75,191e3,186625,177500,16e4,FALSE
DA6,O,2015,4,661479,389500,664227.7323559042,295e3,28e4,265e3,25e4,235e3,FALSE
DA6,O,2016,9,2538722.222222222,8e5,4254430.375437403,3e5,182400.00000000003,64800.00000000005,5800,5400,FALSE
DA6,S,2015,52,354443.3076923077,362500,78975.96425682706,3e5,291e3,283250,261e3,214750,FALSE
DA6,S,2016,52,426711.53846153844,399e3,114297.05647633868,363750,347200,335800,320500,269525,FALSE
DA6,T,2015,51,331639.1176470588,32e4,64309.02626930284,285e3,27e4,261e3,26e4,249747.5,FALSE
DA6,T,2016,35,374842.71428571426,37e4,80817.82239506749,326500,314400,310200,31e4,303400,FALSE
DA7,D,2015,39,403166.53846153844,4e5,92272.03036868932,345500,335400,33e4,325e3,29e4,FALSE
DA7,D,2016,38,432092.13157894736,426250,94794.32036931072,365e3,357e3,345250,317500,296350.15,FALSE
DA7,F,2015,136,206918.125,199972.5,115934.08032143461,179745,175e3,173e3,165747.5,15e4,FALSE
DA7,F,2016,88,224337.76136363635,23e4,47336.86464542872,195e3,191600,180150,168500,138500,FALSE
DA7,O,2015,4,2810350,327750,5111403.674464905,266e3,234800.00000000003,203600,172400,141200,FALSE
DA7,O,2016,6,539500,296250,675294.7504608636,22e4,197500,158625,119750,80875,FALSE
DA7,S,2015,292,351892.6815068493,35e4,63487.81899969534,31e4,300600,285650,27e4,254400,FALSE
DA7,S,2016,250,404566.068,401500,73678.17209619905,358500,344700,327350,311800,282250,FALSE
DA7,T,2015,175,309500.85714285716,3e5,61509.461279117786,267750,260800,25e4,235e3,227e3,FALSE
DA7,T,2016,160,350487.7625,35e4,71278.00363626152,29e4,28e4,276e3,268300,25e4,FALSE
DA8,D,2015,28,341229.64285714284,332497.5,118517.53519212198,295e3,275200,265350,249096.5,229450,FALSE
DA8,D,2016,13,401153.8461538461,378e3,106886.11240774466,35e4,342800,335400,327600,315e3,FALSE
DA8,F,2015,289,165258.82698961938,167453,41031.239486389,135e3,126540,115e3,107800,94700,FALSE
DA8,F,2016,168,176663.54166666666,185e3,46708.99172098524,144500,135e3,117400,1e5,94996.75,FALSE
DA8,O,2015,7,852396.5714285715,247500,1411821.971383887,144638,118620.80000000002,97648.4,86765.6,75882.8,FALSE
DA8,O,2016,21,1493200.857142857,452026,3263539.673429853,175e3,15e4,12e4,12e4,13500,FALSE
DA8,S,2015,161,296036.0559006211,3e5,61057.37292551658,255e3,245500,242e3,228e3,19e4,FALSE
DA8,S,2016,105,319357.7238095238,315e3,58243.63425987415,285e3,279990,266500,252800,227e3,FALSE
DA8,T,2015,304,262876.8881578947,255e3,55926.283216125565,229871.25,223070,216900,193096,176e3,FALSE
DA8,T,2016,240,298783.4583333333,295e3,49642.26291667007,265e3,26e4,251425,245e3,22e4,FALSE
DA9,D,2015,20,343487.5,327500,67227.73917419568,293e3,29e4,287e3,269e3,259887.5,FALSE
DA9,D,2016,36,486400.97222222225,489997.5,108266.01660341363,416250,4e5,380625,337500,31e4,FALSE
DA9,F,2015,261,200539.27203065134,192500,65161.973779004846,158e3,153e3,14e4,125e3,104e3,FALSE
DA9,F,2016,205,216035.65853658537,217e3,58794.9306094754,185e3,169800.00000000003,153e3,142400,12e4,FALSE
DA9,O,2015,2,1129382,1129382,395105.81348292006,989691,961752.7999999999,933814.6,905876.4,877938.2000000001,FALSE
DA9,O,2016,7,447470.14285714284,425500,184339.07101356148,335500,299800,269150,248600,228050,FALSE
DA9,S,2015,33,296968.1818181818,293e3,48344.683359092436,26e4,252e3,249990,245990,244e3,FALSE
DA9,S,2016,77,345351.75324675324,335e3,73251.65736748248,29e4,285e3,280400,268400,234e3,FALSE
DA9,T,2015,120,271994.95,25e4,71514.31978456887,215375,21e4,209775,202200,184850,FALSE
DA9,T,2016,121,309747.7685950413,29e4,73373.59846745062,252500,25e4,246120,223e3,2e5,FALSE
DE1,D,2015,5,313590,21e4,221114.37198879677,142950,142360,141770,141180,140590,FALSE
DE1,D,2016,5,243360,242950,916.7878707749138,242950,242950,242950,242950,242950,FALSE
DE1,F,2015,123,122532.1138211382,12e4,34715.33135001072,105e3,103970,90600,83250,65850,FALSE
DE1,F,2016,155,126393.27096774193,135500,39096.90477922402,103997.5,93470.40000000001,92812,76800,58299.99999999999,FALSE
DE1,O,2015,28,787140.4285714285,3e5,2083899.2409311184,179830,166600,141050,97e3,88050,FALSE
DE1,O,2016,41,1086732.731707317,249e3,3109955.51223122,148e3,131e3,125e3,95e3,85e3,FALSE
DE1,S,2015,27,138322.22222222222,137500,46226.49576007693,102250,92800,78e3,77200,75300,FALSE
DE1,S,2016,16,140875,131250,48846.18715928603,113125,107500,107125,106e3,96875,FALSE
DE1,T,2015,125,156801.44,138e3,77934.14657740461,115e3,11e4,102999.99999999999,87200,79200,FALSE
DE1,T,2016,122,150673.31967213115,133e3,55142.20844614816,114e3,110200.00000000001,105450,91450,77100,FALSE
DE11,D,2015,352,208607.55681818182,193500,67896.57073774404,17e4,162960,154650,147550,133237.5,FALSE
DE11,D,2016,346,210980,205e3,54892.25900077984,179961.25,172e3,164987.5,155e3,143e3,FALSE
DE11,F,2015,24,88470.83333333333,85750,29179.284330805152,71200,69200,63050,47100,38175,FALSE
DE11,F,2016,26,91804.03846153847,86750,26857.997468881807,77250,73500,71625,64750,52250,FALSE
DE11,O,2015,8,325125,275e3,200518.9250063801,213750,202200,190650,165300,137650,FALSE
DE11,O,2016,20,775922.35,2e5,2080070.3035678556,125e3,121000.00000000001,104250,97995,79302.5,FALSE
DE11,S,2015,339,138498.03244837758,132500,45364.07699438178,114e3,11e4,103350,97400,87950,FALSE
DE11,S,2016,353,133769.53257790368,13e4,29567.526614642633,114500,11e4,105400,96400,86900,FALSE
DE11,T,2015,246,110307.75609756098,1e5,55132.87240214949,84950,81e3,78e3,75e3,63750,FALSE
DE11,T,2016,244,112862.21721311475,11e4,29900.6478928035,9e4,86600,81612.5,78e3,74e3,FALSE
DE12,D,2015,163,284133.13496932515,249950,187811.06147476504,188500,180800,17e4,162600,15e4,FALSE
DE12,D,2016,169,262795.91715976334,245e3,109133.50500410583,191750,18e4,170700,164350,152e3,FALSE
DE12,F,2015,10,105343,116497.5,27861.016392882088,79375,73600,70450,67695,66322.5,FALSE
DE12,F,2016,6,94593.83333333333,87500,50138.45107466591,68750,65e3,55400.75,45801.5,36202.25,FALSE
DE12,O,2015,6,9015731.166666666,380625,20563013.536414944,205187.5,186500,184e3,181500,179e3,FALSE
DE12,O,2016,15,592420,3e5,1193507.562487262,149e3,104900.00000000003,17050.00000000001,2040.0000000000014,400,FALSE
DE12,S,2015,105,159362.09523809524,153e3,60186.58055364869,129e3,124990,12e4,112e3,98e3,FALSE
DE12,S,2016,112,159468.33035714287,152e3,46202.998194198655,131375,125200,115325,112393,101100,FALSE
DE12,T,2015,74,130499.7972972973,121500,53358.07062011158,99250,94980,85e3,82300,73250,FALSE
DE12,T,2016,90,145011.85555555555,134e3,61779.829356117814,111250,104850,97175,91350,85e3,FALSE
DE13,D,2015,340,319647.17647058825,29e4,126883.01133448874,228437.5,219950,195e3,178900,159800,FALSE
DE13,D,2016,377,324733.83819628647,29e4,185666.7134211731,231950,222200,198480,18e4,159800,FALSE
DE13,F,2015,26,88692.30769230769,70500,42256.851970556665,65e3,65e3,63750,60750,57e3,FALSE
DE13,F,2016,26,132478.84615384616,117500,66507.44044552748,77500,74e3,70750,69750,67250,FALSE
DE13,O,2015,9,300920.6666666667,182900,293173.137913418,109136,70281.6,31427.20000000002,11850,11550,FALSE
DE13,O,2016,16,1066371,31e4,2725690.946897196,162812.5,156250,155312.5,153750,114500,FALSE
DE13,S,2015,244,182831.66393442624,167750,75758.56514453678,143375,139300,131725,122150,107450,FALSE
DE13,S,2016,231,181744.52380952382,164950,70221.30957218846,139e3,134e3,129975,122500,110500,FALSE
DE13,T,2015,142,142471.37323943662,125e3,73631.00214343777,104250,99200,92012.5,85400.00000000001,8e4,FALSE
DE13,T,2016,166,137567.55421686746,120250,72950.26596595178,95625,9e4,87375,81500,73e3,FALSE
DE14,D,2015,113,210950.26548672566,212500,44752.98960903891,17e4,167200,164100,159e3,148e3,FALSE
DE14,D,2016,121,212737.43801652893,211495,47048.10587807841,184995,173500,16e4,15e4,135e3,FALSE
DE14,F,2015,50,79442.8,77500,15095.690666341754,69250,67800,65e3,63800,61450,FALSE
DE14,F,2016,51,89677.05882352941,87e3,29507.154643856644,74500,7e4,68500,67250,61e3,FALSE
DE14,O,2015,29,1019674.448275862,482500,1632049.7419477182,185e3,148e3,143400,138400,127800,FALSE
DE14,O,2016,28,699526.9642857143,24e4,1357692.7780286204,147625,133600,106049.99999999999,102600,96350,FALSE
DE14,S,2015,131,145178.96183206106,15e4,28700.514277730712,125e3,124e3,116e3,112884,91e3,FALSE
DE14,S,2016,175,149650.09714285715,15e4,38557.99826901674,125e3,12e4,113650,102400,84100,FALSE
DE14,T,2015,269,103336.10780669145,95e3,33329.02114781006,76e3,73700,7e4,67400,63200,FALSE
DE14,T,2016,292,112436.81506849315,107250,37037.71996630533,82375,78e3,74e3,7e4,64e3,FALSE
DE15,D,2015,142,243188.7323943662,222500,101650.88319891455,185250,18e4,172e3,145500,125150,FALSE
DE15,D,2016,147,273079.8299319728,27e4,95917.7513682393,189975,175100,168950,159e3,145900,FALSE
DE15,F,2015,17,91408.82352941176,75e3,86930.74153330001,61e3,57e3,54800,53200,51800,FALSE
DE15,F,2016,20,105800,80500,67404.20102478386,66375,60800,57925,57500,57275,FALSE
DE15,O,2015,4,359925,425e3,140387.6389382864,352425,311880,271335,230790,190244.99999999997,FALSE
DE15,O,2016,6,335215.6666666667,155e3,441657.4308133699,108975,95300,75475,55650,35825,FALSE
DE15,S,2015,122,135616.96721311475,126e3,46463.883959770465,107875,1e5,1e5,98100,84100,FALSE
DE15,S,2016,115,149165.21739130435,13e4,64747.633965412155,114500,111600,105e3,1e5,85500,FALSE
DE15,T,2015,103,113385.43689320388,11e4,44457.60628311988,89e3,83900,75650,72e3,67100,FALSE
DE15,T,2016,112,117947.76785714286,114e3,34507.89072081454,95875,93220,90975,85e3,77200,FALSE
DE21,D,2015,281,230437.52313167258,199e3,112049.9326142798,162500,153500,147e3,137e3,122500,FALSE
DE21,D,2016,240,221752.54166666666,207e3,75630.33979072275,166500,16e4,152500,143400,131900,FALSE
DE21,F,2015,22,85929.54545454546,91750,19756.003663087602,71750,70300,64900,53200,51050,FALSE
DE21,F,2016,24,84872.91666666667,88e3,18715.298201614696,69500,67240,64890,57670,54150,FALSE
DE21,O,2015,21,1996493.4285714286,249600,7695441.626022957,18e4,18e4,165e3,15e4,15e4,FALSE
DE21,O,2016,17,701259.2941176471,262500,772178.8919434217,138e3,129600,124800,113800,95400,FALSE
DE21,S,2015,433,129772.97228637413,124950,35809.42722127648,107500,101200,97e3,92e3,85300,FALSE
DE21,S,2016,446,138970.3340807175,134e3,39742.164960260896,116e3,11e4,103875,98e3,9e4,FALSE
DE21,T,2015,205,114635.79024390243,11e4,30165.465139595304,91500,87900,85e3,82e3,77600,FALSE
DE21,T,2016,164,114901.46341463414,115e3,25439.545226717626,95e3,92800,89725,84650,76e3,FALSE
DE22,D,2015,335,300893.8805970149,25e4,142346.41589508785,215e3,204e3,19e4,178400,163665,FALSE
DE22,D,2016,325,313297.1569230769,27e4,171726.13309721265,214995,205e3,196800,185e3,172400,FALSE
DE22,F,2015,65,98211.23076923077,95e3,37437.22504104756,67500,64800,58800,55200,49960,FALSE
DE22,F,2016,65,102898.92307692308,92600,48900.49809220623,72e3,68800,66e3,57e3,45200,FALSE
DE22,O,2015,5,127631,15e4,75232.49500714436,77e3,67800,58600,49400,40200,FALSE
DE22,O,2016,13,267247.6153846154,249e3,157263.89533919224,15e4,15e4,148e3,142e3,88368.00000000001,FALSE
DE22,S,2015,318,173209.16981132075,174247.5,61290.03947222869,125e3,118400,112500,104775.00000000001,91850,FALSE
DE22,S,2016,307,177143.17589576548,176e3,59924.694639049594,129975,125e3,118e3,11e4,93900,FALSE
DE22,T,2015,287,125859.92334494773,105e3,57128.707447757355,85e3,83e3,79950,75e3,69150,FALSE
DE22,T,2016,295,125379.34237288135,105e3,53759.5742875598,89475,85e3,81550,78600,72410,FALSE
DE23,D,2015,177,261137.4406779661,235e3,112153.37083324444,178e3,17e4,163100,15e4,131600,FALSE
DE23,D,2016,201,271932.5223880597,263e3,100899.96016431694,196e3,18e4,171e3,152500,134e3,FALSE
DE23,F,2015,31,105327.41935483871,93500,48946.27128922365,69050,65e3,54500,44500,43e3,FALSE
DE23,F,2016,27,87312.96296296296,77500,33686.22633554172,60750,55500,54500,48400,43200,FALSE
DE23,O,2015,7,304214.28571428574,3e5,80670.036332610893,234750,231600,227550,221700,215850,FALSE
DE23,O,2016,18,238618.72222222222,167e3,216915.67541051673,124852.75,115854.79999999999,108250,1e5,86500.00000000001,FALSE
DE23,S,2015,217,148747.21198156683,145e3,48994.34164411275,112500,105400,1e5,92300,84900,FALSE
DE23,S,2016,242,158432.42975206612,152250,46874.86405735445,123625,120200.00000000001,112e3,106100,93462.90000000001,FALSE
DE23,T,2015,286,96401.74825174826,83250,40788.88407792453,67125,65e3,62375,59e3,55e3,FALSE
DE23,T,2016,272,100559.26102941176,87500,45023.770783266904,68875,66200,65e3,62050,59775,FALSE
DE24,D,2015,272,202139.00735294117,2e5,52840.277350238524,163500,154950,145650,132200,120550,FALSE
DE24,D,2016,220,197790.92272727273,196e3,71016.7253022561,157750,144800,135425,13e4,119900,FALSE
DE24,F,2015,28,63178.57142857143,58500,27967.64476031461,42e3,35100,30500,28550,27500,FALSE
DE24,F,2016,30,94005.83333333333,104e3,32002.572151025754,73500,60600,51637.5,44700,40900,FALSE
DE24,O,2015,18,829661.2777777778,228e3,1863896.2850835377,185e3,177e3,163750,141e3,112500.00000000001,FALSE
DE24,O,2016,26,506335.1538461539,346271,442655.72351439827,195e3,185e3,157750,147500,141e3,FALSE
DE24,S,2015,381,121843.32545931758,119950,31635.840575027152,98e3,93e3,88e3,82e3,75e3,FALSE
DE24,S,2016,414,129031.9154589372,125e3,31642.245491332556,109625,105e3,97474.99999999999,91500,8e4,FALSE
DE24,T,2015,263,103413.36501901141,97e3,32771.45842138744,79750,77e3,73650,7e4,62550,FALSE
DE24,T,2016,317,119560.65299684543,114e3,42924.358470830666,9e4,85e3,83e3,8e4,75e3,FALSE
DE3,D,2015,114,267004.91228070174,25e4,77316.60957909624,210625,2e5,191900,184350,168246.75,FALSE
DE3,D,2016,117,273152.9487179487,26e4,68712.00661830936,22e4,205e3,2e5,193400,185e3,FALSE
DE3,F,2015,19,119426.31578947368,12e4,31480.498233125978,101e3,98e3,94100,88940,75930,FALSE
DE3,F,2016,18,128626.38888888889,120300,35958.800436608966,106237.5,103335,100098.75,94650,84175.00000000001,FALSE
DE3,O,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
DE3,O,2016,1,118e3,118e3,NA,118e3,118e3,118e3,118e3,118e3,FALSE
DE3,S,2015,140,179702.75,17e4,34804.4857788868,157750,155e3,153425,147450,14e4,FALSE
DE3,S,2016,125,185200.8,175e3,40506.306749092946,162e3,158990,157e3,154200,143400,FALSE
DE3,T,2015,35,154712.85714285713,145e3,36993.652760140016,126300,124e3,118200,115800,109800,FALSE
DE3,T,2016,36,161004.02777777778,155e3,31558.642439103845,135e3,134e3,129962.5,124500,119125,FALSE
DE4,D,2015,229,313523.5807860262,293e3,124388.40922450305,225e3,212800,200799.99999999997,185e3,163800,FALSE
DE4,D,2016,216,320769.88425925927,3e5,125544.23999497856,23e4,22e4,209996.25,197500,175e3,FALSE
DE4,F,2015,64,195688.078125,156500,106007.06940701474,12e4,117599.6,107250,89200,77150,FALSE
DE4,F,2016,60,200470.75,167750,116932.81362195392,116500,95800,94850,81500,72400,FALSE
DE4,O,2015,12,577637.5,331550,575835.6485558421,173412.5,142310,111400,80600.00000000001,52500,FALSE
DE4,O,2016,31,391919.32258064515,27e4,420584.74105411756,122500,1e5,54e3,21e3,14750,FALSE
DE4,S,2015,185,192282.14054054054,178e3,69130.53183944164,147e3,14e4,134200,123780,111500,FALSE
DE4,S,2016,181,188132.01657458564,175e3,60892.00829651669,145e3,14e4,135e3,128e3,117e3,FALSE
DE4,T,2015,161,180309.0559006211,16e4,79532.50804892994,132500,125e3,12e4,112e3,105e3,FALSE
DE4,T,2016,157,167373.21656050955,154950,54489.72211959564,133e3,126300,125e3,118200,104900,FALSE
DE45,D,2015,61,464185.24590163934,43e4,187575.93047977984,325e3,31e4,285e3,275e3,25e4,FALSE
DE45,D,2016,55,461244.7272727273,465e3,144505.74566117054,368e3,344e3,315975,285e3,225500,FALSE
DE45,F,2015,14,192814.2857142857,209500,62492.074662347346,171750,153380,127652.50000000001,97785,75600,FALSE
DE45,F,2016,12,195708.33333333334,176e3,63542.56209006446,152e3,145400,141950,140300,14e4,FALSE
DE45,O,2015,2,662500,662500,441941.7382415922,506250,475e3,443750,412500,381250.00000000006,FALSE
DE45,O,2016,9,773555.5555555555,675e3,464402.6031126201,575e3,425000.00000000006,275000.00000000006,185200,155600,FALSE
DE45,S,2015,44,263164.20454545453,246250,102632.41495147203,196e3,174800,170025,163050,154683.75,FALSE
DE45,S,2016,40,281240,263500,90962.13864387022,208375,201400,189250,179425,173800,FALSE
DE45,T,2015,40,218698.725,197500,87526.4443316001,177e3,166560,158500,138499.9,91850,FALSE
DE45,T,2016,27,303042.7037037037,26e4,139676.22508055903,208500,180500,169800,165200,152600,FALSE
DE5,D,2015,114,209738.14912280702,199975,67596.54164521654,16e4,154770,14e4,138e3,132325,FALSE
DE5,D,2016,148,210318.41216216216,191e3,79239.40047796852,155750,145970,142500,137350,125875,FALSE
DE5,F,2015,3,70666.66666666667,66500,25011.663945714074,57250,55400,53550,51700,49850,FALSE
DE5,F,2016,8,99937.5,107500,22590.196198477654,93875,93700,93525,80450,65225,FALSE
DE5,O,2015,8,455263.5,382348,406434.9356999575,159e3,140800,122599.99999999999,84600.00000000001,43300.00000000001,FALSE
DE5,O,2016,11,415597.8181818182,205e3,747961.6309375527,145e3,12e4,11e4,1e5,58750,FALSE
DE5,S,2015,120,132473.45833333334,123750,42962.21575136875,106875,99600,94850,86e3,79950,FALSE
