year,outcode,property_type,n_i,avg_price,sd
2015.0,KT11,O,6,2318507.8333333335,4616599.904493367
2015.0,KT11,S,52,614235.4807692308,231527.50732535808
2015.0,KT11,T,33,497106.0606060606,151577.01000521556
2015.0,KT12,D,140,1068617.8,723081.4018328247
2015.0,KT12,F,214,280062.04672897194,84599.46822615403
2015.0,KT12,O,13,801561.3076923077,891789.3040280857
2015.0,KT12,S,199,508104.743718593,152046.0287123993
2015.0,KT12,T,154,390257.4675324675,105815.02848995037
2015.0,KT13,D,132,1434239.7651515151,1483741.5958646692
2015.0,KT13,F,181,364001.1049723757,171261.6800265184
2015.0,KT13,O,16,5416425.4375,11813825.781603508
2015.0,KT13,S,69,701988.5507246377,271515.89210353873
2015.0,KT13,T,122,596394.9836065574,220270.6759322177
2015.0,KT14,D,55,771554.6363636364,317634.72740633215
2015.0,KT14,F,66,246305.15151515152,50256.18297184702
2015.0,KT14,O,9,782788.5555555555,699331.2969392817
2015.0,KT14,S,60,371264.8333333333,56716.45396901334
2015.0,KT14,T,65,347398.46153846156,70418.30482087845
2015.0,KT15,D,129,562308.9534883721,204683.6797407565
2015.0,KT15,F,157,222479.55414012738,67745.60263280553
2015.0,KT15,O,7,780714.2857142857,470756.7362894606
2015.0,KT15,S,166,379189.0963855422,64964.90681173429
2015.0,KT15,T,92,315774.9456521739,75059.69494486901
2015.0,KT16,D,91,609297.8021978022,299384.9213073816
2015.0,KT16,F,149,246422.8187919463,54928.402871380895
2015.0,KT16,O,5,492300.0,410948.8410982564
2015.0,KT16,S,81,391503.1975308642,99355.28123185245
2015.0,KT16,T,106,333091.03773584904,77397.23902949665
2015.0,KT17,D,138,775303.6231884058,223950.83619083074
2015.0,KT17,F,181,290244.5635359116,106788.48116732959
2015.0,KT17,O,7,1922732.2857142857,1320329.673868073
2015.0,KT17,S,130,501272.73846153845,100052.48670794089
2015.0,KT17,T,84,395561.78571428574,90543.78554926938
2015.0,KT18,D,91,731559.3406593406,308580.17568931635
2015.0,KT18,F,110,278951.2909090909,70720.54865212596
2015.0,KT18,O,3,3917333.3333333335,2825048.9081312087
2015.0,KT18,S,98,473769.887755102,113517.55430532097
2015.0,KT18,T,40,425700.5,159686.55438397324
2015.0,KT19,D,82,595538.5975609756,163126.86038913482
2015.0,KT19,F,155,265692.5806451613,59065.82251523231
2015.0,KT19,O,10,2150614.9,3482959.961378044
2015.0,KT19,S,237,468107.63291139243,97465.82072560808
2015.0,KT19,T,128,393827.9296875,93122.08018046376
2015.0,KT2,D,85,1503108.3529411764,923313.6925032148
2015.0,KT2,F,271,401414.1254612546,207980.49343503473
2015.0,KT2,O,15,1857851.9333333333,3364942.665143313
2015.0,KT2,S,98,771142.2653061225,265585.02327066835
2015.0,KT2,T,96,641825.9895833334,183264.27777166045
2015.0,KT20,D,142,963114.5633802817,518125.2114909948
2015.0,KT20,F,83,334560.2289156627,179583.79448849492
2015.0,KT20,O,6,477083.3333333333,382571.6163892281
2015.0,KT20,S,85,466302.82352941175,136216.04041280271
2015.0,KT20,T,84,365148.8095238095,122913.11775655996
2015.0,KT21,D,103,841240.4660194175,483100.40105766297
2015.0,KT21,F,40,296371.25,92599.46757856297
2015.0,KT21,O,3,1746866.6666666667,2752650.623187282
2015.0,KT21,S,57,507588.6140350877,107119.73215181667
2015.0,KT21,T,13,437984.6153846154,85612.84313849418
2015.0,KT22,D,143,1140604.3496503497,1060164.6351381114
2015.0,KT22,F,149,253970.77181208055,81578.3310042199
2015.0,KT22,O,11,1172712.3636363635,1591799.9815182984
2015.0,KT22,S,104,463446.1538461539,188491.83388511598
2015.0,KT22,T,51,383501.96078431373,137292.00266613648
2015.0,KT23,D,115,749495.6521739131,231613.33160176125
2015.0,KT23,F,28,259286.60714285713,92506.56776576953
2015.0,KT23,O,5,1115400.0,1322217.1909334713
2015.0,KT23,S,41,470770.7073170732,85740.89549632774
2015.0,KT23,T,13,358653.8461538461,78739.91591927412
2015.0,KT24,D,90,950031.5777777778,401084.26418825967
2015.0,KT24,F,8,240181.25,67753.21783344104
2015.0,KT24,O,1,99e3,NA
2015.0,KT24,S,25,508820.0,169927.5507385427
2015.0,KT24,T,9,549216.6666666666,167112.7912518967
2015.0,KT3,D,52,881852.5384615385,507301.08937223203
2015.0,KT3,F,143,279340.25874125876,85021.77636874784
2015.0,KT3,O,10,938245.5,1068162.9574019178
2015.0,KT3,S,157,601101.7324840764,179175.66455484842
2015.0,KT3,T,158,469128.67088607594,111518.47840430186
2015.0,KT4,D,49,628803.5510204082,168749.95131222275
2015.0,KT4,F,134,262202.2164179105,54636.99616427559
2015.0,KT4,O,1,137e4,NA
2015.0,KT4,S,132,506202.9166666667,116271.27220959296
2015.0,KT4,T,200,398208.08,73308.09072710769
2015.0,KT5,D,32,856530.0,436852.203278955
2015.0,KT5,F,177,286663.4858757062,77867.05479235305
2015.0,KT5,O,2,475e3,318198.05153394636
2015.0,KT5,S,121,589029.9834710744,123167.2996016653
2015.0,KT5,T,52,429108.01923076925,118390.50300950138
2015.0,KT6,D,58,1032661.1896551724,489340.1073113563
2015.0,KT6,F,385,365388.8987012987,110587.83586043447
2015.0,KT6,O,13,8618538.461538462,18532090.71050981
2015.0,KT6,S,113,611217.2920353982,239160.3337894477
2015.0,KT6,T,91,553087.0879120879,216890.7620068811
2015.0,KT7,D,44,1137522.7272727273,330472.1596574636
2015.0,KT7,F,57,349291.1929824561,102338.32220899157
2015.0,KT7,O,4,4376728.75,6136089.132824988
2015.0,KT7,S,46,762756.9782608695,247378.22343398596
2015.0,KT7,T,42,562894.1666666666,130157.16977485649
2015.0,KT8,D,67,953252.223880597,582293.0305822763
2015.0,KT8,F,105,343071.1904761905,149115.49379643842
2015.0,KT8,O,12,1000254.75,993269.8288745955
2015.0,KT8,S,107,552948.5981308412,295978.945695781
2015.0,KT8,T,124,405915.0967741936,190799.01457780245
2015.0,KT9,D,34,507333.82352941175,116706.41988559742
2015.0,KT9,F,75,226043.6,44656.01172082895
2015.0,KT9,O,4,1127500.0,1427874.2941869919
2015.0,KT9,S,103,381395.359223301,62829.94699870348
2015.0,KT9,T,137,343976.29197080294,61686.19719408117
2015.0,L1,F,203,101432.47783251232,46944.90906806785
2015.0,L1,O,51,689631.5490196078,2171377.9179047504
2015.0,L1,S,1,14e4,NA
2015.0,L1,T,10,414150.0,201694.2198808219
2015.0,L10,D,13,163807.6923076923,41467.62716341632
2015.0,L10,F,3,48833.333333333336,8129.165598838133
2015.0,L10,O,4,127500.0,45e3
2015.0,L10,S,87,139200.0,38107.175207899905
2015.0,L10,T,57,72364.0,18965.96963266426
2015.0,L11,D,39,152561.53846153847,16479.738203474615
2015.0,L11,F,9,91388.88888888889,40141.76268066851
2015.0,L11,O,4,587968.75,252848.94154333204
2015.0,L11,S,122,105455.18852459016,33340.830960392304
2015.0,L11,T,109,71099.0366972477,25901.18614541391
2015.0,L12,D,122,255904.09836065574,142276.6989728178
2015.0,L12,F,33,91741.36363636363,55964.160520270794
2015.0,L12,O,1,13e5,NA
2015.0,L12,S,168,146007.35119047618,46998.73443934293
2015.0,L12,T,92,110759.23913043478,38771.55262329983
2015.0,L13,D,12,133758.33333333334,48486.5578060434
2015.0,L13,F,21,58211.90476190476,27761.132473126454
2015.0,L13,O,11,696372.0909090909,1798758.1766507945
2015.0,L13,S,76,118407.22368421052,35530.22756943677
2015.0,L13,T,269,82666.28252788103,28066.17948204543
2015.0,L14,D,85,236699.17647058822,52777.59510575543
2015.0,L14,F,10,60179.0,12636.207632566558
2015.0,L14,O,4,1576228.5,1576650.6508996638
2015.0,L14,S,166,142332.8253012048,44582.23628687766
2015.0,L14,T,90,80470.8111111111,31628.275270782153
2015.0,L15,D,19,244928.15789473685,100446.2781127101
2015.0,L15,F,27,101074.07407407407,87647.70650644806
2015.0,L15,O,13,249595.23076923078,481675.83857025567
2015.0,L15,S,79,187497.58227848102,72579.24570613827
2015.0,L15,T,343,119808.51311953353,56258.93851505912
2015.0,L16,D,27,273951.6666666667,102175.18269920239
2015.0,L16,F,6,108333.33333333333,22078.64730155964
2015.0,L16,O,1,25e3,NA
2015.0,L16,S,142,202745.27464788733,62791.70637460549
2015.0,L16,T,23,154753.26086956522,30241.873724744622
2015.0,L17,D,47,349047.7021276596,160301.40737467233
2015.0,L17,F,162,148272.63580246913,75890.70203973557
2015.0,L17,O,4,303845.5,467276.5171512474
2015.0,L17,S,46,274167.652173913,133418.27481957592
2015.0,L17,T,213,161367.35211267605,43043.864131605886
2015.0,L18,D,70,495623.4857142857,254833.42852195317
2015.0,L18,F,71,162761.9014084507,91063.27078060381
2015.0,L18,O,9,569177.7777777778,483920.53525805706
2015.0,L18,S,142,283975.75352112675,80352.27682635975
2015.0,L18,T,192,191065.42708333334,70570.10372616266
2015.0,L19,D,74,371604.0540540541,132082.11797003064
2015.0,L19,F,38,92832.8947368421,70185.85103842952
2015.0,L19,O,8,378625.0,746273.8720609593
2015.0,L19,S,124,213658.4758064516,92713.3417795208
2015.0,L19,T,133,127728.4962406015,41501.32795422336
2015.0,L2,F,24,120679.16666666667,62740.28231815918
2015.0,L2,O,12,2999116.75,4852650.225506904
2015.0,L20,D,18,145523.88888888888,33224.992743572686
2015.0,L20,F,33,49755.757575757576,27107.45916490319
2015.0,L20,O,18,155647.22222222222,164206.59912960994
2015.0,L20,S,128,113957.4921875,27002.80313766104
2015.0,L20,T,254,64064.32283464567,26225.50265275076
2015.0,L21,D,21,199636.90476190476,83975.11596413831
2015.0,L21,F,17,65852.94117647059,17471.19478051869
2015.0,L21,O,4,238750.0,311725.7074202682
2015.0,L21,S,125,133733.816,28057.657694407015
2015.0,L21,T,146,69614.10273972603,31424.090346306282
2015.0,L22,D,7,208064.2857142857,38321.17250169627
2015.0,L22,F,36,98603.61111111111,20799.55523601101
2015.0,L22,O,3,92666.66666666667,20647.840887931437
2015.0,L22,S,77,166325.3116883117,42267.931537134486
2015.0,L22,T,97,147888.65979381444,49959.75072973046
2015.0,L23,D,86,360836.3023255814,143806.10706692128
2015.0,L23,F,99,145398.9898989899,70145.52583656105
2015.0,L23,O,5,23e4,275544.9146690971
2015.0,L23,S,260,205842.78846153847,69922.50183558483
2015.0,L23,T,69,141260.6231884058,54275.53253622869
2015.0,L24,D,17,180084.41176470587,39846.97227685377
2015.0,L24,F,14,63464.28571428572,28768.61556902316
2015.0,L24,O,16,2088675.375,3489004.711768421
2015.0,L24,S,106,134135.56603773584,40739.04261867323
2015.0,L24,T,91,87705.01098901099,35718.15631533275
2015.0,L25,D,102,326588.7450980392,160401.9376806794
2015.0,L25,F,40,145911.0,112784.47857727905
2015.0,L25,O,4,1065625.0,1338040.19465037
2015.0,L25,S,236,180334.4279661017,57168.42750664062
2015.0,L25,T,133,135330.6917293233,50014.913558157896
2015.0,L26,D,53,219638.679245283,48577.176543253
2015.0,L26,F,3,88316.66666666667,7067.590348437954
2015.0,L26,O,2,1061875.0,653189.8891210733
2015.0,L26,S,78,137294.7435897436,26348.32331462178
2015.0,L26,T,48,106726.04166666667,29081.858056884543
2015.0,L27,D,1,15e4,NA
2015.0,L27,F,1,69e3,NA
2015.0,L27,O,1,635e3,NA
2015.0,L27,S,11,106859.09090909091,35577.00674720836
2015.0,L27,T,32,83357.8125,17221.00700183523
2015.0,L28,D,1,105295.0,NA
2015.0,L28,S,4,79375.0,16017.568479641346
2015.0,L28,T,20,57325.0,13574.623189497457
2015.0,L29,D,3,277666.6666666667,95904.0318929988
2015.0,L29,S,2,252500.0,60104.07640085654
2015.0,L29,T,4,193875.0,37643.89060657785
2015.0,L3,F,390,137151.96666666667,62981.30038961974
2015.0,L3,O,45,1661352.3777777778,5576481.64201071
2015.0,L3,S,2,17e4,79195.95949289332
2015.0,L3,T,11,148681.81818181818,86748.56561559757
2015.0,L30,D,20,174270.0,28162.764470690352
2015.0,L30,F,10,56849.5,52165.466996322815
2015.0,L30,O,5,442915.8,398415.137699611
2015.0,L30,S,63,110940.87301587302,25192.914671168477
2015.0,L30,T,79,76171.30379746835,19915.837578937688
2015.0,L31,D,79,246720.49367088606,105461.6224505113
2015.0,L31,F,30,91665.0,22693.486647205547
2015.0,L31,O,2,341500.0,436284.88399209984
2015.0,L31,S,229,169957.86026200873,42578.59106794474
2015.0,L31,T,65,145560.87692307692,40627.33679029572
2015.0,L32,D,17,173835.0,44759.141664022114
2015.0,L32,F,11,38204.545454545456,9055.949827197988
2015.0,L32,O,6,560785.8333333334,951918.5591237134
2015.0,L32,S,44,104971.70454545454,28914.171465941043
2015.0,L32,T,73,77599.93150684932,21360.066591350092
2015.0,L33,D,28,141911.7857142857,18415.834330828704
2015.0,L33,F,64,46597.34375,9922.14538407987
2015.0,L33,O,7,734094.4285714285,1072178.8330702824
2015.0,L33,S,69,95339.98550724638,21278.090430474113
2015.0,L33,T,55,70736.81818181818,18935.15304155397
2015.0,L34,D,41,231302.19512195123,81285.2709370583
2015.0,L34,F,37,76884.72972972973,19769.269395324776
2015.0,L34,O,11,1141656.0909090908,1193775.0584241953
2015.0,L34,S,60,164143.83333333334,57732.00351600273
2015.0,L34,T,47,94221.8085106383,41135.67299624305
2015.0,L35,D,80,232801.8,88902.49571946426
2015.0,L35,F,34,80690.94117647059,34963.19264333017
2015.0,L35,O,4,1499558.5,2127057.3334931526
2015.0,L35,S,147,130363.57142857143,42683.68833256132
2015.0,L35,T,100,104219.0,32844.996221154855
2015.0,L36,D,71,179202.67605633804,57592.1623625434
2015.0,L36,F,40,67049.675,21194.3204685226
2015.0,L36,O,8,199556.125,85114.91677295971
2015.0,L36,S,218,127101.1376146789,38624.37168861678
2015.0,L36,T,139,80649.42446043165,25788.22357959135
2015.0,L37,D,126,389270.873015873,261099.52364524858
2015.0,L37,F,53,160115.4150943396,48992.49998388056
2015.0,L37,O,8,697455.25,402417.18254523235
2015.0,L37,S,144,206421.53472222222,63245.68083474583
2015.0,L37,T,20,162945.3,45774.359158008054
2015.0,L38,D,30,244817.33333333334,77712.74878472748
2015.0,L38,F,3,119333.33333333333,8144.527815247077
2015.0,L38,S,10,192145.0,35547.68667266237
2015.0,L39,D,138,365588.03623188403,276955.8548494559
2015.0,L39,F,54,160604.5,60289.38575086813
2015.0,L39,O,10,1193296.7,1564586.3488169822
2015.0,L39,S,165,195093.57575757575,68126.55354417047
2015.0,L39,T,77,156777.2077922078,55134.453542498624
2015.0,L4,D,18,141371.66666666666,42994.40206379814
2015.0,L4,F,27,52461.11111111111,19915.727904064108
2015.0,L4,O,10,91600.0,46383.54593315752
2015.0,L4,S,64,106803.59375,34256.38198527729
2015.0,L4,T,382,59469.7277486911,25716.427288143415
2015.0,L40,D,90,343898.27777777775,171189.01247517418
2015.0,L40,F,26,146803.84615384616,30522.155962765544
2015.0,L40,O,6,218666.66666666666,93530.03082789328
2015.0,L40,S,111,184839.05405405405,75135.7370046599
2015.0,L40,T,39,168543.5641025641,80820.87780452814
2015.0,L5,F,13,64155.692307692305,27362.780461131915
2015.0,L5,O,5,101700.0,76799.73958289181
2015.0,L5,S,20,94187.45,33745.99216043448
2015.0,L5,T,63,65606.57142857143,31887.15341371025
2015.0,L6,D,3,126333.33333333333,32234.815546755242
2015.0,L6,F,38,70730.47368421052,28114.592827883298
2015.0,L6,O,9,408722.22222222225,690514.9849528571
2015.0,L6,S,35,89975.57142857143,41695.048950886325
2015.0,L6,T,231,64969.5367965368,28216.72074416294
2015.0,L7,D,7,133698.57142857142,30668.65755054141
2015.0,L7,F,53,82468.8679245283,44932.63571770427
2015.0,L7,O,20,538272.5,1473954.3888425305
2015.0,L7,S,21,100830.95238095238,30498.977344291707
2015.0,L7,T,150,89884.96666666666,46238.34796946351
2015.0,L75,O,1,395e3,NA
2015.0,L8,D,9,224063.33333333334,132464.17112279835
2015.0,L8,F,323,74419.2507739938,41219.1022459085
2015.0,L8,O,12,2339266.3333333335,6178782.255309924
2015.0,L8,S,34,117975.76470588235,50153.437930474814
2015.0,L8,T,147,132565.08163265305,150218.7008721139
2015.0,L9,D,41,161887.56097560975,27136.783940851194
2015.0,L9,F,20,57014.95,24768.177302581338
2015.0,L9,O,7,316732.28571428574,342537.0204273373
2015.0,L9,S,114,108924.38596491228,31090.082219513104
2015.0,L9,T,196,82664.3469387755,28829.671555037254
2015.0,LA1,D,108,276689.962962963,79536.5925357896
2015.0,LA1,F,206,128513.4854368932,64965.08165796926
2015.0,LA1,O,12,738374.9166666666,1198075.4069928124
2015.0,LA1,S,261,165874.42911877396,54410.401974606146
2015.0,LA1,T,455,141576.55824175823,61038.98386155095
2015.0,LA10,D,17,355382.35294117645,97268.23887640635
2015.0,LA10,F,2,142500.0,17677.66952966369
2015.0,LA10,O,1,162500.0,NA
2015.0,LA10,S,21,208761.90476190476,59679.06229315669
2015.0,LA10,T,17,185279.41176470587,70393.30813992444
2015.0,LA11,D,86,289925.29069767444,102663.75230177009
2015.0,LA11,F,44,137460.22727272726,67523.16448306917
2015.0,LA11,O,4,313225.0,161989.51354948877
2015.0,LA11,S,56,228810.26785714287,89333.00822519811
2015.0,LA11,T,46,204394.5652173913,100178.14200948941
2015.0,LA12,D,105,315936.5904761905,154153.87381866807
2015.0,LA12,F,30,145691.66666666666,55693.11243761211
2015.0,LA12,O,12,754287.5,1658140.9815218586
2015.0,LA12,S,103,194716.58252427186,75515.49805296095
2015.0,LA12,T,154,161462.6948051948,65187.686480430915
2015.0,LA13,D,66,232535.60606060605,66783.85615905383
2015.0,LA13,F,12,114833.33333333333,46138.78930778178
2015.0,LA13,O,3,192e3,156521.56400956388
2015.0,LA13,S,136,167701.3161764706,57321.808857595366
2015.0,LA13,T,150,97991.1,45881.024564159925
2015.0,LA14,D,39,196264.10256410256,41312.89136882532
2015.0,LA14,F,35,51571.57142857143,28223.654653797174
2015.0,LA14,O,14,607730.7142857143,831445.4103532296
2015.0,LA14,S,202,147300.59405940594,47054.35105680114
2015.0,LA14,T,513,81603.18323586744,38436.25253262231
2015.0,LA15,D,20,197637.5,60783.01977872646
2015.0,LA15,F,2,73500.0,26162.95090390226
2015.0,LA15,O,1,245e3,NA
2015.0,LA15,S,41,149340.24390243902,30870.35637045715
2015.0,LA15,T,94,98698.40425531915,34608.807266893375
2015.0,LA16,D,16,233625.0,52146.74806096094
2015.0,LA16,S,15,155963.33333333334,26372.78404141736
2015.0,LA16,T,26,100055.76923076923,48515.88260956009
2015.0,LA17,D,7,208214.2857142857,43649.987727047854
2015.0,LA17,S,3,176e3,49426.713425029586
2015.0,LA17,T,3,138333.33333333334,17559.422921421232
2015.0,LA18,D,29,199722.41379310345,78771.76976444456
2015.0,LA18,F,1,78e3,NA
2015.0,LA18,O,1,62500.0,NA
2015.0,LA18,S,36,124443.05555555556,42917.008204836085
2015.0,LA18,T,75,74268.66666666667,30243.09254766858
2015.0,LA19,D,2,219500.0,41719.300090006305
2015.0,LA19,S,2,215e3,183847.76310850235
2015.0,LA19,T,5,115700.0,33848.190498164004
2015.0,LA2,D,96,331161.8958333333,125136.56949778205
2015.0,LA2,F,29,140318.9655172414,84400.71133522294
2015.0,LA2,O,5,472e3,544306.8987253422
2015.0,LA2,S,99,193589.797979798,72352.99640819644
2015.0,LA2,T,92,175533.03260869565,90722.80545311986
2015.0,LA20,D,7,296942.85714285716,76957.82085321928
2015.0,LA20,O,3,696333.3333333334,483291.14758428314
2015.0,LA20,S,1,315e3,NA
2015.0,LA20,T,7,169242.85714285713,73342.20833742003
2015.0,LA21,D,3,588333.3333333334,250815.33711743652
2015.0,LA21,F,2,102875.0,1237.4368670764582
2015.0,LA21,O,1,371700.0,NA
2015.0,LA21,S,3,211666.66666666666,129646.9565139627
2015.0,LA21,T,5,287828.0,81464.87261390642
2015.0,LA22,D,43,536336.7674418605,300233.3630405837
2015.0,LA22,F,38,264079.2631578947,98257.30223924472
2015.0,LA22,O,9,487978.55555555556,393451.06505228544
2015.0,LA22,S,16,412468.75,141967.77436564022
2015.0,LA22,T,41,341047.53658536583,145571.42592660445
2015.0,LA23,D,39,553620.1025641026,423649.7341876333
2015.0,LA23,F,42,180572.61904761905,115832.22897183253
2015.0,LA23,O,10,406350.0,268161.2336304825
2015.0,LA23,S,26,268324.23076923075,149227.3646935595
2015.0,LA23,T,59,257042.0338983051,154542.2390930563
2015.0,LA3,D,114,197725.3596491228,69292.80205031797
2015.0,LA3,F,48,88420.20833333333,31908.54202578039
2015.0,LA3,O,15,492899.93333333335,774574.5175717409
2015.0,LA3,S,188,136065.664893617,41120.87515792208
2015.0,LA3,T,118,106494.70338983051,39435.98510868552
2015.0,LA4,D,48,221611.45833333334,79632.28138295139
2015.0,LA4,F,98,89111.22448979592,47558.1892796323
2015.0,LA4,O,3,183666.66666666666,121166.55204029425
2015.0,LA4,S,244,145853.04098360657,39905.49392478472
2015.0,LA4,T,125,98613.24,34492.00709336925
2015.0,LA5,D,119,308453.7394957983,151095.80697165165
2015.0,LA5,F,19,224026.31578947368,128162.92513873488
2015.0,LA5,O,3,34e4,147224.31864335458
2015.0,LA5,S,83,181989.156626506,63914.69068895987
2015.0,LA5,T,74,144452.02702702704,72155.67808146855
2015.0,LA6,D,95,345867.51578947366,169956.65853261398
2015.0,LA6,F,19,160707.8947368421,60050.75923092502
2015.0,LA6,O,4,201754.75,63866.9183295755
2015.0,LA6,S,51,223036.76470588235,79330.04748406199
2015.0,LA6,T,69,213901.71014492755,114286.78958720487
2015.0,LA7,D,29,330327.5862068966,90043.2709334467
2015.0,LA7,F,4,157737.5,66908.46203333826
2015.0,LA7,O,1,132e3,NA
2015.0,LA7,S,27,208222.22222222222,86436.42987916849
2015.0,LA7,T,19,181986.84210526315,62289.003492914795
2015.0,LA8,D,55,357936.36363636365,179067.62261227868
2015.0,LA8,F,6,212547.66666666666,90895.75585618212
2015.0,LA8,O,4,971250.0,1189035.8489128912
2015.0,LA8,S,30,271185.0,85523.81413666465
2015.0,LA8,T,29,247198.5172413793,102174.35853642561
2015.0,LA9,D,129,315770.6976744186,105475.74753220857
2015.0,LA9,F,147,154249.89115646257,71697.15104856835
2015.0,LA9,O,17,916066.7647058824,2632257.5499169324
2015.0,LA9,S,188,204345.47872340426,71476.86468593245
2015.0,LA9,T,242,171212.34297520661,65147.91085139237
2015.0,LD1,D,106,218844.37735849057,77368.7781290979
2015.0,LD1,F,28,54650.0,18959.640370085162
2015.0,LD1,S,64,138977.34375,32984.30835403778
2015.0,LD1,T,19,105973.68421052632,36855.375638436955
2015.0,LD2,D,42,240445.11904761905,104151.91396955732
2015.0,LD2,O,2,442500.0,413657.4669941303
2015.0,LD2,S,11,177635.9090909091,63795.31475030834
2015.0,LD2,T,12,112987.75,38451.83919026028
2015.0,LD3,D,101,264653.4653465347,91088.98787927815
2015.0,LD3,F,10,100100.0,40552.298194909854
2015.0,LD3,O,8,411375.0,250401.35639751292
2015.0,LD3,S,58,178515.25862068965,62683.00843566761
2015.0,LD3,T,75,146796.66666666666,55104.10622197335
2015.0,LD4,D,4,245125.0,23488.91582569674
2015.0,LD4,S,3,118333.33333333333,35736.30273731928
2015.0,LD4,T,3,153166.66666666666,11514.483632943915
2015.0,LD5,D,10,230670.6,60081.43491443741
2015.0,LD5,T,3,103333.33333333333,47912.24617290796
2015.0,LD6,D,27,199944.44444444444,65834.63160031138
2015.0,LD6,S,5,115400.0,38578.491416850404
2015.0,LD6,T,11,99045.45454545454,30665.49734266065
2015.0,LD7,D,40,239665.0,113289.11120645584
2015.0,LD7,F,1,49e3,NA
2015.0,LD7,O,2,158200.0,45537.67670841366
2015.0,LD7,S,8,113312.5,40649.1411787682
2015.0,LD7,T,9,139333.33333333334,67613.33078616968
2015.0,LD8,D,39,257306.41025641025,84275.79113235993
2015.0,LD8,S,11,203545.45454545456,85615.84390329121
2015.0,LD8,T,7,168357.14285714287,84656.51888942865
2015.0,LE1,D,1,135e3,NA
2015.0,LE1,F,218,108762.90825688074,46249.449686309534
2015.0,LE1,O,53,747964.2264150943,983793.9127817223
2015.0,LE1,S,2,206500.0,26162.95090390226
2015.0,LE1,T,17,205823.5294117647,70310.23689168389
2015.0,LE10,D,509,278637.38899803534,103790.51106091241
2015.0,LE10,F,91,83362.05494505494,22835.733425373608
2015.0,LE10,O,19,1408219.3157894737,2216641.95337873
2015.0,LE10,S,405,161008.93086419752,50581.374521412596
2015.0,LE10,T,285,138914.99649122806,45561.56433692169
2015.0,LE11,D,246,266156.73170731706,98788.57434034119
2015.0,LE11,F,84,100620.11904761905,32514.89779933684
2015.0,LE11,O,27,470569.55555555556,586159.953086405
2015.0,LE11,S,264,160847.80303030304,48788.59499338689
2015.0,LE11,T,281,138066.23487544485,42735.24118204428
2015.0,LE12,D,586,310372.3720136519,139894.7311476869
2015.0,LE12,F,45,128627.77777777778,61124.70073876879
2015.0,LE12,O,10,603875.0,851061.3573813452
2015.0,LE12,S,408,173346.03921568627,57819.10914241956
2015.0,LE12,T,327,157510.2874617737,81960.75830375733
2015.0,LE13,D,181,235537.38121546962,56764.75016312188
2015.0,LE13,F,37,104055.94594594595,19930.605369277822
2015.0,LE13,O,10,92e4,1235581.284704131
2015.0,LE13,S,215,156398.0465116279,33153.98715492384
2015.0,LE13,T,143,130126.58041958042,47181.40287312611
2015.0,LE14,D,130,389287.6538461539,182718.86394659284
2015.0,LE14,F,5,103300.0,43579.811839887516
2015.0,LE14,O,6,422166.6666666667,293233.9793862005
2015.0,LE14,S,78,195210.96153846153,94527.74245944426
2015.0,LE14,T,56,166257.125,67714.08335562982
2015.0,LE15,D,389,374292.54241645243,232501.30149906507
2015.0,LE15,F,43,124662.44186046511,57932.59741544574
2015.0,LE15,O,11,970827.0,1008253.9013160326
2015.0,LE15,S,155,217889.87096774194,87655.57827351184
2015.0,LE15,T,198,191154.87373737374,82779.19791671848
2015.0,LE16,D,362,361063.51933701657,176459.05853550404
2015.0,LE16,F,107,193345.79439252336,75485.22461679432
2015.0,LE16,O,13,638529.5384615385,678234.698000087
2015.0,LE16,S,213,221053.2394366197,69773.34336901533
2015.0,LE16,T,219,197436.34703196347,70877.6869473564
2015.0,LE17,D,228,353109.6140350877,150450.59882623257
2015.0,LE17,F,11,101950.0,28503.376992910857
2015.0,LE17,O,8,1153812.5,1758460.526741258
2015.0,LE17,S,105,207168.52380952382,66893.04055702184
2015.0,LE17,T,63,166949.47619047618,72895.59907439369
2015.0,LE18,D,127,228985.3622047244,47019.00705197294
2015.0,LE18,F,13,81876.92307692308,20567.891799523914
2015.0,LE18,O,5,625e3,504467.54107672774
2015.0,LE18,S,295,156999.30847457628,28176.39085201183
2015.0,LE18,T,172,126876.3953488372,26846.98952000447
2015.0,LE19,D,103,269713.4077669903,79689.63404954085
2015.0,LE19,F,20,136572.45,29953.234436499417
2015.0,LE19,O,12,639699.25,351709.2478782917
2015.0,LE19,S,71,170120.50704225354,30285.886290422113
2015.0,LE19,T,75,142882.66666666666,24714.466019532585
2015.0,LE2,D,271,340637.62361623615,157593.76464124004
2015.0,LE2,F,233,139141.7296137339,54678.59353468125
2015.0,LE2,O,26,528559.5384615385,425645.20174147206
2015.0,LE2,S,447,187578.3288590604,78783.07459606184
2015.0,LE2,T,582,143534.8058419244,51343.62783288122
2015.0,LE3,D,311,251274.26045016077,82069.2768384932
2015.0,LE3,F,94,86423.77659574468,26276.25188781943
2015.0,LE3,O,19,547326.8421052631,389359.40084041504
2015.0,LE3,S,576,148924.75173611112,38277.57448613658
2015.0,LE3,T,605,117387.39008264463,29388.47975011778
2015.0,LE4,D,190,222082.86842105264,74553.96364225684
2015.0,LE4,F,69,91692.7536231884,31172.974809641175
2015.0,LE4,O,26,1935174.6923076923,6500477.71071705
2015.0,LE4,S,426,155021.70422535212,36310.0777042191
2015.0,LE4,T,386,126878.65284974093,32066.995529995198
