year,outcode,property_type,n,avg_price,sd,q05,q10,q15,q20,q25,q50,q75
2016.0,DE6,D,243,363369.6913580247,168836.89885595776,185500.0,22e4,23e4,25e4,26e4,325e3,42e4
2016.0,DE6,F,14,136035.7142857143,60722.08579501121,72800.0,84500.0,100750.0,103800.0,105e3,123500.0,141125.0
2016.0,DE6,O,25,587990.0,399633.3377536005,38200.00000000002,141e3,230999.99999999997,313e3,325e3,51e4,777777.0
2016.0,DE6,S,79,219861.3924050633,83359.83973934743,144700.0,158e3,16e4,164200.0,17e4,19e4,23e4
2016.0,DE6,T,92,194184.78260869565,104406.42130559942,101100.0,115e3,124442.5,13e4,134e3,161250.0,204e3
2016.0,DE65,D,240,285021.4125,95997.55398649372,167975.0,189e3,205e3,21e4,223750.0,265e3,330625.0
2016.0,DE65,F,46,103172.71739130435,28310.326064814853,61625.0,64500.0,67375.0,8e4,82750.0,99975.0,124362.5
2016.0,DE65,O,8,2993250.0,6907575.541182511,291750.0,293500.0,297750.0,317e3,336250.0,501500.0,966500.0
2016.0,DE65,S,123,184879.0975609756,62419.5992825728,135e3,141e3,145950.0,149950.0,151625.0,166e3,186750.0
2016.0,DE65,T,102,168097.4019607843,57332.09923626404,120100.0,124099.5,130750.0,14e4,144250.0,157747.5,17e4
2016.0,DE7,D,237,239146.5654008439,100823.14412804932,114900.0,141200.0,153800.0,163200.0,175e3,22e4,28e4
2016.0,DE7,F,26,65979.07692307692,10509.347770144737,52625.0,53975.0,54987.5,56500.0,58500.0,65130.5,73625.0
2016.0,DE7,O,45,229176.2888888889,190276.93384817994,56567.200000000004,8e4,83800.0,97600.00000000001,124600.0,176e3,25e4
2016.0,DE7,S,349,130960.0687679083,44886.46876255992,78e3,85e3,94200.0,98270.0,102500.0,125e3,148e3
2016.0,DE7,T,234,99591.00427350428,35617.88605811564,60650.0,65e3,69e3,71300.0,73250.0,9e4,117500.0
2016.0,DE72,D,165,324777.4121212121,172372.89816263944,179960.0,185e3,193800.0,204600.0,215e3,282e3,369950.0
2016.0,DE72,F,86,115688.91860465116,27161.497588537353,88250.0,102596.0,102596.0,103496.0,103496.0,116548.0,121496.0
2016.0,DE72,O,10,277963.1,279123.9685764692,26549.999999999996,44099.99999999999,67599.99999999999,92800.0,104500.0,167718.0,380548.75
2016.0,DE72,S,117,174379.34188034188,58417.61634678985,114800.0,122400.0,128480.0,133200.0,139995.0,16e4,194e3
2016.0,DE72,T,53,155523.5849056604,55329.516920632326,103200.0,115300.0,117900.0,122e3,127e3,141e3,177e3
2016.0,DE73,D,169,325047.47928994085,116418.26984193308,188200.0,204400.0,213395.0,227500.0,24e4,299995.0,379950.0
2016.0,DE73,F,39,101951.92307692308,23879.105726207603,74500.0,83400.0,84875.0,84875.0,86e3,94575.0,11e4
2016.0,DE73,O,5,904472.0,1471003.2270256921,41888.0,61415.99999999999,80944.00000000001,100472.0,12e4,26e4,615e3
2016.0,DE73,S,101,192338.56435643564,66538.82998797255,125e3,133e3,136995.0,145e3,15e4,174995.0,216e3
2016.0,DE73,T,87,188085.40229885056,73358.1539879673,106500.0,122300.0,124800.0,128800.0,138500.0,181e3,209972.5
2016.0,DE74,D,129,285027.43410852714,122476.80170845398,166100.0,176800.0,185e3,198e3,212e3,26e4,33e4
2016.0,DE74,F,7,108074.14285714286,28040.161319249284,67400.0,84800.0,102199.99999999999,108200.0,108500.0,114e3,116750.0
2016.0,DE74,O,18,1579233.7777777778,1916704.440017309,106550.00000000001,127800.0,134500.0,235400.00000000012,380500.0,732500.0,1802500.0
2016.0,DE74,S,89,172674.40449438203,48597.67503901971,119100.0,120218.0,132400.0,138600.0,146800.0,162e3,185e3
2016.0,DE74,T,53,173467.05660377358,90214.83413036799,105138.0,115200.0,123600.0,125400.0,129e3,146e3,185e3
2016.0,DE75,D,120,187197.79166666666,55905.99312364556,116900.0,123600.0,139249.99999999997,144e3,149987.5,179975.0,219962.5
2016.0,DE75,F,1,41e3,NA,41e3,41e3,41e3,41e3,41e3,41e3,41e3
2016.0,DE75,O,11,337366.45454545453,406004.7458056035,72750.0,92500.0,93750.0,95e3,11e4,186e3,431139.5
2016.0,DE75,S,127,124901.96850393701,31907.37238885247,81800.0,93400.0,99900.0,105500.0,112500.0,126500.0,133e3
2016.0,DE75,T,126,97564.68253968254,32467.136656909137,61625.0,64500.0,68250.0,71e3,75e3,90625.0,118e3
2016.0,DH1,D,190,340651.1947368421,153214.75998592266,13e4,159950.0,19e4,218000.00000000003,25e4,308497.5,423750.0
2016.0,DH1,F,83,129101.48192771085,61959.2479558356,59050.0,68700.0,73500.0,78400.0,81500.0,119e3,163750.0
2016.0,DH1,O,30,1133525.7666666666,1812238.1705746928,24658.40000000001,74765.20000000001,13e4,146e3,156687.5,419008.5,1005e3
2016.0,DH1,S,278,173701.5179856115,83077.57930267403,96775.0,11e4,116275.0,122700.0,129237.5,155e3,19e4
2016.0,DH1,T,163,197304.26380368098,138714.9919145803,70450.0,81400.0,90900.0,1e5,112250.0,159950.0,239775.0
2016.0,DH2,D,103,217851.06796116504,71353.93328967298,150700.0,157600.0,164965.0,168e3,177475.0,209e3,247475.0
2016.0,DH2,F,28,74883.75,33215.68913723018,34450.0,39696.5,42535.0,49600.0,55375.0,72500.0,82750.0
2016.0,DH2,O,13,76452.69230769231,70043.9441117558,5068.0,5650.0,5650.0,5650.0,5650.0,84665.0,12e4
2016.0,DH2,S,150,125246.02666666667,40151.46646530759,65800.0,77750.0,80350.0,87400.0,96125.0,124497.5,15e4
2016.0,DH2,T,173,83948.86705202312,34366.3106314639,32900.0,38356.0,45840.0,51600.0,58e3,84e3,102e3
2016.0,DH3,D,66,255186.65151515152,86459.99326509207,142500.0,175500.0,184e3,194950.0,199950.0,228250.0,304500.0
2016.0,DH3,F,29,84187.93103448275,29580.476353175723,44e3,54e3,58200.0,59600.0,61e3,85e3,103e3
2016.0,DH3,O,13,153468.84615384616,91799.02676485387,37060.00000000001,64550.00000000001,84200.0,99661.6,113029.0,13e4,205e3
2016.0,DH3,S,132,159435.57575757575,50770.139599307266,89100.0,97200.00000000001,109300.0,119920.0,125750.0,148500.0,185500.0
2016.0,DH3,T,152,101677.0197368421,43796.34158335261,47500.0,55e3,62500.0,67100.0,74500.0,87750.0,124950.0
2016.0,DH4,D,146,227286.86301369863,92813.98530569588,158500.0,165e3,169998.75,175e3,18e4,204495.0,25e4
2016.0,DH4,F,8,62187.375,32180.32479165536,34799.65,37599.3,39999.05,39999.4,39999.75,49500.0,75e3
2016.0,DH4,O,13,333667.6923076923,476565.3364335935,30198.000000000004,50437.0,60747.99999999999,90111.00000000003,129e3,16e4,265e3
2016.0,DH4,S,167,123227.22754491017,44163.223556617435,56450.0,69980.0,75e3,81e3,86400.0,123e3,148997.5
2016.0,DH4,T,151,83102.58278145695,40868.084845652294,39750.0,45e3,48500.0,52e3,54500.0,73e3,100500.0
2016.0,DH5,D,124,190720.28225806452,66960.42639172752,116995.0,125118.5,128895.0,136200.0,152212.5,179997.5,211237.5
2016.0,DH5,F,4,45875.0,17589.65131358019,24674.999999999996,29850.0,35025.0,40200.0,45375.0,54500.0,55e3
2016.0,DH5,O,8,161931.25,262859.6623641868,2e4,2e4,20375.0,23e3,25625.0,79e3,117462.5
2016.0,DH5,S,107,111724.14953271027,33450.53525301618,52600.0,64800.0,73755.0,84960.0,91692.5,118500.0,129975.0
2016.0,DH5,T,106,68600.42452830188,30828.025824671793,30625.0,35500.0,4e4,42400.0,49e3,62e3,85e3
2016.0,DH6,D,186,167330.27956989247,56642.11469748017,95245.0,104972.5,111125.0,121e3,130498.75,163497.5,184950.0
2016.0,DH6,F,6,34916.666666666664,16734.445514168274,18875.0,19250.0,19625.0,2e4,22e3,30500.0,45750.0
2016.0,DH6,O,18,261499.66666666666,294895.9132457736,2e3,9000.000000000002,29049.999999999993,43e3,44250.0,140997.0,453750.0
2016.0,DH6,S,231,96153.4458874459,43463.22694842025,39622.5,45e3,52750.0,6e4,66e3,94950.0,12e4
2016.0,DH6,T,202,81437.08910891089,42160.745732946765,25100.0,34955.0,39950.0,45e3,48500.0,75e3,111750.0
2016.0,DH7,D,166,206910.0,77842.32768483956,128125.0,137750.0,141875.0,15e4,16e4,187997.5,242500.0
2016.0,DH7,F,22,129020.45454545454,48582.35192774397,70100.0,72300.0,75742.5,85960.0,114375.0,14e4,14e4
2016.0,DH7,O,14,457757.14285714284,901309.6084751735,9650.0,22599.999999999993,49900.00000000001,57760.0,74950.0,162e3,38e4
2016.0,DH7,S,206,113155.83980582525,56924.41201905975,50500.0,62500.0,66e3,72e3,78e3,98e3,133750.0
2016.0,DH7,T,247,85330.7044534413,44471.15478834618,37e3,40800.0,44e3,5e4,54497.5,78e3,106500.0
2016.0,DH8,D,169,205489.30177514793,89957.05981789874,1e5,119888.0,126296.0,131197.0,152e3,188450.0,237e3
2016.0,DH8,F,10,66899.9,21443.563657242754,38900.0,39800.0,42799.649999999994,46399.2,48499.25,71500.0,85625.0
2016.0,DH8,O,18,263950.0,232672.96412624765,49812.5,64675.00000000001,78800.0,91600.0,108125.0,221250.0,289712.5
2016.0,DH8,S,197,105553.60406091371,43846.59083105205,46200.0,54600.0,59080.0,66200.0,74e3,97e3,128e3
2016.0,DH8,T,299,90678.42140468227,43652.03830595742,43900.0,5e4,54665.0,59380.0,62075.0,78500.0,11e4
2016.0,DH9,D,101,180469.20792079208,63907.42285029445,112e3,124995.0,129950.0,132500.0,142495.0,172700.0,2e5
2016.0,DH9,F,8,54487.5,24792.017004327365,22975.0,29450.000000000004,35125.0,36e3,36875.0,57750.0,67125.0
2016.0,DH9,O,14,163796.92857142858,165825.6028568588,44904.95,50100.0,54650.0,64e3,73125.0,114500.0,152e3
2016.0,DH9,S,121,103765.20661157025,36292.6901925896,5e4,6e4,64950.0,7e4,76e3,104500.0,13e4
2016.0,DH9,T,318,64827.74528301887,38168.873843577894,25e3,30388.5,36e3,39474.200000000004,40812.5,58e3,78e3
2016.0,DL1,D,129,180671.43410852714,51074.65364922412,121100.0,133600.0,14e4,146200.0,15e4,174950.0,194950.0
2016.0,DL1,F,30,73610.0,22597.396096560056,41800.0,44900.0,50050.0,54400.0,58500.0,70500.0,91e3
2016.0,DL1,O,43,2551061.2790697673,7483174.133966047,25e3,31200.000000000004,45900.0,54550.0,64750.0,16e4,725e3
2016.0,DL1,S,310,114594.92258064516,34055.829277246754,71450.0,8e4,85e3,9e4,95e3,11e4,129995.0
2016.0,DL1,T,239,83329.51464435147,51197.047972428765,39900.0,44560.0,47850.0,5e4,53e3,71e3,94500.0
2016.0,DL10,D,94,292271.55319148937,117020.31379205818,162500.0,177900.0,189850.0,203e3,214e3,27e4,34e4
2016.0,DL10,F,18,117916.66666666667,47991.190980894666,67675.0,70250.0,71e3,73e3,78750.0,102500.0,16e4
2016.0,DL10,O,9,880274.2222222222,1432911.4455472971,89e3,123e3,142600.0,147800.0,153e3,24e4,72e4
2016.0,DL10,S,98,178717.55102040817,62712.8361391915,114550.0,120350.0,125e3,127200.0,14e4,164750.0,198e3
2016.0,DL10,T,81,207690.1234567901,97592.87865277143,102400.0,11e4,115e3,124e3,134e3,180150.0,255e3
2016.0,DL11,D,36,329069.44444444444,107939.47727299893,175875.0,212500.0,25e4,262500.0,265e3,321500.0,375e3
2016.0,DL11,F,1,15e4,NA,15e4,15e4,15e4,15e4,15e4,15e4,15e4
2016.0,DL11,O,5,677600.0,1014068.624403694,186700.0,189400.0,192100.0,194800.0,197500.0,221500.0,295e3
2016.0,DL11,S,16,247715.625,76697.56997182722,163750.0,172500.0,176500.0,181e3,202750.0,232e3,258712.5
2016.0,DL11,T,26,230855.76923076922,95915.01897713734,118125.0,124500.0,144375.0,166500.0,17e4,197500.0,307875.0
2016.0,DL12,D,66,240382.13636363635,107264.3841987403,125750.0,137500.0,148750.0,177e3,179996.25,219995.0,273746.25
2016.0,DL12,F,21,98630.95238095238,20734.274017857944,67e3,7e4,73e3,73e3,78e3,105e3,11e4
2016.0,DL12,O,11,500794.36363636365,695659.7485477038,75e3,9e4,119250.0,148500.0,157869.0,22e4,285e3
2016.0,DL12,S,76,154502.0,76583.01401746996,74e3,77e3,77e3,8e4,95447.75,139997.5,185e3
2016.0,DL12,T,73,153979.8904109589,71035.4036700796,55e3,74e3,79400.0,86600.0,105e3,145e3,192e3
2016.0,DL13,D,54,255784.44444444444,112473.55433681836,128250.0,138950.0,142099.5,157800.0,190500.0,235500.0,308750.0
2016.0,DL13,F,6,57666.666666666664,33025.242870668895,21500.0,26e3,30500.0,35e3,39e3,55e3,68e3
2016.0,DL13,O,11,476954.54545454547,516756.7829523602,22500.0,22500.0,41250.0,6e4,89e3,29e4,841e3
2016.0,DL13,S,35,122905.71428571429,71022.7146467827,46140.0,50800.0,57345.0,64050.0,71e3,115e3,146250.0
2016.0,DL13,T,113,90830.08849557523,50901.190845169665,28e3,35600.00000000001,45e3,5e4,55e3,8e4,112e3
2016.0,DL14,D,131,195074.40458015268,97820.7303283983,124975.0,13e4,14e4,142e3,147500.0,17e4,2e5
2016.0,DL14,F,97,45618.0412371134,28470.704228176055,29e3,29e3,29e3,29950.0,29950.0,32e3,44e3
2016.0,DL14,O,33,278840.9090909091,390928.53116301546,16e3,30000.000000000007,5e4,61e3,8e4,147e3,284500.0
2016.0,DL14,S,149,105628.32214765101,39058.79688873584,46200.0,57400.00000000001,6e4,71500.0,77500.0,106e3,131e3
2016.0,DL14,T,343,65142.51895043732,40352.693779499605,2e4,24670.0,29e3,34e3,38e3,55e3,8e4
2016.0,DL15,D,128,178564.4140625,55733.370559704286,106050.0,124550.0,134952.5,141e3,145e3,16e4,201250.0
2016.0,DL15,F,5,42439.2,17115.47496273475,24500.0,24500.0,24500.0,24500.0,24500.0,46500.0,56696.0
2016.0,DL15,O,12,96750.0,67805.03467496147,11675.0,21900.000000000004,32350.0,39200.0,39750.0,105e3,122750.0
2016.0,DL15,S,69,102801.52173913043,51453.398013499056,41700.0,49800.0,6e4,63300.0,74800.0,94e3,117e3
2016.0,DL15,T,175,67048.97142857143,31643.627785001685,3e4,35e3,4e4,43300.0,46750.0,62e3,78e3
2016.0,DL16,D,116,199283.93103448275,71474.55832024053,124750.0,135500.0,145e3,152e3,159746.25,186497.5,216248.75
2016.0,DL16,F,9,70332.22222222222,20147.663343287342,47600.0,53200.0,56800.0,58400.0,6e4,64e3,88e3
2016.0,DL16,O,6,208125.0,180154.0833564424,63e3,85e3,107e3,129e3,131437.5,139375.0,222500.0
2016.0,DL16,S,127,110318.66929133858,40894.51921577957,50865.0,62400.0,72300.0,79190.0,84523.0,115e3,130497.5
2016.0,DL16,T,160,82929.45625,39916.6613862493,29950.0,35995.0,38925.0,41999.99999999999,48e3,8e4,112625.0
2016.0,DL17,D,57,262740.36842105264,722244.220218891,118e3,126595.0,127995.0,129995.0,13e4,155e3,18e4
2016.0,DL17,F,2,4e4,14142.13562373095,31000.000000000004,32e3,33e3,34e3,35e3,4e4,45e3
2016.0,DL17,O,9,255449.55555555556,328607.17224640393,29e3,33e3,35300.0,35900.0,36500.0,1e5,391796.0
2016.0,DL17,S,75,86728.66666666667,51413.29142702653,42100.0,45e3,47100.0,54760.0,59475.0,72e3,102e3
2016.0,DL17,T,182,50154.63736263736,42599.541340751006,18e3,21100.000000000004,24e3,25e3,26e3,35250.0,63625.0
2016.0,DL2,D,93,283819.34408602153,112638.6241482501,174200.0,183400.0,197900.0,21e4,215e3,245e3,315e3
2016.0,DL2,F,12,148375.0,92620.71361692854,64900.0,74e3,79500.0,83800.0,86e3,106e3,223750.0
2016.0,DL2,O,31,166193.5483870968,394350.40842334105,37500.0,6e4,6e4,6e4,65e3,65e3,67500.0
2016.0,DL2,S,66,198856.0606060606,108105.46115684781,100125.0,112250.0,119750.0,127e3,134625.0,17e4,214375.0
2016.0,DL2,T,105,165710.46666666667,72248.60924254562,86800.0,96e3,106500.0,118200.0,125e3,143e3,185e3
2016.0,DL3,D,119,242936.97478991596,93819.08177087361,156300.0,163600.0,173730.0,18e4,180750.0,207500.0,272750.0
2016.0,DL3,F,84,101694.28571428571,31152.06483460692,67150.0,72950.0,75e3,77200.0,79998.75,89950.0,119250.0
2016.0,DL3,O,11,268272.7272727273,245827.2120450016,23e3,23e3,66500.0,11e4,112500.0,15e4,407500.0
2016.0,DL3,S,281,174378.34519572955,72422.9725949162,98e3,11e4,117e3,122e3,125e3,157e3,2e5
2016.0,DL3,T,288,105999.0,80916.47865804665,41350.0,46500.0,5e4,54e3,55e3,74e3,116e3
2016.0,DL4,D,35,196779.0285714286,116453.4814402643,92750.0,117e3,120500.0,126600.0,134997.5,175e3,204950.0
2016.0,DL4,F,4,35125.0,15450.8629748201,22450.0,22900.0,23350.0,23800.0,24250.0,31250.0,42125.0
2016.0,DL4,O,5,557961.0,810667.3227841369,25e3,31750.0,38500.0,45250.0,52e3,2e5,564e3
2016.0,DL4,S,38,95797.44736842105,34861.60245087855,41975.0,48952.4,53850.0,58798.0,65e3,101250.0,128e3
2016.0,DL4,T,119,50365.90756302521,30087.630207302518,19950.0,24500.0,26400.0,3e4,33250.0,45e3,6e4
2016.0,DL5,D,119,200842.23529411765,62799.71468556395,124600.0,131999.0,143800.0,148800.0,158250.0,193e3,237e3
2016.0,DL5,F,6,48333.333333333336,18337.57526683031,31250.0,32500.0,33750.0,35e3,36250.0,43500.0,55250.0
2016.0,DL5,O,9,183422.22222222222,271629.38803532365,2319.9999999999995,3440.0,4120.0,4360.0,4600.0,84e3,125e3
2016.0,DL5,S,126,117123.45238095238,36487.44753179803,60500.0,8e4,87375.0,94995.0,98373.75,117500.0,13e4
2016.0,DL5,T,166,86602.56626506025,29830.216952326293,52125.0,55e3,58e3,63975.0,66e3,79250.0,105746.25
2016.0,DL6,D,69,296381.17391304346,95578.38428790767,178200.0,201400.0,212600.0,225600.0,23e4,28e4,325e3
2016.0,DL6,F,10,92400.0,25466.535776277942,60525.0,67050.0,69025.0,69700.0,74500.0,93e3,103125.0
2016.0,DL6,O,6,98383.33333333333,87868.50213055112,4025.0,6350.0,8675.0,11e3,27750.0,94e3,147200.0
2016.0,DL6,S,61,177851.22950819673,66204.82460173464,118e3,128e3,13e4,137500.0,14e4,155e3,198e3
2016.0,DL6,T,63,162189.68253968254,64591.93383098718,91400.0,112e3,12e4,12e4,125e3,145e3,170750.0
2016.0,DL7,D,113,279978.0442477876,89623.3369878975,177600.0,194960.0,2e5,211400.0,22e4,265e3,320995.0
2016.0,DL7,F,20,146407.95,34588.84710495567,114750.0,115450.0,117200.0,119500.0,12e4,136900.0,156737.5
2016.0,DL7,O,9,960911.1111111111,1869039.13378268,125e3,125e3,13e4,14e4,15e4,325e3,44e4
2016.0,DL7,S,92,186760.71739130435,86811.45872475162,48947.5,57379.999999999985,139650.0,149400.0,157375.0,183497.5,201246.25
2016.0,DL7,T,78,172983.5,75663.21427644254,65200.0,79200.0,104997.75,12e4,132e3,18e4,208e3
2016.0,DL8,D,172,307658.3313953488,101859.65741477642,188425.0,205e3,216408.45,225400.0,239500.0,286250.0,354373.75
2016.0,DL8,F,11,130863.63636363637,29395.655213901005,94e3,107e3,108500.0,11e4,112500.0,128e3,149e3
2016.0,DL8,O,18,356750.1111111111,265907.64761271555,68375.0,94e3,113749.99999999999,139e3,164125.25,269e3,548750.0
2016.0,DL8,S,83,203554.0481927711,47016.148783288096,15e4,154200.0,16e4,164557.6,168250.0,199950.0,233750.0
2016.0,DL8,T,72,197993.75,70212.67688671748,122750.0,130700.0,141950.0,147590.0,153525.0,183250.0,219237.5
2016.0,DL9,D,47,193465.87234042553,43483.308638071496,120800.0,126500.0,149200.0,156200.0,162250.0,195e3,222475.0
2016.0,DL9,F,3,75e3,17255.433926737398,59650.0,61300.0,62950.0,64600.0,66250.0,74500.0,83500.0
2016.0,DL9,O,3,10258600.0,17529925.039200824,48220.000000000015,70639.99999999999,93060.00000000001,115479.99999999997,137900.0,25e4,15375e3
2016.0,DL9,S,87,145431.091954023,31482.60668215187,9e4,99600.0,11e4,116800.0,121625.0,149950.0,174260.0
2016.0,DL9,T,53,122923.11320754717,31740.059734481845,78800.0,9e4,94400.0,98900.0,105e3,118702.0,139950.0
2016.0,DN1,D,4,222500.0,35939.76442141304,191500.0,193e3,194500.0,196e3,197500.0,215e3,24e4
2016.0,DN1,F,4,76748.75,23071.03175521199,63e3,63e3,63e3,63e3,63e3,66497.5,80246.25
2016.0,DN1,O,29,1761051.896551724,5291618.887421075,61600.0,78200.0,122e3,134200.0,147500.0,24e4,8e5
2016.0,DN1,S,6,211658.33333333334,101677.43317308255,103737.5,112475.0,121212.5,129950.0,143712.5,197500.0,258750.0
2016.0,DN1,T,98,88698.63265306123,43964.79441820237,41157.7,45e3,50275.0,54400.0,58250.0,72e3,125e3
2016.0,DN10,D,131,274250.9770992366,105654.49897548616,149e3,165e3,176500.0,188700.0,2e5,25e4,321e3
2016.0,DN10,F,9,104222.22222222222,30199.452717631233,66e3,67e3,7e4,75e3,8e4,105e3,112500.0
2016.0,DN10,O,6,174250.0,134471.46537462884,40125.0,71750.0,103375.0,135e3,137500.0,153500.0,171750.0
2016.0,DN10,S,49,152864.2857142857,65806.41670207144,93200.0,103600.0,11e4,113e3,12e4,132500.0,157e3
2016.0,DN10,T,39,167745.2564102564,65759.80501184353,94100.0,106e3,109096.5,116800.00000000001,123500.0,14e4,208100.0
2016.0,DN11,D,232,215323.1724137931,70044.516146609,129100.0,139955.0,149825.0,155250.0,165e3,209995.0,244996.25
2016.0,DN11,F,3,87e3,25238.858928247926,67400.0,68800.0,70200.0,71600.0,73e3,8e4,97500.0
2016.0,DN11,O,13,293538.46153846156,327633.8442490884,54000.00000000001,71e3,74e3,75e3,75e3,115e3,288e3
2016.0,DN11,S,210,118584.79047619048,42175.169622118345,74972.5,78e3,85e3,88e3,91e3,112750.0,134999.75
2016.0,DN11,T,104,96151.26923076923,33906.29238741375,52300.0,55800.0,6e4,63900.0,66e3,95e3,121250.0
2016.0,DN12,D,37,170403.7837837838,67454.98499416528,93200.0,101e3,116100.0,12e4,126e3,165e3,182e3
2016.0,DN12,F,5,80999.0,5184.351936356173,77500.0,77500.0,77500.0,77500.0,77500.0,79995.0,8e4
2016.0,DN12,O,11,126300.0,75347.39544270924,17900.0,3e4,40500.0,51e3,56750.0,18e4,18e4
2016.0,DN12,S,158,97112.31012658228,26246.375555882114,6e4,66400.0,72775.0,75e3,77625.0,95e3,11e4
2016.0,DN12,T,88,76474.26136363637,31374.877240038022,3e4,4e4,43149.99999999999,5e4,5e4,7e4,99996.25
2016.0,DN14,D,300,236668.06,77578.28357276732,137375.0,155e3,164e3,175e3,181875.0,228997.5,267250.0
2016.0,DN14,F,21,104511.76190476191,39983.67329161337,55e3,57500.0,58500.0,62e3,75500.0,102500.0,137500.0
2016.0,DN14,O,23,425808.47826086957,905920.427028669,75200.0,78600.0,88718.5,98437.0,102500.0,175e3,3e5
2016.0,DN14,S,228,138306.75438596492,37777.386025586675,86e3,95e3,108025.0,112500.0,115e3,133500.0,155250.0
2016.0,DN14,T,292,100337.03424657535,38782.989893924176,58595.0,64e3,66912.5,7e4,72875.0,90750.0,12e4
2016.0,DN15,D,141,187999.0070921986,76917.80048769097,101e3,11e4,122500.0,129e3,132e3,17e4,225e3
2016.0,DN15,F,20,67557.75,14163.755307399755,56275.0,57500.0,57925.0,58400.0,59625.0,62500.0,76616.25
2016.0,DN15,O,22,196909.0909090909,164919.57898462974,34599.99999999999,66e3,75750.0,82400.0,94e3,16e4,247500.0
2016.0,DN15,S,248,103354.65322580645,25482.56648170756,65350.0,73e3,77750.0,80700.0,85e3,104975.0,118250.0
2016.0,DN15,T,81,79413.79012345678,39457.172307679386,39999.0,44e3,47e3,5e4,6e4,75e3,88e3
2016.0,DN16,D,119,166058.74789915967,45121.97520755072,105e3,119600.0,123550.0,133300.0,137500.0,161e3,19e4
2016.0,DN16,F,26,58317.269230769234,18727.499936847293,35874.75,42499.5,45e3,45e3,46e3,55500.0,71875.0
2016.0,DN16,O,8,189781.25,269268.8989752756,41000.00000000001,62000.000000000015,8e4,8e4,8e4,112500.0,131437.5
2016.0,DN16,S,270,102006.32592592592,25273.476265007794,6e4,70900.0,75e3,8e4,85e3,103700.0,118500.0
2016.0,DN16,T,87,88707.37931034483,23936.89183221182,54e3,60900.0,66405.0,69600.0,71500.0,85e3,102500.0
2016.0,DN17,D,195,195418.76923076922,67777.85268402046,115e3,124700.0,133100.0,138796.0,153250.0,18e4,226250.0
2016.0,DN17,F,10,58247.4,11469.522698583987,44499.45,48999.899999999994,5e4,5e4,5e4,55737.5,70250.0
2016.0,DN17,O,9,174944.44444444444,91286.10396866425,37699.99999999999,65900.0,84e3,92e3,1e5,2e5,23e4
2016.0,DN17,S,245,110262.22448979592,31792.471651955297,65500.0,75e3,8e4,84990.0,88e3,108e3,125500.0
2016.0,DN17,T,79,87283.54430379746,36044.752917975224,55e3,57400.0,59985.0,67660.0,69725.0,75500.0,93250.0
2016.0,DN18,D,108,187749.8148148148,60085.13418540009,11e4,121400.0,133100.0,148800.0,154250.0,175e3,221237.5
2016.0,DN18,F,7,76071.42857142857,17903.511227848972,50500.0,61e3,71500.0,75500.0,76250.0,8e4,8e4
2016.0,DN18,O,16,269335.9375,371631.0967757262,23750.0,44307.5,71461.25,95e3,106250.0,16e4,274380.0
2016.0,DN18,S,93,121563.78494623656,26611.51497690977,79400.0,88400.0,94800.0,98200.0,101e3,122500.0,137500.0
2016.0,DN18,T,73,97418.49315068492,41537.33971685506,40540.0,51600.0,59800.0,63400.0,7e4,92500.0,12e4
2016.0,DN19,D,84,215413.69047619047,70330.42810577506,127450.0,142250.0,152900.0,156800.0,163750.0,207500.0,253125.0
2016.0,DN19,S,37,119322.97297297297,29598.666436256968,76190.0,89300.0,94400.0,95200.0,1e5,114500.0,14e4
2016.0,DN19,T,12,109495.83333333333,52135.707787610896,42727.5,47e3,58e3,69800.0,83e3,107500.0,140625.0
2016.0,DN2,D,21,176714.2857142857,52895.31440226333,119e3,125e3,135e3,135e3,135e3,161e3,19e4
2016.0,DN2,F,6,81583.33333333333,25970.014760617036,55375.0,55750.0,56125.0,56500.0,61375.0,80500.0,90250.0
2016.0,DN2,O,5,827523.2,1436840.59265153,104400.0,115800.0,127200.0,138600.0,15e4,215e3,285e3
2016.0,DN2,S,239,115841.10878661087,38261.19245348875,69e3,75400.0,82e3,85e3,90500.0,111e3,135e3
2016.0,DN2,T,58,96644.8448275862,38737.98215714233,58700.0,62800.0,75e3,77e3,83e3,9e4,95750.0
2016.0,DN20,D,190,213180.43684210526,79664.66023151587,123295.65000000001,135e3,142675.0,148e3,153500.0,191875.0,26e4
2016.0,DN20,F,9,89827.77777777778,38090.3294084528,33200.0,36400.0,44500.00000000001,57500.0,70500.0,94e3,114e3
2016.0,DN20,O,7,498000.71428571426,912484.7962223287,31450.000000000004,54400.00000000001,77349.99999999999,88e3,92500.0,127500.0,307500.0
2016.0,DN20,S,116,123652.11206896552,42383.54105356825,76250.0,83500.0,90500.0,99950.0,102875.0,119475.0,131500.0
2016.0,DN20,T,55,111731.45454545454,36598.5666799986,62700.0,74200.0,78200.0,82800.0,88250.0,109e3,129e3
2016.0,DN21,D,279,202862.90681003584,79743.13713403112,118900.0,129995.0,134700.0,139995.0,145e3,18e4,235e3
2016.0,DN21,F,19,87244.15789473684,32047.580860795715,45399.899999999994,51600.0,53700.0,55200.0,60250.0,8e4,119100.0
2016.0,DN21,O,20,197639.75,156535.79957510813,36125.00000000001,39800.0,50200.0,54396.0,57473.75,163750.0,288750.0
2016.0,DN21,S,182,111761.04395604396,40323.92429036207,55e3,60050.0,7e4,80100.0,85e3,112e3,132e3
