year,outcode,property_type,n,avg_price,sd,q05,q10,q15,q20,q25,q50,q75
2015.0,CM23,O,16,1141843.75,1053904.6718236268,206250.0,291250.0,353125.0,4e5,426250.0,58e4,1587500.0
2015.0,CM23,S,191,358209.1518324607,110360.97077639542,25e4,26e4,272497.5,28e4,294500.0,335e3,395e3
2015.0,CM23,T,217,289521.3133640553,109929.12314786631,177600.0,209200.0,225398.0,236300.0,242500.0,263e3,316e3
2015.0,CM24,D,55,552698.6727272727,180323.36654281762,342500.0,374e3,401500.0,424e3,425500.0,522950.0,607500.0
2015.0,CM24,F,21,182975.7142857143,40818.499276851006,13e4,133e3,136e3,137e3,152e3,189995.0,205e3
2015.0,CM24,O,3,679650.0,67777.33765795172,633575.0,635400.0,637225.0,639050.0,640875.0,65e4,703600.0
2015.0,CM24,S,32,376750.0,118132.17447063814,254275.0,260235.0,263600.0,282e3,317500.0,357500.0,405500.0
2015.0,CM24,T,75,289438.0,92570.10328540349,195e3,217e3,230200.0,235e3,25e4,270500.0,315e3
2015.0,CM3,D,498,456921.6526104418,227200.5192314224,244850.0,267800.0,29e4,3e5,315e3,402497.5,528750.0
2015.0,CM3,F,121,150023.42975206612,43988.53580230242,85e3,107e3,116e3,125e3,125750.0,147e3,164995.0
2015.0,CM3,O,11,1070510.4545454546,1366085.3348902743,46307.5,87615.0,93807.5,1e5,195e3,57e4,105e4
2015.0,CM3,S,213,285032.23004694836,75240.33306758646,199998.0,218400.0,227596.0,235400.0,24e4,27e4,305e3
2015.0,CM3,T,191,230895.0,83402.48764117796,142625.0,158e3,169e3,178e3,185e3,215e3,255e3
2015.0,CM4,D,63,828632.3015873015,459025.36712465424,426e3,442e3,477550.0,527e3,544999.5,675e3,96e4
2015.0,CM4,F,21,230309.2857142857,65831.54305281234,132e3,138e3,155e3,183e3,205e3,23e4,256e3
2015.0,CM4,O,3,473776.6666666667,195776.86184361353,285700.0,311400.0,337100.0,362800.0,388500.0,517e3,580665.0
2015.0,CM4,S,52,425071.92307692306,109459.87657385053,289850.0,310800.0,324875.0,332800.0,361875.0,407e3,474998.75
2015.0,CM4,T,17,407250.0,154084.29105525327,284600.0,303e3,317e3,321e3,325e3,35e4,38e4
2015.0,CM5,D,53,679749.0566037736,419179.4807315841,368400.0,39e4,398e3,412e3,43e4,575e3,75e4
2015.0,CM5,F,31,172094.35483870967,51693.673577172136,101500.0,114995.0,114995.0,115e3,12e4,19e4,223500.0
2015.0,CM5,O,2,101e4,1032375.9005323594,353000.00000000006,426000.0000000001,498999.9999999999,572e3,645e3,101e4,1375e3
2015.0,CM5,S,61,390305.65573770495,127526.15898798766,25e4,272e3,275e3,282500.0,315e3,37e4,439950.0
2015.0,CM5,T,58,341145.6896551724,102590.73018402526,22e4,246855.0,25e4,255e3,261875.0,322500.0,409e3
2015.0,CM6,D,281,489900.0533807829,188434.87960467747,285e3,313e3,33e4,35e4,37e4,442500.0,56e4
2015.0,CM6,F,81,180103.02469135803,73276.65025299248,1e5,121e3,135e3,138500.0,141e3,157e3,193e3
2015.0,CM6,O,7,440357.0,254339.18883320622,149e3,173e3,196999.99999999997,233999.80000000005,277499.5,375e3,6e5
2015.0,CM6,S,146,322010.22602739726,95376.54691407109,230487.5,243500.0,255e3,263e3,27e4,307e3,342160.75
2015.0,CM6,T,152,278908.21710526315,61931.05010524188,191875.0,210200.0,226950.0,234e3,241875.0,275e3,311500.0
2015.0,CM7,D,255,373321.7450980392,202864.32957368254,228550.0,240600.0,259099.5,27e4,28e4,325e3,4e5
2015.0,CM7,F,223,151237.48878923766,52839.171579141155,85e3,96200.0,107200.0,113100.0,12e4,141e3,172878.0
2015.0,CM7,O,15,390873.06666666665,290426.8593274061,96600.0,138e3,165787.8,171302.40000000002,186439.0,276e3,452433.0
2015.0,CM7,S,268,227117.98507462686,55230.00266166267,157675.0,172e3,18e4,188800.0,195e3,22e4,248121.25
2015.0,CM7,T,292,203206.90068493152,47102.84311977407,15e4,160100.0,167825.0,172200.0,175e3,193e3,22e4
2015.0,CM77,D,120,421785.0416666667,167102.37322552694,269875.0,294750.0,31e4,327e3,339375.0,389e3,43e4
2015.0,CM77,F,16,135687.5,9547.90552948656,120750.0,124500.0,126250.0,13e4,13e4,14e4,143e3
2015.0,CM77,O,3,3546500.0,4874937.102158344,560950.0,604400.0,647850.0,691300.0,734750.0,952e3,5061e3
2015.0,CM77,S,74,267464.3243243243,61111.91272521641,181950.0,205750.0,21e4,221200.0,225e3,245e3,316500.0
2015.0,CM77,T,75,247944.02666666667,59438.84719767425,185700.0,191e3,195500.0,205e3,210747.5,24e4,272500.0
2015.0,CM8,D,119,462542.5714285714,237895.35421755904,248650.0,295e3,3e5,315e3,324995.0,4e5,517500.0
2015.0,CM8,F,194,137454.1701030928,27079.40617890286,102e3,11e4,111950.0,115e3,115e3,136e3,155e3
2015.0,CM8,O,21,710642.8571428572,1362058.8771493796,74e3,75e3,9e4,1e5,103750.0,19e4,465e3
2015.0,CM8,S,150,250167.56666666668,51727.80456725253,169800.0,19e4,2e5,211600.0,22e4,243497.5,279995.0
2015.0,CM8,T,292,212149.43835616438,46580.00226023174,155e3,168e3,173e3,176e3,18e4,199995.5,241746.25
