outcode,property_type,n,avg_price,sd,q05,q10,q15,q20,q25,q50,q75
SN8,D,333,567229.3693693693,311536.6767428332,275e3,300400.0,33e4,35e4,37e4,495e3,675e3
SN8,F,86,261680.23255813954,126518.53881338771,125e3,13e4,136500.0,152e3,160625.0,207500.0,377500.0
SN8,O,23,802314.5652173914,760949.4766213174,80750.0,169e3,238500.0,298e3,37e4,635e3,937500.0
SN8,S,142,365275.7042253521,159204.52801219458,194050.3,222300.0,24e4,25e4,270500.0,33e4,425e3
SN8,T,203,312145.68472906406,186705.74775109667,148450.0,18e4,193240.0,208e3,216250.0,265e3,345750.0
SN9,D,120,443203.39166666666,177538.87633366417,269500.0,28e4,294850.0,299760.0,319375.0,386e3,536250.0
SN9,F,26,160415.84615384616,42910.86119638459,1e5,117475.0,119987.5,125e3,127e3,159950.0,184250.0
SN9,O,9,2688395.777777778,4439618.434384924,317800.0,410600.0,480600.00000000006,527800.0,575e3,9e5,1975e3
SN9,S,56,299290.1785714286,107292.2654247152,147500.0,184500.0,215750.0,225e3,232250.0,293750.0,34e4
SN9,T,74,249847.56756756757,94333.52218069631,143250.0,162600.0,168475.0,192400.0,198125.0,236500.0,272e3
SO14,D,5,237460.0,83393.69280707024,186460.0,187920.0,189380.0,190840.0,192300.0,21e4,215e3
SO14,F,858,207509.27156177157,194475.85057372926,94425.0,11e4,12e4,125e3,132625.0,177e3,242375.0
SO14,O,118,2231618.661016949,4472233.986616452,47850.000000000015,81750.0,9e4,118188.6,125151.5,322500.0,1662500.0
SO14,S,27,249962.96296296295,54432.58638089835,181500.0,187400.0,189900.0,202200.0,216750.0,24e4,273e3
SO14,T,253,222604.9723320158,88886.95744213916,144400.0,155e3,16e4,165e3,172e3,205e3,244e3
SO15,D,128,357260.796875,120872.44747183881,19e4,209250.0,230250.0,25e4,265e3,346500.0,425e3
SO15,F,898,153533.46213808464,96569.79206142198,86e3,96315.0,104e3,11e4,117e3,136e3,172375.0
SO15,O,44,1394076.9545454546,2455442.323494504,27100.0,79e3,141360.0,181e3,215250.0,407500.0,819320.0
SO15,S,437,263231.33409610984,91993.77443798484,157e3,175e3,183700.0,190200.0,206e3,252750.0,31e4
SO15,T,351,220533.37606837606,63085.7593388184,152e3,163e3,168250.0,175e3,18e4,207e3,25e4
SO16,D,350,408921.77428571426,208504.6215343531,225e3,249650.0,260875.0,276800.0,29e4,365e3,45e4
SO16,F,518,153174.54826254825,81231.9846836734,83180.0,94700.00000000001,104e3,11e4,114e3,14e4,17e4
SO16,O,33,2486961.0,5616753.153045138,22200.0,71e3,105e3,128e3,148250.0,315e3,132e4
SO16,S,433,223863.39260969977,87500.78867588023,148300.0,16e4,165e3,173700.0,18e4,209950.0,25e4
SO16,T,641,208181.9266770671,409755.93957097165,142e3,15e4,155e3,16e4,164e3,183500.0,215e3
SO17,D,49,460445.85714285716,217074.99339274046,22e4,224400.0,240800.0,25e4,274e3,422121.0,675e3
SO17,F,271,151816.17343173432,51013.96899320989,80500.0,87e3,98250.0,11e4,12e4,149950.0,181e3
SO17,O,31,5635934.0322580645,4737958.647556706,13e4,295e3,349360.0,535e3,542500.0,64e5,1049e4
SO17,S,139,257606.64028776978,80662.4017691887,167025.0,175e3,183500.0,196700.0,202250.0,245e3,283750.0
SO17,T,117,221534.95726495725,79824.42908674022,13e4,157200.0,165e3,170910.0,175e3,205e3,236e3
SO18,D,358,278208.625698324,83060.96067276078,175e3,19e4,204100.0,215e3,222e3,26e4,31e4
SO18,F,402,127699.30348258707,35872.81286893477,75075.0,8e4,86120.0,94e3,100125.0,125e3,154950.0
SO18,O,28,2311290.964285714,3779933.242307873,50352.0,103e3,166200.0,172e3,175750.0,332500.0,1630586.0
SO18,S,289,223413.2249134948,46698.302887405065,161e3,17e4,18e4,187200.0,195e3,22e4,248e3
SO18,T,240,193212.70833333334,39151.239245715384,139550.0,15e4,159700.0,165e3,17e4,187250.0,210250.0
SO19,D,373,265306.2198391421,77782.33070663185,176100.0,192600.0,2e5,214380.0,22e4,255e3,295e3
SO19,F,541,140496.23659889094,55891.296877091474,74999.0,80500.0,88500.0,95e3,103e3,129950.0,167500.0
SO19,O,34,1896205.0588235294,3021058.841792834,39437.50000000002,69500.00000000001,137000.00000000003,181e3,23e4,35e4,255e4
SO19,S,603,211549.99336650083,45896.07065405148,15e4,16e4,17e4,175e3,182250.0,21e4,235e3
SO19,T,504,201810.04960317462,461358.5156003062,133725.0,145e3,15e4,156e3,16e4,176750.0,198e3
SO20,D,108,693178.0833333334,268829.70456079673,321400.0,4e5,470375.0,482e3,513750.0,65e4,866250.0
SO20,F,10,268150.0,104088.91765110145,126625.0,145750.0,165400.0,185200.0,198e3,257500.0,363750.0
SO20,O,7,1068678.5714285714,1005585.2018671943,373e3,406e3,439e3,468650.00000000006,496625.0,797500.0,105e4
SO20,S,42,342140.4761904762,104981.56356033467,211e3,225100.0,245e3,254000.00000000003,274962.5,32e4,4e5
SO20,T,43,341419.6511627907,139577.69980840062,182499.5,22e4,225e3,242600.0,26e4,315550.0,38e4
SO21,D,295,658023.6677966102,346286.5049922776,33e4,37e4,39e4,4e5,415e3,54e4,764975.0
SO21,F,46,212141.30434782608,95340.42299066354,98125.0,130500.0,155875.0,159e3,162250.0,198500.0,24e4
SO21,O,18,603666.6666666666,745085.9010879216,6e3,6e3,6e3,19600.00000000001,62500.0,438750.0,984375.0
SO21,S,142,412190.1830985916,166082.59738556301,242150.0,257800.0,279456.85,295e3,307625.0,365500.0,465e3
SO21,T,119,339079.3193277311,126230.87493523174,221950.0,234600.0,242350.0,249950.0,252500.0,3e5,382500.0
SO22,D,282,739172.9574468085,369362.93625936605,375060.0,415300.0,435e3,465e3,485250.0,657750.0,873750.0
SO22,F,147,313328.85714285716,145340.1887502522,147500.0,179500.0,194499.99999999997,217700.0,229750.0,285e3,351250.0
SO22,O,10,694571.5,742785.1480486206,37500.0,37500.0,63574.99999999998,97099.99999999999,176500.0,445e3,855578.25
SO22,S,193,456109.7823834197,338697.35616919806,252e3,270200.0,289e3,307900.0,317500.0,36e4,45e4
SO22,T,271,455205.6605166052,226090.70448619087,237750.0,25e4,263250.0,277500.0,297148.0,39e4,56e4
SO23,D,121,665897.1157024794,330060.0103891258,315e3,36e4,399950.0,43e4,449520.0,58e4,77e4
SO23,F,320,282798.690625,131364.39513037694,109650.00000000001,147950.0,169807.5,185e3,200375.0,250785.0,335500.0
SO23,O,59,1163031.440677966,2337241.9838900776,22650.000000000004,50200.000000000015,85943.89999999997,173020.00000000006,275e3,656566.0,1155e3
SO23,S,116,515655.1724137931,287919.82695816935,259500.0,284e3,300500.0,317500.0,327250.0,388e3,672500.0
SO23,T,270,496772.73333333334,238403.29673401362,242525.0,272750.0,291750.0,319600.0,333500.0,441e3,599580.75
SO24,D,159,675916.8176100629,406751.6577381803,343500.0,37e4,399985.0,419600.0,429975.0,57e4,797500.0
SO24,F,24,209437.5,75482.83889329617,14e4,144050.0,153950.0,154800.0,155e3,188500.0,237500.0
SO24,O,10,2216400.0,5036098.097182426,123750.0,157499.99999999997,166750.0,169e3,215e3,462500.0,138e4
SO24,S,82,431688.4146341463,246875.86202991,25e4,270250.0,290300.0,314200.0,326750.0,379975.0,439e3
SO24,T,103,395315.53398058255,237127.55099862232,227550.0,238200.0,250750.0,273200.0,281e3,325e3,447500.0
SO30,D,420,384288.36904761905,102063.23978935923,254750.00000000003,272950.0,285e3,292900.0,308750.0,374750.0,438500.0
SO30,F,243,153364.04938271604,34662.45722498026,95e3,115e3,122e3,122600.0,126e3,153224.0,174950.0
SO30,O,23,2473611.652173913,4790710.7398577435,62e3,88e3,145499.99999999997,206200.0,209e3,536664.0,1121735.5
SO30,S,270,261001.59259259258,41035.35639047899,205225.0,215900.0,223850.0,229990.0,234996.25,253500.0,284998.75
SO30,T,343,226685.00874635568,46115.57747111136,159950.0,18e4,185150.0,19e4,2e5,22e4,255e3
SO31,D,757,461795.23778071336,269292.20650224073,275e3,290030.0,308900.0,324500.0,33e4,399e3,5e5
SO31,F,413,179536.40435835352,74738.73526747838,8e4,96800.0,119600.0,125e3,135e3,175e3,205950.0
SO31,O,34,1042985.9411764706,1819568.454592278,82500.00000000001,150450.0,183325.0,234360.00000000003,29e4,567500.0,976750.0
SO31,S,408,282857.46078431373,84955.46441008724,195700.0,205e3,218e3,225e3,233750.0,265e3,32e4
SO31,T,411,249840.70559610706,87441.32021451309,16e4,179950.0,188e3,195e3,2e5,228e3,285e3
SO32,D,339,541589.6637168141,202607.33766553513,3e5,349500.0,371e3,39e4,407500.0,49e4,625e3
SO32,F,123,216253.8130081301,129183.08831231495,78e3,86e3,101e3,109e3,113e3,178e3,368086.0
SO32,O,23,869070.1739130435,1012776.8166793911,36900.0,52000.00000000001,86e3,112e3,200354.0,5e5,1066049.0
SO32,S,170,360512.71764705883,170606.11863314785,206750.0,245e3,260125.0,27e4,28e4,324500.0,38e4
SO32,T,139,283572.6762589928,118345.22240218833,175e3,190200.0,195e3,209e3,215e3,249e3,32e4
SO40,D,470,359420.4893617021,121807.59605802881,238900.0,252950.0,268007.5,279560.0,287500.0,332250.0,39e4
SO40,F,165,149214.51515151514,40077.97295556379,88e3,105e3,113400.0,118e3,125e3,145e3,172e3
SO40,O,30,4390069.766666667,5966921.753984827,49250.000000000015,188500.00000000003,223799.99999999997,325600.00000000006,418500.0,777500.0,10505598.0
SO40,S,320,253543.75625,51533.64553653484,182495.0,196634.5,21e4,215e3,22e4,248850.0,28e4
SO40,T,429,214340.08158508159,49416.99163924526,158680.0,166900.0,175e3,182e3,187500.0,209500.0,23e4
SO41,D,662,564816.7734138973,297484.4480282792,29e4,315e3,327500.0,347600.0,367500.0,48e4,657250.0
SO41,F,330,249450.1484848485,141675.18809721814,80700.0,101651.0,124332.5,138400.0,16e4,21e4,31e4
SO41,O,38,1827375.4736842106,3176624.7600928256,35499.15,59565.0,71250.0,99000.00000000001,165312.5,56e4,138e4
SO41,S,240,357704.57916666666,144720.40616404644,227475.0,244700.0,25e4,26e4,269987.5,321250.0,391250.0
SO41,T,237,385875.4135021097,675153.6707485702,189400.0,204200.0,22e4,228e3,24e4,3e5,415e3
SO42,D,91,816484.6153846154,348838.86822271685,435e3,475e3,5e5,54e4,572500.0,72e4,957500.0
SO42,F,21,233971.42857142858,104429.05195805017,89e3,103e3,109950.0,112e3,117500.0,245e3,295e3
SO42,O,5,1041500.0,1044203.6439315848,45999.99999999999,84499.99999999999,123000.00000000001,161500.0,2e5,75e4,185e4
SO42,S,25,487302.0,116682.15059153935,351e3,358e3,382e3,395e3,413100.0,46e4,58e4
SO42,T,13,348961.53846153844,56104.24134979367,249300.0,259900.0,288100.0,308500.0,325e3,365e3,382500.0
SO43,D,70,605527.1285714286,271521.6318946289,304500.0,315e3,343500.0,35e4,403500.0,571250.0,741250.0
SO43,F,58,205387.94827586206,115953.83312826544,78550.0,85e3,88200.0,91500.0,104750.0,191500.0,284625.0
SO43,O,12,1357646.25,1620882.0513407409,328850.0,585e3,64e4,68e4,693750.0,1122526.5,123e4
SO43,S,28,394508.53571428574,167087.28691149162,248500.0,255e3,268100.0,278e3,297500.0,32e4,426250.0
SO43,T,9,341444.44444444444,85085.414600728,232e3,244e3,26e4,28e4,3e5,335e3,406e3
SO45,D,466,336357.07939914166,109060.51193921265,226e3,24e4,25e4,26e4,27e4,311750.0,375e3
SO45,F,213,185053.30985915492,80602.59055687358,94e3,108400.0,115800.0,128500.00000000001,136e3,164500.0,213486.0
SO45,O,33,5210387.121212121,5829081.425303592,39e3,87000.00000000001,159e3,181e3,21e4,2406500.0,10505598.0
SO45,S,259,243861.2895752896,67318.07583818297,175e3,185e3,191400.0,201500.0,21e4,235e3,265e3
SO45,T,267,239063.81647940076,119000.30551916308,151800.0,16e4,17e4,176500.0,184675.0,205e3,233500.0
SO50,D,401,372806.0872817955,113336.54895136373,245e3,265e3,28e4,295e3,305e3,35e4,415e3
SO50,F,497,191628.54929577466,101362.92367317893,95e3,112300.0,120399.99999999999,127e3,133e3,162e3,197995.0
SO50,O,46,1324864.1956521738,2283098.657499015,84062.5,145250.0,187750.0,198e3,215e3,439500.0,1193750.0
SO50,S,464,262701.1530172414,44666.88027043267,200150.0,215e3,225e3,23e4,235e3,259950.0,282500.0
SO50,T,662,232933.13141993957,41323.35447515756,175e3,185e3,197e3,203e3,207500.0,229225.0,255e3
SO51,D,372,571161.5806451613,262270.99849747797,304100.0,335495.0,35e4,365e3,389337.5,503e3,651250.0
SO51,F,313,217964.63897763577,91507.43727624565,86500.0,1e5,121600.0,135e3,15e4,21e4,275e3
SO51,O,42,712573.1904761905,631903.5355816559,61000.00000000001,131500.0,189854.99999999997,218000.00000000003,257500.0,479489.0,95e4
SO51,S,218,307847.4633027523,86905.87262413952,187960.0,225e3,237775.0,25e4,26e4,29e4,34e4
SO51,T,352,278961.1164772727,79831.19592845987,171100.0,192750.0,205e3,213400.0,225e3,27e4,322e3
SO52,D,112,379390.8035714286,75932.94827993703,255e3,280400.0,299125.0,314960.0,329495.0,379975.0,433450.0
SO52,F,15,147046.66666666666,28504.081579076825,109360.0,122200.0,124100.0,124800.0,126500.0,155500.0,171250.0
SO52,O,6,832551.0,927505.6704980299,17e4,22e4,27e4,32e4,370250.0,533500.0,755250.0
SO52,S,90,270805.22222222225,52195.68094142299,213925.0,22e4,23e4,239600.0,242125.0,261750.0,288996.25
SO52,T,64,231200.78125,48427.94147238737,146457.5,163350.0,187600.0,195e3,203750.0,225750.0,26e4
SO53,D,508,456297.4763779527,152430.20209759034,270875.0,299985.0,317551.25,326200.0,35e4,425e3,53e4
SO53,F,158,172517.40506329114,40954.306107719785,113775.0,12e4,125e3,135800.0,144250.0,175e3,191487.5
SO53,O,12,3086376.4166666665,4560805.337368062,4200.0,7550.000000000001,16074.999999999998,33200.000000000015,65375.0,605e3,4963004.25
SO53,S,185,278803.25945945946,53357.429216616394,215e3,228200.0,236600.0,24e4,245e3,269995.0,3e5
SO53,T,221,247258.12669683257,46724.894160123935,179e3,19e4,207e3,21e4,215e3,244e3,275e3
SP1,D,234,414963.1581196581,128875.36495941048,265950.0,28e4,295900.0,31e4,315250.0,401500.0,474375.0
SP1,F,179,192286.7150837989,99364.8672531059,115900.0,123200.0,128700.0,135e3,140375.0,167500.0,199250.0
SP1,O,30,823391.1666666666,933916.7430577852,110125.00000000004,224100.0,237922.15,249e3,250250.0,559328.0,957657.75
SP1,S,240,293706.94583333336,130545.13893688831,189900.0,195e3,202850.0,224000.00000000003,230750.0,265e3,302125.0
SP1,T,300,273053.19333333336,155021.5807287102,167e3,18e4,188e3,195800.0,2e5,235e3,289950.0
SP10,D,289,353676.660899654,94129.26775965026,244400.0,267600.0,272200.0,28e4,29e4,334e3,396e3
SP10,F,246,143071.62601626015,44321.99724049106,89712.5,104750.0,113750.0,118e3,123500.0,137250.0,158e3
SP10,O,42,892499.0,1974029.7385018317,12150.0,33000.00000000001,47324.99999999998,127500.00000000001,138125.0,25e4,61e4
SP10,S,300,244287.31666666668,55144.38774152527,164925.0,186450.0,195e3,205e3,210375.0,24e4,269962.5
SP10,T,492,196447.43292682926,44146.04649236304,145e3,153100.0,16e4,164960.0,169375.0,188500.0,220962.5
SP11,D,503,438662.6103379722,245089.82186827253,249995.5,26e4,278650.0,285e3,295497.5,355e3,475e3
SP11,F,150,146501.8,64704.4745040529,20825.699999999997,94900.0,101025.0,114400.0,119250.0,143997.5,171875.0
SP11,O,20,722156.15,1263779.2881074597,38316.25000000001,42780.0,91468.75000000001,132000.00000000003,194877.5,485e3,674875.0
SP11,S,400,268390.6625,92280.08315664393,173900.0,186256.40000000002,201700.0,214999.0,224950.0,257e3,289961.25
SP11,T,369,237310.37669376694,86425.46265664295,15e4,16e4,169996.0,178077.6,183950.0,227995.0,26e4
SP2,D,255,404814.8196078431,150688.83054686408,234900.0,250600.0,27e4,28e4,299475.0,375e3,457500.0
SP2,F,225,171642.17777777778,93369.7966504141,88400.0,108700.0,115e3,12e4,124800.0,154250.0,18e4
SP2,O,28,396142.64285714284,502513.1391104938,19492.5,59000.000000000015,77050.0,92800.00000000001,118750.0,161e3,408e3
SP2,S,234,251385.4658119658,71137.99089354486,152325.0,174300.0,18e4,191200.0,205e3,246e3,289950.0
SP2,T,443,225333.10158013544,86509.01237200755,139550.0,156220.0,167e3,172200.0,178250.0,205e3,25e4
SP3,D,214,460305.1401869159,214969.2033773315,236625.0,259965.0,28e4,303800.0,325e3,405e3,53e4
SP3,F,15,195666.66666666666,86403.67606818148,136150.0,142e3,142400.0,145200.0,146750.0,16e4,195750.0
SP3,O,13,221123.07692307694,215105.16092462832,6e4,6e4,6e4,66e3,75e3,132e3,375e3
SP3,S,103,283814.6504854369,171192.90448443772,160400.0,175600.0,183250.0,196200.0,205250.0,252e3,305e3
SP3,T,81,238378.24691358025,105658.78396488518,102e3,12e4,162e3,167500.0,170500.0,209500.0,289500.0
SP4,D,420,360800.32857142854,227903.13314930792,205925.0,23e4,244992.5,25e4,26e4,311997.5,38e4
SP4,F,128,177917.4375,75584.20823700516,83750.0,103485.00000000001,115100.0,124970.0,13e4,159995.0,215875.0
SP4,O,41,508734.0,549949.9390699121,5e4,56e3,85e3,86e3,95e3,4e5,73e4
SP4,S,322,229528.58695652173,56974.26876261309,16e4,174955.0,185150.0,191700.0,2e5,226e3,25e4
SP4,T,262,205338.87404580152,47876.107307616745,15e4,157955.0,164567.5,168800.0,175250.0,2e5,234711.25
SP5,D,402,503033.89054726367,266330.4166305013,250100.0,277500.0,295e3,315e3,337125.0,44e4,569375.0
SP5,F,24,184206.25,118244.93399617959,83325.0,94600.0,111125.0,115200.0,117e3,131250.0,201087.5
SP5,O,21,2886966.904761905,10752478.107789906,95e3,154e3,155e3,167500.0,25e4,35e4,9e5
SP5,S,115,308464.98260869563,178407.47652598005,179400.0,199970.0,210799.99999999997,222400.0,229e3,265e3,338750.0
SP5,T,100,267308.51,155223.2929145046,159500.0,165e3,172550.0,180800.0,189987.5,228750.0,286250.0
SP6,D,282,485384.0425531915,277850.8954783467,25e4,275250.0,29e4,300190.0,315e3,385e3,569500.0
SP6,F,57,152705.26315789475,43898.93088127315,87200.0,97600.0,103500.0,115600.00000000001,125e3,15e4,185e3
SP6,O,24,1142233.25,2197445.5792823206,64900.00000000002,122200.0,128600.0,137200.0,186500.0,423250.0,768750.0
SP6,S,96,277760.6770833333,78472.77935564594,187375.0,194250.0,219250.0,225e3,235750.0,263500.0,301246.25
SP6,T,71,228956.54929577466,48057.11649092708,173e3,182e3,186e3,193e3,2e5,22e4,246e3
SP7,D,248,364715.0201612903,170356.33305291116,195350.0,221750.0,232995.0,237997.0,249995.0,301250.0,425e3
SP7,F,84,137284.52380952382,75524.46285495548,50450.00000000001,58300.0,75e3,85e3,89750.0,122495.0,150375.0
SP7,O,25,352313.52,455545.3405751835,21040.0,26520.0,35400.0,4e4,5e4,21e4,45e4
SP7,S,178,239241.75280898876,86348.00145218191,156700.0,162998.5,174997.75,178395.0,179995.0,217500.0,261750.0
SP7,T,205,193459.29268292684,80254.13160436528,125e3,135e3,14e4,148800.0,153e3,17e4,214600.0
SP8,D,260,320394.6153846154,143325.68876407694,191175.0,204800.0,217125.0,229950.0,237250.0,287500.0,360625.0
SP8,F,72,115314.58333333333,38149.42677425476,61650.0,73200.0,82600.0,87600.0,9e4,111e3,13e4
SP8,O,16,959093.75,1747050.3734270704,112500.0,145e3,152250.0,159e3,159750.0,435e3,746250.0
SP8,S,144,198034.02777777778,61375.8493461741,131050.0,154285.0,159972.5,165e3,165e3,18e4,214250.0
SP8,T,150,177731.0,57363.132604616054,118450.0,131800.0,141350.0,144800.0,148250.0,167250.0,195e3
SP9,D,66,289619.3181818182,141916.15161475932,213740.0,217e3,223462.5,223950.0,224212.5,239975.0,29e4
SP9,F,35,125596.57142857143,31136.581799138676,91300.0,94400.0,1e5,106400.0,110975.0,118500.0,130975.0
SP9,O,3,581206.3333333334,742453.5525676562,80800.00000000001,99599.99999999999,118400.00000000001,137199.99999999997,156e3,25e4,840809.5
SP9,S,65,209457.84615384616,37924.050488373614,158399.0,166200.0,177770.0,179510.0,179510.0,209510.0,230500.0
SP9,T,126,189310.5158730159,29574.49823634792,154252.5,156750.0,164462.5,167995.0,169995.0,179997.5,215388.75
SR1,F,95,59795.72631578947,14783.340473023041,44589.0,48897.4,51550.0,52500.0,53495.0,56495.0,62250.0
SR1,O,36,232319.05555555556,389902.2828759566,3e3,3e3,9375.0,32500.0,34375.0,99e3,258125.0
SR1,T,30,104546.66666666667,91143.96809191615,37250.0,4e4,45e3,46200.0,55e3,86500.0,118e3
SR2,D,107,233194.48598130842,74380.28010093585,149400.0,169977.0,179950.0,185400.0,189950.0,223e3,25e4
SR2,F,132,91493.71212121213,34327.05528482132,40275.0,49491.9,59562.5,66800.00000000001,74125.0,85e3,11e4
SR2,O,21,365715.3333333333,501649.3083842868,3e4,35e3,35e3,54665.0,6e4,94e3,5e5
SR2,S,292,137760.2191780822,54873.222921134184,72775.0,80100.0,88e3,94199.8,101e3,129975.0,167875.0
SR2,T,333,107157.50750750751,80324.80458694824,3e4,36100.0,41e3,47700.0,52500.0,85e3,14e4
SR3,D,147,225831.2925170068,59886.69587511493,146500.0,162e3,175e3,18e4,187500.0,217950.0,248950.0
SR3,F,44,62477.13636363636,23318.019793654257,39567.5,39964.7,40450.0,45e3,48e3,57247.5,74375.0
SR3,O,16,1065758.75,2864914.918077266,4195.0,4897.5,5612.5,5650.0,23912.5,15e4,172500.0
SR3,S,538,130798.15985130111,50780.9186501942,63e3,7e4,76500.0,82830.0,87e3,125300.0,165e3
SR3,T,166,92535.27710843373,33285.357111558194,47750.0,57e3,6e4,65e3,68e3,86e3,113625.0
SR4,D,95,173078.1157894737,46008.865223873734,125250.0,131285.0,134995.0,136796.0,139995.0,164995.0,189950.0
SR4,F,24,57644.75,26242.2341013572,26600.0,30562.5,32606.25,33500.0,35375.0,48125.0,86500.0
SR4,O,15,153554.0,246760.47833591874,35e3,37100.0,40250.0,40250.0,45125.0,9e4,99450.0
SR4,S,370,115006.85135135135,41223.38953974872,67562.5,72e3,75955.0,81000.8,85e3,109620.0,137500.0
SR4,T,525,86002.78095238096,37237.4091649815,4e4,46e3,51e3,55e3,6e4,78e3,108e3
SR5,D,52,201359.09615384616,58650.31289496116,118272.5,125130.0,129715.0,144995.0,157450.0,202497.5,229995.0
SR5,F,32,53216.6875,34153.78695522745,18e3,22550.0,24949.999999999996,27500.0,28625.0,42500.0,57250.0
SR5,O,39,1108090.358974359,3788995.5151729058,19000.000000000004,25e3,31750.0,37600.00000000001,41250.0,1e5,412500.0
SR5,S,315,104086.35555555555,44261.880508193324,55500.0,6e4,63e3,65e3,7e4,9e4,129e3
SR5,T,256,71831.79296875,25392.56892980713,34375.0,45e3,49962.5,52e3,55e3,68e3,83500.0
SR6,D,142,390916.7957746479,145458.59364320876,193052.5,235e3,25e4,270560.0,290625.0,375e3,47e4
SR6,F,117,120632.89743589744,55297.83426877563,48360.0,52500.0,63200.0,72500.0,77e3,114e3,15e4
SR6,O,16,294147.9375,328388.97476691037,34437.5,45618.5,57177.75,6e4,65287.5,139516.5,522532.0
SR6,S,373,174461.25201072387,61721.138375664574,108e3,115e3,121400.0,127504.0,134e3,162e3,2e5
SR6,T,402,134766.9054726368,59469.427016382775,72050.0,82545.0,88150.0,94600.0,99113.0,12e4,153750.0
SR7,D,139,222622.94964028776,115527.14292680653,129900.0,142e3,144887.0,152400.0,158e3,19e4,249950.0
SR7,F,31,80583.2258064516,36090.365601463665,37e3,44500.0,46500.0,52e3,64e3,76500.0,92250.0
SR7,O,25,2240270.04,9230180.51251374,5898.400000000003,20400.0,26399.999999999996,42602.40000000001,5e4,1e5,365e3
SR7,S,243,109294.22633744856,46369.90837828498,48650.00000000001,6e4,65299.99999999999,7e4,73500.0,105e3,136250.0
SR7,T,382,76599.10209424084,43815.650838383364,28287.5,35e3,4e4,44960.0,49237.5,67250.0,89987.5
SR8,D,173,175939.01156069365,69592.8834327781,64600.0,79960.0,121600.0,135e3,143e3,169500.0,206950.0
SR8,F,14,48714.21428571428,32834.5204980241,18650.0,20800.0,24700.0,25600.0,27e3,41e3,60250.0
SR8,O,34,981750.4705882353,1675711.491961752,32725.0,43434.70000000001,5e4,66800.0,76625.0,209250.0,1358075.0
SR8,S,278,86583.62949640288,36891.33404735641,38425.0,44e3,49522.5,52e3,56125.0,75e3,114950.0
SR8,T,594,51337.05892255892,30422.73596905881,15500.0,18e3,19e3,21500.0,24500.0,5e4,7e4
SS0,D,170,462772.23529411765,232378.20492584864,208100.0,235e3,255e3,279e3,296250.0,413500.0,587500.0
SS0,F,1061,166022.41941564562,80706.98785068448,79500.0,95e3,107e3,115e3,122e3,151500.0,185e3
SS0,O,54,702169.1111111111,2985581.24027013,1e4,15450.0,17480.0,20200.0,32750.0,2e5,354500.0
SS0,S,336,315711.84821428574,152287.49018999533,158750.0,187497.5,209996.25,225e3,239995.0,288250.0,365e3
SS0,T,413,236314.6876513317,71645.09593229217,14e4,167600.0,179466.59999999998,187200.0,195e3,229995.0,265e3
SS1,D,200,526372.71,191516.00817664174,32e4,35e4,371374.99999999994,395e3,4e5,485e3,601250.0
SS1,F,708,158610.18926553673,56854.58157637238,75e3,90350.0,108097.5,118e3,125e3,155e3,187125.0
SS1,O,48,916890.8125,1365990.1005847268,9350.0,14660.6,47500.00000000001,72e3,120750.0,356225.0,1165027.25
SS1,S,184,347199.9130434783,115590.62209339367,175750.0,23e4,25e4,269200.0,280750.0,33e4,396237.5
SS1,T,215,257730.1023255814,95678.66109354288,139900.0,159400.0,175e3,19e4,2e5,243500.0,3e5
SS11,D,182,399872.7912087912,124267.57820332583,260125.0,29e4,305e3,31e4,32e4,373500.0,445750.0
SS11,F,118,159210.4661016949,37043.54141653208,85e3,96400.0,119997.75,126800.00000000001,13e4,165e3,189998.75
SS11,O,17,715048.0,1417559.128152332,101856.0,12e4,134e3,164e3,2e5,25e4,385e3
SS11,S,305,280375.668852459,44369.81555880324,215e3,226198.0,235e3,242400.0,25e4,275e3,309995.0
SS11,T,106,244446.8396226415,46325.50676784707,165625.0,198750.0,206875.0,212500.0,220500.0,244500.0,27e4
SS12,D,180,395391.3888888889,151112.6392175732,264850.0,284700.0,295e3,305e3,317250.0,37e4,438498.75
SS12,F,173,171575.45086705202,24579.467166537306,131500.0,145400.0,15e4,152997.0,155e3,172e3,184995.0
SS12,O,8,1414625.0,2043523.0039950965,68850.00000000001,128700.00000000003,188749.99999999997,250000.00000000006,311250.0,66e4,1552250.0
SS12,S,253,282351.80632411066,50338.554973691134,211704.8,235e3,243e3,249995.0,25e4,279995.0,31e4
SS12,T,195,237640.38461538462,41274.17489956607,161350.0,180997.0,196100.0,204800.0,215e3,242e3,26e4
SS13,D,70,330875.35714285716,97094.99775291575,187250.0,220100.0,254375.0,286500.0,291250.0,325500.0,369375.0
SS13,F,129,127298.6046511628,34147.69739661689,74100.0,82900.0,9e4,1e5,106e3,128e3,15e4
SS13,O,29,423993.275862069,405398.97567148914,42000.000000000015,68800.0,114e3,13e4,187500.0,365e3,49e4
SS13,S,105,236461.5619047619,52438.329262705534,141200.0,172600.0,183100.0,194e3,21e4,235e3,274340.0
SS13,T,266,198451.9962406015,35008.17019685634,142e3,154500.0,162375.0,17e4,175e3,2e5,225e3
SS14,D,13,326303.8461538461,69727.68598130655,228800.0,256400.0,281600.0,29e4,29e4,325e3,35e4
SS14,F,215,157918.97674418605,34747.81948210764,92700.0,108800.0,12e4,125e3,13e4,165e3,183995.0
SS14,O,31,932976.0322580645,1813145.2867984313,8e4,1e5,124437.5,15e4,17e4,235e3,335e3
