outcode,property_type,n,avg_price,sd,q05,q10,q15,q20,q25,q50,q75
,D,368,399872.70923913043,460155.41727355117,85e3,116750.0,15e4,17e4,189998.75,272250.0,445750.0
,F,619,209251.81906300483,276207.53909861343,46950.0,50950.0,56949.899999999994,70032.0,81487.5,119750.0,225e3
,O,4205,747443.5457788347,3528001.5296037327,5e3,1e4,12500.0,15e3,18947.0,51950.0,3e5
,S,109,487778.06422018347,2055321.6681813041,24597.0,31364.8,71640.0,96200.0,109950.0,159950.0,265e3
,T,154,214297.73376623375,326456.046969804,24597.0,30699.6,49825.0,56600.0,65250.0,156e3,235e3
AL1,D,186,1026886.3440860215,450120.91428897844,47e4,525e3,58e4,62e4,661375.0,95e4,1288750.0
AL1,F,690,315752.8391304348,94304.9465148338,172500.0,207700.00000000003,225e3,242900.0,256375.0,31e4,375e3
AL1,O,36,1895328.361111111,3196455.946466284,159375.0,22e4,262500.0,35e4,437500.0,793403.5,1955e3
AL1,S,250,642175.92,221713.32978900924,389450.0,415e3,441050.0,469e3,49e4,595225.0,742250.0
AL1,T,441,479952.05215419503,139236.18291536317,31e4,325e3,352e3,37e4,385e3,45e4,565e3
AL10,D,68,501598.5294117647,160205.36283591503,293800.0,353250.0,391200.0,406400.0,421500.0,482500.0,552750.0
AL10,F,305,196305.96721311475,50194.25514411589,110200.00000000001,137400.0,152e3,16e4,165e3,198e3,225e3
AL10,O,21,3229909.095238095,9083818.175306614,5e3,5e3,9e4,9e4,116e3,48e4,945e3
AL10,S,146,363028.8493150685,82774.11352793672,246250.0,265e3,281125.0,299e3,315250.0,356e3,415e3
AL10,T,407,290641.0245700246,59576.59544785208,213e3,225e3,235e3,24e4,246500.0,28e4,328e3
AL2,D,208,633901.8365384615,169284.412402233,414425.0,466750.0,49e4,5e5,514375.0,61e4,721250.0
AL2,F,233,256242.57510729614,91557.29281544799,14e4,155800.0,172900.0,179970.0,191e3,241e3,295e3
AL2,O,12,1148080.0,2264732.904917969,1510.0,2850.0000000000005,4775.0,6e3,6e3,256e3,662500.0
AL2,S,198,482872.4494949495,107005.9019492123,339250.0,358650.0,376550.0,396e3,406e3,467500.0,55e4
AL2,T,181,390493.9502762431,131038.29513416957,223e3,26e4,285e3,295e3,315e3,359950.0,435e3
AL3,D,206,762706.791262136,333743.8218001289,430750.0,488750.0,528750.0,56e4,576250.0,687500.0,868750.0
AL3,F,200,276284.975,99576.82087540596,159875.0,17e4,177500.0,185e3,196875.0,259975.0,321250.0
AL3,O,34,681168.6764705882,1206543.390578846,51980.000000000015,85500.00000000003,145150.0,178e3,181250.0,373e3,916250.0
AL3,S,234,557189.8974358974,189293.0308361833,299750.0,333600.0,375e3,398200.0,420250.0,528500.0,675e3
AL3,T,420,466993.7738095238,177885.732942661,268925.0,285e3,305850.0,329060.0,349995.0,44e4,545141.5
AL4,D,201,759493.2835820896,333267.56692818785,495e3,535e3,56e4,59e4,6e5,69e4,825e3
AL4,F,190,256463.15789473685,71672.05893723844,166700.0,182250.0,193700.0,204500.0,21e4,25e4,284750.0
AL4,O,16,1288485.6875,1573403.5460848862,174375.0,306250.0,402500.0,41e4,425e3,737500.0,1283998.5
AL4,S,269,562107.1449814127,156477.73015447287,344400.0,39e4,41e4,430600.0,445e3,528e3,675e3
AL4,T,197,379625.88324873097,99373.43214874895,238600.0,268100.0,295e3,305200.0,315e3,365e3,425e3
AL5,D,413,1156309.435835351,589232.7331520941,54e4,58e4,656e3,71e4,78e4,995e3,1362500.0
AL5,F,287,384097.29965156794,261822.6392674759,155e3,185e3,2e5,220420.00000000003,25e4,315e3,388750.0
AL5,O,31,752728.9032258064,789228.3533848893,3075.0,15e3,13e4,22e4,27e4,485e3,909200.0
AL5,S,288,674736.5486111111,219816.3500957227,397382.5,436300.0,465250.0,485600.0,51e4,65e4,825e3
AL5,T,189,486658.2328042328,148024.3959838434,327600.0,359e3,375e3,393800.0,4e5,457e3,535e3
AL6,D,252,800869.0595238095,257655.7721973832,442125.0,515e3,573249.35,596e3,625e3,76e4,9e5
AL6,F,79,241454.11392405065,81811.23710415639,167500.0,169950.0,177065.0,18e4,184e3,234950.0,274950.0
AL6,O,5,676e3,699369.358779751,18e3,21e3,24000.000000000004,27e3,3e4,735e3,9e5
AL6,S,74,523067.5,154347.83670899496,331500.0,353e3,374900.0,382400.0,405e3,516250.0,6e5
AL6,T,55,489981.2727272727,156766.5546731538,303500.0,326e3,345499.5,359400.0,373750.0,455e3,595e3
AL7,D,83,478115.5060240964,78751.60627109396,360900.0,386e3,398e3,42e4,425e3,475e3,522500.0
AL7,F,289,202046.6920415225,44487.37934732756,12e4,150156.0,157500.0,164170.0,169995.0,203e3,235e3
AL7,O,35,2443394.714285714,6464772.075026965,56400.0,86876.00000000001,136500.0,15e4,192500.0,38e4,1326427.5
AL7,S,176,365048.51704545453,75593.96235346346,257500.0,276250.0,285e3,296e3,309987.5,365e3,4e5
AL7,T,486,321412.5432098765,62056.64007294862,218500.0,249475.0,268875.0,28e4,285e3,319500.0,355e3
AL8,D,66,706303.7878787878,254309.7690598562,403750.0,439500.0,462500.0,495e3,525e3,687500.0,785750.0
AL8,F,101,252248.0792079208,79590.98524628064,162500.0,182500.0,195e3,203e3,208e3,23e4,274950.0
AL8,O,6,948854.3333333334,1758042.3740378576,18250.0,35500.0,52750.0,7e4,96250.0,201063.0,596781.5
AL8,S,105,523867.0857142857,130306.16289325588,330400.0,345e3,363e3,4e5,415e3,535e3,63e4
AL8,T,130,380630.9769230769,98218.5495391431,263405.0,281950.0,292175.0,306800.0,32e4,357500.0,427500.0
AL9,D,112,1037433.4821428572,772998.1360882269,467750.0,505e3,525e3,569e3,624625.0,842500.0,1177500.0
AL9,F,86,262862.79069767444,86623.35447415829,165250.0,186250.0,195e3,203e3,219237.5,234950.0,315e3
AL9,O,11,2440082.272727273,2915159.8584897565,17250.0,2e4,185e3,35e4,5e5,7e5,3799955.5
AL9,S,89,505288.202247191,164156.51138029693,314700.0,338e3,351e3,373e3,377e3,46e4,61e4
AL9,T,95,390578.05263157893,130564.0186360347,244e3,277e3,292600.0,300750.0,318250.0,35e4,417457.5
B1,F,647,176199.7341576507,103416.82250711402,92475.0,105e3,112450.0,121600.00000000001,13e4,156e3,191e3
B1,O,59,1755460.3898305085,4028349.7905403636,88e3,119e3,152700.0,160600.0,203e3,43e4,1e6
B1,T,31,273119.3548387097,155157.0997824567,91250.0,112e3,118500.0,124500.0,127300.0,27e4,404750.0
B10,F,15,59530.0,15610.639686719165,34e3,42600.0,46850.0,49300.0,54500.0,63e3,67250.0
B10,O,12,803456.5,1223481.4627334794,16625.0,23610.000000000004,43464.99999999999,58480.00000000001,65025.0,25e4,847500.0
B10,S,27,125040.74074074074,30521.370309736187,86e3,1e5,104500.0,106400.0,11e4,119e3,128500.0
B10,T,195,114121.17435897436,37882.662122601876,61400.0,76200.0,81100.0,86e3,9e4,108e3,131500.0
B11,D,3,29e4,83516.46544245032,221e3,227e3,233e3,239e3,245e3,275e3,327500.0
B11,F,15,96496.66666666667,74268.26486909913,37100.0,44600.0,50100.0,50800.0,52500.0,68e3,102500.0
B11,O,33,965503.7272727273,1944664.2062166426,55e3,64800.00000000001,122399.99999999999,222e3,225e3,315e3,1e6
B11,S,61,160616.39344262294,63887.43794186739,8e4,105e3,113e3,118e3,121e3,155e3,178e3
B11,T,462,117425.69047619047,37698.092657400324,77e3,85e3,89e3,91200.0,95e3,11e4,131750.0
B12,F,73,116953.21917808219,35442.42070843237,52600.0,75e3,80800.0,92400.0,104500.0,117e3,135e3
B12,O,21,475342.1904761905,613980.1480217922,82e3,105300.0,105300.0,12e4,15e4,28e4,425e3
B12,S,8,129868.75,24469.70338865127,98332.5,112665.00000000001,124952.5,124970.0,124987.5,127500.0,135e3
B12,T,118,134016.8220338983,53355.59157468219,76500.0,84850.0,9e4,92e3,1e5,121366.5,155750.0
B13,D,125,424799.648,154818.26887819014,203200.0,257e3,268122.39999999997,288e3,305e3,399675.0,522250.0
B13,F,350,125236.10571428572,52313.36684831122,66090.0,74e3,79675.0,85e3,89950.0,117500.0,145e3
B13,O,25,611604.52,574515.3128528662,7e4,120000.00000000006,236887.8,288962.60000000003,297e3,415900.0,727500.0
B13,S,189,285120.48148148146,131711.4503446831,122e3,138800.0,155400.0,171500.0,185e3,263e3,362e3
B13,T,305,194270.48852459015,95163.37675365766,100800.0,109400.0,116300.0,122400.0,127480.0,165e3,239950.0
B14,D,81,272328.037037037,105241.1559508024,14e4,17e4,173500.0,188e3,195e3,262500.0,342e3
B14,F,97,89972.68041237113,29150.379697193486,41960.0,49980.0,58e3,62140.0,65e3,93500.0,114950.0
B14,O,27,358939.962962963,361301.2515265515,92e3,145050.0,161750.0,164e3,167e3,202500.0,467500.0
B14,S,422,187424.96682464454,78400.65320564956,113575.0,122550.0,128e3,135e3,139062.5,16e4,205e3
B14,T,529,170500.393194707,65162.36406504804,87600.0,103912.79999999999,113600.0,12e4,127500.0,155e3,202500.0
B15,D,101,678252.6237623763,395815.17491422314,202e3,307500.0,372e3,387e3,415e3,580500.0,9e5
B15,F,364,160539.5,86595.47754850709,94150.0,105300.0,113e3,12e4,123900.0,146500.0,171375.0
B15,O,16,2747741.6875,6306297.88313566,84308.5,154850.0,203043.75,213075.0,218268.75,714035.0,1588750.0
B15,S,32,512424.09375,367926.35389869055,221e3,247300.0,266928.6,282e3,293750.0,415250.0,617600.0
B15,T,63,288637.22222222225,161468.79610858648,141199.99999999997,174200.0,175598.5,187e3,212500.0,25e4,292e3
B16,D,33,320268.9393939394,122956.45460612758,184600.0,191e3,199e3,212e3,236e3,28e4,382500.0
B16,F,714,148430.59103641455,67065.51335463815,83e3,91150.0,99932.50000000001,105e3,112561.25,134950.0,167500.0
B16,O,33,1111603.8484848484,3780302.4047892494,29110.800000000003,48590.799999999996,49950.0,49950.0,59400.0,15e4,475e3
B16,S,79,282047.2784810127,115480.60670740865,161600.0,181600.0,185e3,198e3,221500.0,262500.0,308e3
B16,T,152,152450.90131578947,77845.78249901686,75550.0,85200.0,92950.0,95e3,99500.0,135875.0,180250.0
B17,D,146,483126.12328767125,192109.34910495515,248125.0,283250.0,3e5,32e4,343500.0,442500.0,589250.0
B17,F,248,156130.5766129032,62086.90996946825,7e4,84700.0,94e3,105e3,113875.0,145e3,190237.5
B17,O,14,1260371.4285714286,1476432.5322200817,141574.99999999997,222e3,248000.00000000003,273700.0,292125.0,475e3,15e5
B17,S,217,317249.34562211984,131703.51633493492,150800.0,165e3,181e3,209200.0,23e4,295500.0,377500.0
B17,T,447,253364.15883668905,112256.60502142673,109300.0,124999.6,142350.0,16e4,175e3,24e4,311250.0
B18,D,6,175333.33333333334,70129.641854687,74625.0,103750.0,132875.0,162e3,166500.0,193e3,208625.0
B18,F,291,171319.61855670103,62312.1244548061,55500.0,101e3,122e3,133e3,139975.0,175094.0,195250.0
B18,O,26,1040365.3076923077,3002466.5879001785,19625.0,49e3,71250.0,85e3,96500.0,206500.0,256250.0
B18,S,21,122142.85714285714,34902.05683664748,8e4,8e4,95e3,97500.0,1e5,12e4,13e4
B18,T,140,115399.27857142857,53249.316929326174,6e4,68e3,75e3,77800.0,84625.0,99500.0,133500.0
B19,D,14,159176.42857142858,26048.068541165867,114375.0,127500.0,127500.0,147e3,160375.0,169995.0,175995.0
B19,F,48,91275.125,20570.574705844352,52856.25,63650.0,72047.5,76e3,82725.0,98500.0,99995.0
B19,O,18,424661.1111111111,509215.7374062808,117750.0,176e3,2e5,2e5,201975.0,275e3,375e3
B19,S,29,150601.55172413794,31931.49263052544,122795.0,126995.0,126995.0,128795.0,129995.0,145e3,161500.0
B19,T,137,109183.75912408759,32075.08113797577,61400.0,71210.0,77e3,8e4,85e3,11e4,133e3
B2,F,58,143861.43103448275,40897.34448939972,102550.0,105e3,108650.0,112400.0,115e3,136e3,164987.5
B2,O,9,11696457.777777778,12305326.448170502,897672.0,1283224.0,1855800.0000000005,2615400.0,3375e3,775e4,1492e4
B20,D,92,255491.08695652173,101633.84764298571,147300.0,156500.0,171812.5,179960.0,184871.25,223750.0,300250.0
B20,F,51,66940.88235294117,17057.41002338521,48e3,5e4,5e4,51e3,55500.0,6e4,74975.0
B20,O,21,308925.04761904763,343753.78738007764,27e3,59900.0,59900.0,59900.0,59900.0,174e3,5e5
B20,S,167,172850.53892215568,53122.417292372185,93e3,123770.0,135e3,14e4,147497.5,17e4,191500.0
B20,T,196,131949.4642857143,51013.84877174442,74375.0,82e3,87500.0,93e3,97500.0,117500.0,155250.0
B21,D,9,167111.11111111112,41220.27548562856,122200.0,127400.0,131e3,133e3,135e3,16e4,19e4
B21,F,2,6e4,0.0,6e4,6e4,6e4,6e4,6e4,6e4,6e4
B21,O,15,427626.6666666667,383423.7966135172,71850.0,74600.0,78900.0,81700.00000000001,126250.0,302300.0,53e4
B21,S,71,134918.7323943662,30908.289453505018,99e3,101500.0,106e3,11e4,118500.0,13e4,148500.0
B21,T,318,102047.5786163522,30417.05893617276,67425.0,75e3,8e4,82100.0,85e3,97e3,112375.0
B23,D,64,209372.5,55765.183305066064,143300.0,155e3,16e4,171500.0,178500.0,206e3,225750.0
B23,F,268,82596.21641791044,33360.79823160136,4e4,44998.5,5e4,57200.0,65e3,8e4,96e3
B23,O,41,474889.9024390244,375824.3368960959,57721.0,1e5,1e5,131e3,15e4,35e4,935e3
B23,S,428,146002.41822429906,30942.43284179413,98700.0,11e4,116e3,120200.0,123375.0,145e3,165e3
B23,T,576,121554.84027777778,28425.234939193702,82875.0,9e4,96250.0,101706.0,105e3,119e3,133e3
B24,D,111,211230.27027027027,65962.7559854727,122500.0,133995.0,159997.5,162500.0,169e3,207500.0,253e3
B24,F,94,88286.75531914894,18723.051878611164,53250.0,59300.0,65500.0,74600.0,77576.75,90500.0,102375.0
B24,O,29,874402.551724138,1166474.450975478,120000.00000000003,173e3,197600.0,205899.2,22e4,318e3,1e6
B24,S,357,162130.0588235294,46046.62243563233,104900.0,115e3,125e3,13e4,135e3,155e3,177500.0
B24,T,281,136631.48042704628,38179.98147272536,87500.0,95800.0,102e3,107500.0,111e3,133e3,159500.0
B25,D,22,248386.36363636365,34087.39880917518,201450.0,210250.0,213625.0,223e3,236e3,25e4,272500.0
B25,F,20,77400.0,16621.640934890307,55450.0,56450.0,58625.0,61400.0,63500.0,78500.0,87125.0
B25,O,6,839916.6666666666,1343946.4430053255,96125.0,107250.0,118375.0,129500.0,135875.0,182500.0,772500.0
B25,S,96,157169.27083333334,47295.65372809625,103750.0,109500.0,115e3,119500.0,123750.0,145e3,182e3
B25,T,240,118511.45833333333,32387.62826426213,75950.0,88900.0,9e4,95400.0,1e5,115e3,128e3
B26,D,74,219417.5,46499.55020588172,144212.5,163950.0,182850.0,187400.0,192e3,22e4,239462.5
B26,F,118,93428.60169491525,26945.695086818454,41e3,53350.0,66156.25,74e3,75625.0,96e3,115e3
B26,O,11,378322.7272727273,513436.150540472,73750.0,125e3,143500.0,162e3,173500.0,235e3,265025.0
B26,S,625,158714.1408,30747.32876050247,113e3,122200.0,13e4,135e3,139500.0,158e3,177e3
B26,T,224,142337.58035714287,33865.44437849819,91150.0,105600.0,11e4,117800.0,123e3,145e3,163e3
B27,D,38,253372.34210526315,64232.55999134678,162750.0,174900.0,184125.0,19e4,190500.0,265e3,288375.0
B27,F,68,99287.9705882353,32887.16854617005,52275.0,65600.0,80052.5,84400.0,85e3,1e5,113125.0
B27,O,33,640168.7878787878,1328260.5959810924,56600.0,148e3,157600.0,235e3,253e3,317500.0,465e3
B27,S,227,171086.8502202643,52479.37596475432,102200.0,118e3,123450.0,127e3,131500.0,16e4,2e5
B27,T,314,135994.3280254777,36299.484373916144,95e3,103300.0,107975.0,110600.0,115e3,127750.0,147500.0
B28,D,114,269712.2807017544,66962.89937045366,189125.0,2e5,213800.0,22e4,228487.5,259975.0,307500.0
B28,F,88,111110.375,33419.055866656054,63350.0,67850.0,7e4,75e3,87125.0,112125.0,129250.0
B28,O,16,401890.5625,604449.3066627362,38e3,88750.0,130625.0,14e4,147500.0,19e4,4e5
B28,S,456,210389.41885964913,48557.490785167654,139500.0,155750.0,165e3,172500.0,178995.0,209995.0,242125.0
B28,T,285,180031.68771929824,51297.57785887506,118200.0,127700.0,132831.6,137e3,14e4,165e3,217e3
B29,D,105,414082.4285714286,150376.06135905618,182400.0,224200.0,277400.00000000006,32e4,329995.0,4e5,485e3
B29,F,66,112058.16666666667,57057.07966038741,55125.0,68e3,7e4,75e3,81462.5,109e3,127050.0
B29,O,15,1254980.0,1941047.1729014139,12810.0,17400.0,31700.000000000007,106600.00000000003,133500.0,488e3,175e4
B29,S,413,187802.48910411622,85526.2860251475,104200.0,113400.0,12e4,124970.0,129e3,165e3,22e4
B29,T,657,186618.02587519027,79710.22662074634,1e5,11e4,115e3,123100.00000000001,125e3,16e4,237e3
B3,F,310,178174.46451612902,86472.95206288277,95247.5,117450.0,124332.5,128400.0,133250.0,158500.0,19e4
B3,O,52,2466644.0384615385,5387992.144010349,87975.0,101700.0,115650.0,16e4,176250.0,532e3,205e4
B30,D,51,323882.54901960783,106259.04860938925,203250.0,22e4,225e3,245e3,266500.0,315e3,369500.0
B30,F,217,133361.51612903227,56728.54010721005,56200.00000000001,69400.0,82e3,88790.0,94e3,123e3,184e3
B30,O,34,160625.4705882353,217674.52152868392,5e3,5e3,5e3,5e3,5e3,82e3,239515.0
B30,S,247,220881.63157894736,99426.8039027043,103250.0,124200.0,135450.0,145175.0,153500.0,186e3,265500.0
B30,T,505,181159.8811881188,70710.25685346843,103289.0,120200.0,128300.0,134e3,137500.0,159950.0,197500.0
B31,D,185,227264.83783783784,102393.83234692874,104500.0,123e3,13e4,144e3,156750.0,204e3,26e4
B31,F,297,141130.42424242425,80979.6589911282,54800.0,65600.0,73e3,78e3,83e3,105e3,200950.0
B31,O,22,918834.0909090909,2335267.7975008287,14017.499999999998,26900.000000000004,84950.00000000001,113900.0,121875.0,146750.0,436500.0
B31,S,761,158798.65045992116,56722.664026186816,85e3,101500.0,112e3,12e4,125e3,152e3,175450.0
B31,T,507,128762.74950690335,34348.690883431176,8e4,92100.0,1e5,103499.2,108875.0,125e3,147997.5
B32,D,102,295065.6666666667,118077.82561626051,155300.0,176050.0,184300.0,195e3,201250.0,259e3,369950.0
B32,F,77,84675.90909090909,38668.66295280219,47100.00000000001,5e4,53220.0,58080.000000000015,62e3,72e3,9e4
B32,O,13,835323.6923076923,1347981.990741678,17900.000000000004,40000.000000000015,77499.99999999999,114000.00000000003,15e4,225e3,111e4
B32,S,390,155194.4153846154,50190.51679511981,85450.0,98450.0,112e3,117900.0,124e3,148975.0,178750.0
B32,T,443,131854.77200902934,46030.4220432485,84050.0,9e4,95e3,99580.0,103e3,121e3,15e4
B33,D,27,245481.4814814815,123156.59836483678,118600.0,143400.0,147700.0,151400.0,161e3,205e3,306e3
B33,F,68,74713.9705882353,20366.749030924744,47675.0,53950.0,57050.0,59e3,62875.0,72250.0,86e3
B33,O,22,681576.3181818182,1901804.6179077835,10449.999999999998,23300.000000000007,69665.00000000001,113480.0,120500.0,197500.0,456250.0
B33,S,296,132458.61486486485,37996.317641925285,78500.0,89500.0,96250.0,103e3,107500.0,129975.0,155500.0
B33,T,384,112063.1640625,28313.695704382644,75e3,81648.5,87e3,9e4,94375.0,109e3,125e3
B34,D,22,185429.72727272726,51955.070092369526,92749.99999999999,145500.0,150750.0,155e3,157500.0,176500.0,212750.0
B34,F,29,75422.41379310345,16548.508706046254,46900.0,61e3,63200.0,64e3,65e3,75e3,85e3
B34,O,3,359916.6666666667,337822.07625957974,164875.0,164875.0,164875.0,164875.0,164875.0,164875.0,457437.5
B34,S,181,140963.0055248619,39601.107328863814,8e4,1e5,105e3,113e3,12e4,14e4,162500.0
B34,T,246,120565.90650406505,28894.53626191677,70500.0,89500.0,95e3,1e5,105e3,12e4,135e3
B35,D,3,216666.66666666666,67144.12359494563,150500.0,161e3,171500.0,182e3,192500.0,245e3,255e3
B35,F,33,81757.57575757576,25768.867848421163,40260.00000000001,58770.0,59970.0,62e3,66e3,83500.0,1e5
B35,O,7,8510185.714285715,21999442.627214335,129e3,138e3,147e3,150500.0,151250.0,19e4,279400.0
B35,S,21,138527.38095238095,20229.807686866898,105e3,111e3,115e3,123e3,125e3,14e4,155e3
B35,T,79,116671.92405063291,20738.056908812167,78366.0,93900.0,98850.0,101500.0,104500.0,117500.0,13e4
B36,D,122,258136.1393442623,57866.546846222314,180995.25,200700.0,21e4,215400.0,22e4,249997.5,279987.5
B36,F,83,106620.90361445783,44325.44218717009,39991.0,51700.000000000015,74300.0,77400.0,81250.0,1e5,133e3
B36,O,12,256109.58333333334,266859.0613929718,24831.250000000004,45087.5,62756.25,79600.0,95e3,132500.0,339360.0
B36,S,362,181098.27624309392,52682.65359391392,112575.00000000001,125e3,13e4,137e3,145e3,18e4,21e4
B36,T,282,129352.6134751773,41373.31204770397,81025.0,89095.0,93500.0,97e3,101240.0,117975.0,149e3
B37,D,99,274343.9898989899,85288.00610996943,172e3,181650.0,189998.5,198e3,217500.0,265e3,317750.0
B37,F,180,86492.75,22264.30887534862,54997.5,6e4,64850.0,67800.0,7e4,81e3,108996.25
B37,O,20,3010061.0,3866775.4854418566,178500.0,261630.00000000003,338105.00000000006,356758.4,379487.0,135e4,475e4
B37,S,209,167633.08612440192,54229.77570488531,12e4,125e3,130400.00000000001,134600.0,137500.0,16e4,179e3
B37,T,369,123976.47967479675,30044.6304135206,85400.0,92900.0,96e3,1e5,103e3,12e4,139e3
B38,D,85,315605.5882352941,134393.14783192505,168395.0,17e4,183e3,200790.0,215e3,27e4,4e5
B38,F,84,104115.83333333333,41597.01254067697,56315.0,62150.0,67250.0,78e3,83375.0,97750.0,115e3
B38,O,8,336306.25,458075.6983437033,41547.1,43719.2,49864.29999999999,79847.40000000002,109830.5,134623.5,338750.0
B38,S,202,179726.90594059406,62739.920249403855,103050.0,118645.0,127150.0,135400.0,145e3,17e4,204612.5
B38,T,238,134140.73529411765,49286.18673570224,87425.0,9e4,94e3,103e3,107500.0,12e4,142e3
B4,F,31,117127.41935483871,23062.01725315776,81e3,95e3,97750.0,98500.0,99475.0,115e3,133e3
B4,O,12,3524753.1666666665,4006469.626245708,370500.0,605100.0,633150.0,664800.0,702750.0,14e5,6001509.5
B42,D,58,230599.8275862069,42421.851173508396,154950.0,176900.0,187550.0,195e3,196250.0,247475.0,268587.5
B42,F,28,72712.5,16501.052856420112,45800.0,54500.0,56e3,57400.0,60250.0,73500.0,82962.5
B42,O,20,346383.0,424360.3807229987,81250.00000000001,98500.0,134e3,147200.0,149e3,205410.0,318930.0
B42,S,382,142700.91361256543,33245.41453646172,103e3,11e4,116e3,119960.0,122125.0,138e3,155e3
B42,T,235,132501.02127659574,34647.47140567747,92100.0,97700.0,102100.0,108800.0,112250.0,126200.0,149725.0
B43,D,124,261262.76612903227,80247.96773204741,16e4,169965.0,18e4,187e3,195750.0,243750.0,316250.0
B43,F,144,115205.46527777778,30908.989515219226,65285.0,77150.0,83900.0,9e4,92375.0,109e3,148870.0
B43,O,10,145949.6,139624.26815660187,11132.5,12864.999999999998,14072.85,15130.8,39200.75,132500.0,149e3
B43,S,433,165100.84757505773,35935.35847261601,118e3,126e3,133400.0,14e4,145e3,16e4,182650.0
B43,T,232,150280.5948275862,41268.18779242216,97e3,105200.0,113650.0,122600.0,128375.0,142725.0,16e4
B44,D,14,173499.64285714287,51589.56738841852,123575.0,126850.0,129775.0,133300.0,137873.75,16e4,187500.0
B44,F,42,76932.14285714286,26953.448626421494,5e4,54e3,55e3,56e3,58437.5,71750.0,91250.0
B44,O,18,920806.3888888889,1834418.5669706687,45050.00000000001,78e3,9e4,97200.0,108e3,249900.0,570756.0
B44,S,446,126485.49775784754,27617.675544798247,85e3,94e3,1e5,107e3,110625.0,125e3,14e4
B44,T,418,113545.14114832536,21943.82972804671,82106.25,9e4,95e3,98e3,100250.0,112500.0,124837.5
B45,D,252,458262.19444444444,266467.3743130753,192750.0,244e3,267325.0,277800.0,289995.0,366995.0,55e4
B45,F,100,90826.5,46909.221625228965,48325.0,57850.0,6e4,63300.0,66562.5,78975.0,102750.0
B45,O,11,2586375.090909091,5577289.155898687,6e4,8e4,12e4,16e4,204800.0,448e3,1575388.0
B45,S,394,180922.28680203046,82589.6314934902,98325.0,115e3,124e3,13e4,135e3,161250.0,195e3
B45,T,317,136734.68769716087,48981.81058602334,79760.0,92300.0,97200.0,101200.0,105e3,124950.0,158e3
B46,D,128,354369.546875,112332.88454683233,233375.0,242866.5,255e3,27e4,275e3,345e3,402371.25
B46,F,146,152221.25342465754,60883.52068502855,8e4,97e3,109500.0,117e3,12e4,144e3,172337.5
B46,O,19,747597.947368421,781866.9440472076,51878.2,58618.8,64171.8,200431.1999999999,304e3,455e3,899166.5
B46,S,164,237755.57926829267,75700.02957346267,165e3,170900.0,18e4,181700.0,187375.0,215e3,270625.0
B46,T,171,195160.69590643275,49637.828203438155,126e3,14e4,15e4,157e3,162e3,186e3,235e3
B47,D,153,358405.5947712418,87334.10425505077,245040.0,269960.0,279400.0,286333.0,299950.0,339950.0,41e4
B47,F,14,135921.42857142858,68513.06364562812,76050.0,82150.0,82475.0,93600.0,103500.0,128e3,149375.0
B47,O,7,186584.0,144643.61122082095,10800.0,12600.0,14399.999999999998,36000.00000000002,67500.0,238125.0,261e3
B47,S,107,248023.98130841122,54765.496011593605,140042.0,168400.0,197875.0,207590.0,218975.0,25e4,28e4
B47,T,71,223540.14084507042,58165.03835744232,14e4,145e3,162500.0,17e4,175750.0,217e3,27e4
B48,D,75,489233.8,196122.3551159918,268450.0,282e3,33e4,341400.0,363500.0,435950.0,571e3
B48,F,1,14e4,NA,14e4,14e4,14e4,14e4,14e4,14e4,14e4
B48,O,3,63e4,391758.85439897847,243500.00000000006,307e3,370500.0,433999.99999999994,497500.0,815e3,855e3
B48,S,74,289062.4459459459,92172.9904892421,189825.0,196500.0,214827.5,224980.0,242e3,275500.0,307e3
B48,T,71,217269.25352112675,82489.31620341048,128990.0,131825.0,149250.0,157e3,159997.5,19e4,256998.5
B49,D,111,439080.9459459459,170139.84673111688,258500.0,285e3,31e4,329950.0,339995.0,4e5,488747.5
B49,F,57,119359.64912280702,55902.79784606083,57600.0,73e3,75e3,87100.0,94e3,117500.0,135e3
B49,O,20,351819.65,343569.2353397255,59307.0,87006.00000000001,98500.0,124000.00000000001,132499.75,236500.0,387e3
B49,S,93,246169.5806451613,80918.85775971785,124761.0,179560.0,195e3,198780.0,2e5,225e3,265e3
B49,T,111,200044.1981981982,90781.98611176516,98683.0,128500.0,135e3,141500.0,152e3,18e4,215e3
B5,D,9,334055.55555555556,84545.27058196561,224e3,248e3,265200.0,275600.0,286e3,347500.0,38e4
B5,F,377,152214.37931034484,50728.17676526084,91600.0,102e3,11e4,115e3,122e3,14e4,178e3
B5,O,23,1931043.4782608696,3295903.05569948,117e3,146e3,191500.0,195e3,2e5,402e3,1575e3
B5,S,12,188916.66666666666,82956.40512651902,117625.0,126350.0,131025.0,134400.0,135500.0,150500.0,231875.0
B5,T,47,179404.36170212767,105121.18053991527,24511.0,77574.40000000005,124750.0,14e4,142500.0,151200.0,216e3
B50,D,148,309100.89864864864,97584.14374723393,214225.0,23e4,236020.25,245397.0,253e3,287995.0,337246.25
B50,F,15,155640.0,103196.84761242883,83140.0,88620.0,9e4,9e4,91975.0,125e3,161250.0
B50,O,16,385751.5,228776.41142011707,87500.0,112500.0,142875.0,166500.0,210375.0,325423.0,633931.5
B50,S,88,215699.30681818182,54158.04116993662,153549.2,167100.0,180025.0,183695.0,187496.25,204200.0,225e3
